reviewid,genre,count_of_genre
17526,electronic,3
17486,rap,1
17541,,0
17542,,0
17508,electronic,1
17455,pop/r&b,2
17455,electronic,2
17418,folk/country,1
17500,rock,1
17520,electronic,1
17437,rock,2
17437,metal,2
17511,,0
17521,rap,1
17478,electronic,1
17425,rock,1
17525,rap,1
17489,rock,1
17490,jazz,2
17490,experimental,2
17507,,0
17432,,0
17515,,0
17326,,0
17424,rock,1
17461,,0
17485,,0
17498,experimental,2
17498,electronic,2
17468,,0
17442,pop/r&b,1
17472,electronic,1
17417,,0
17492,electronic,1
17491,electronic,1
17494,pop/r&b,1
17503,rap,1
17404,,0
17505,rap,1
17506,,0
17488,rock,3
17488,pop/r&b,3
17488,electronic,3
17483,electronic,1
17443,,0
17477,rap,1
17487,rap,2
17487,electronic,2
17471,electronic,1
17421,,0
17423,,0
17391,rap,1
17493,rock,2
17493,electronic,2
17475,rap,1
17460,,0
17450,metal,1
17407,pop/r&b,1
17406,,0
17469,rap,1
17470,,0
17377,,0
17386,pop/r&b,2
17386,electronic,2
17295,pop/r&b,1
17441,rap,1
17416,,0
17378,electronic,1
17294,rap,1
17429,rock,2
17429,experimental,2
17430,jazz,1
17481,experimental,1
17355,rock,1
17482,rap,1
17480,,0
17464,rock,1
17467,pop/r&b,2
17467,electronic,2
17447,,0
17393,rock,2
17393,electronic,2
17439,rock,3
17439,pop/r&b,3
17439,electronic,3
17451,rock,1
17364,,0
17435,,0
17389,rock,1
17474,rock,1
17359,electronic,1
17413,,0
17453,,0
17324,rock,1
17476,pop/r&b,1
17446,,0
17385,electronic,1
17382,,0
17387,rock,1
17457,pop/r&b,1
17444,,0
17411,,0
17381,,0
17384,electronic,1
17327,experimental,1
17325,metal,1
17340,,0
17463,,0
17376,,0
17466,rap,1
17448,rock,1
17317,rock,3
17317,metal,3
17317,electronic,3
17302,,0
17434,rock,2
17434,electronic,2
17329,rock,1
17454,,0
17408,electronic,1
17458,rock,1
17373,pop/r&b,1
17374,rock,1
17363,rap,1
17459,electronic,1
17412,,0
17369,pop/r&b,1
17456,rap,2
17456,experimental,2
17445,,0
17293,rock,1
17399,,0
17370,rock,1
17301,rap,1
17352,rap,1
17414,,0
17440,,0
17129,rock,1
17356,experimental,1
17251,rap,1
17415,folk/country,1
17214,rap,1
17064,experimental,1
17375,rap,1
17328,rock,2
17328,metal,2
17292,rock,1
17360,electronic,1
17300,rock,1
17350,rap,1
17362,rock,3
17362,experimental,3
17362,electronic,3
17366,experimental,2
17366,electronic,2
17403,,0
17297,rock,3
17297,metal,3
17297,electronic,3
17279,rock,2
17279,metal,2
17296,rock,1
17299,rap,1
17217,,0
17320,folk/country,1
17304,rock,1
17396,rock,1
17201,rap,1
17353,,0
17280,pop/r&b,1
17365,rock,1
17298,electronic,1
17146,rap,1
17401,rock,2
17401,experimental,2
17272,electronic,1
17321,rock,1
17409,rock,1
17343,,0
17318,,0
17269,rock,1
17278,electronic,1
17380,rock,1
17290,rap,2
17290,metal,2
17367,,0
17433,,0
17277,electronic,1
17349,,0
17395,electronic,1
17319,,0
17291,rock,3
17291,experimental,3
17291,electronic,3
17397,rap,1
17259,rock,2
17259,electronic,2
17354,rock,1
17312,electronic,1
17303,experimental,1
17274,electronic,1
17265,,0
17400,experimental,1
17314,,0
17273,rock,1
17276,electronic,1
17331,,0
17268,rock,1
17398,,0
17402,rap,1
17207,rock,1
17204,,0
17289,,0
17313,,0
17209,rock,1
17211,rap,1
17181,rock,1
17271,rock,1
17286,,0
17182,rock,1
17315,rap,1
17254,electronic,1
17225,,0
17334,,0
17213,rock,1
17215,rap,1
17203,electronic,1
17270,pop/r&b,1
17338,,0
17205,electronic,1
17206,metal,1
17208,,0
17210,rock,2
17210,electronic,2
17219,rock,2
17219,electronic,2
17262,rock,1
17134,electronic,1
17332,experimental,1
17339,experimental,1
17336,,0
17220,rock,1
17335,rock,1
17257,rock,1
17123,rock,1
17346,,0
17258,rock,1
17067,,0
17171,electronic,1
17221,rock,1
17337,jazz,2
17337,metal,2
17253,rap,1
17344,rock,1
17218,electronic,1
17222,pop/r&b,1
17311,,0
17174,rock,1
17223,rock,2
17223,electronic,2
17255,metal,1
17224,rock,2
17224,experimental,2
17322,,0
17305,rock,2
17305,pop/r&b,2
17266,rock,1
17197,rap,1
17184,rock,2
17184,experimental,2
17284,rock,1
16745,experimental,1
17250,rap,1
17178,,0
17248,,0
17238,,0
17179,rock,1
17247,pop/r&b,1
17188,,0
17180,rock,1
17173,pop/r&b,1
17183,electronic,1
17252,rock,1
17177,rock,1
17122,rap,2
17122,electronic,2
17105,rock,2
17105,experimental,2
17283,rock,1
17176,,0
17175,experimental,1
17307,rap,1
17309,,0
17132,metal,1
17119,rap,1
17199,,0
17229,,0
17245,rock,1
17135,metal,1
17243,rock,1
17007,,0
17230,,0
17242,electronic,1
17170,rock,1
17200,rock,1
17172,,0
17282,,0
17231,,0
17133,rock,1
17136,rock,2
17136,rap,2
17158,rock,1
17198,,0
17241,,0
17131,rock,1
17120,rock,1
17074,rap,1
17239,rock,1
17263,,0
17216,rap,2
17216,experimental,2
17130,rock,1
17157,,0
17234,electronic,1
17166,experimental,1
17125,pop/r&b,1
17235,rap,1
17127,,0
17196,,0
17028,rock,2
17028,experimental,2
17124,,0
17126,rock,1
17113,pop/r&b,1
17121,rock,1
17237,,0
17112,rock,1
17281,rock,1
17195,rock,1
17155,electronic,1
17040,electronic,1
17115,electronic,1
17111,rock,2
17111,electronic,2
17116,rock,1
17114,rock,2
17114,electronic,2
17236,,0
17096,,0
17081,rock,2
17081,metal,2
17233,rock,1
17194,,0
17107,,0
17148,rap,1
17097,rock,1
17193,,0
17108,rock,1
17191,metal,1
17110,rock,1
17228,rap,1
17106,experimental,2
17106,electronic,2
17165,rock,1
17192,pop/r&b,2
17192,electronic,2
17079,rock,1
17032,electronic,1
17095,,0
17078,electronic,1
17049,electronic,1
17084,rock,1
17156,electronic,1
17202,electronic,1
17147,metal,1
17077,rock,1
17050,rock,1
16912,rap,1
17088,rock,1
17087,rock,1
17189,,0
17046,pop/r&b,2
17046,electronic,2
16722,rock,2
16722,electronic,2
17056,rock,1
17058,rock,1
17149,,0
17042,rock,1
17038,rap,1
16941,rap,1
17048,rock,1
17030,rock,1
16994,rap,1
17047,rock,1
17055,rock,2
17055,experimental,2
17160,rap,1
17076,,0
17037,rock,1
17043,rock,1
17041,experimental,1
17185,experimental,1
17033,rock,1
17145,electronic,1
16971,rock,2
16971,electronic,2
17036,rock,1
17102,,0
17104,jazz,1
17139,rock,1
17035,rock,2
17035,experimental,2
17103,,0
16983,electronic,1
17141,pop/r&b,2
17141,electronic,2
17029,rock,1
17154,rock,1
17027,rock,1
16986,rock,2
16986,experimental,2
17031,electronic,1
17026,rock,1
16987,folk/country,2
16987,electronic,2
17024,rock,1
16989,pop/r&b,1
16990,rock,1
17022,pop/r&b,2
17022,electronic,2
17159,rap,1
16985,rock,1
17186,rock,1
16991,rock,1
16979,rock,1
17023,rock,1
16939,rock,2
16939,electronic,2
17137,pop/r&b,2
17137,electronic,2
17144,,0
16988,rock,1
16981,rock,1
16945,electronic,1
17138,electronic,1
16967,pop/r&b,1
16984,rock,1
17070,rap,1
16992,rock,1
17143,,0
17019,electronic,1
16980,rock,2
16980,experimental,2
16993,rock,2
16993,experimental,2
16975,rock,2
16975,electronic,2
16978,electronic,1
17020,rock,1
16836,rock,1
17014,rock,1
16504,pop/r&b,1
17025,,0
17063,,0
17094,electronic,1
16959,rock,1
17017,,0
17101,rap,1
16977,experimental,1
17093,electronic,1
16916,,0
16965,,0
16919,pop/r&b,1
17054,rock,2
17054,experimental,2
16969,rock,1
16973,rock,2
16973,electronic,2
17100,metal,1
17092,rap,1
17016,,0
16964,rock,1
16972,rock,1
17071,rap,1
16966,electronic,1
16968,pop/r&b,1
16936,rock,2
16936,experimental,2
17012,folk/country,1
17091,rock,1
17015,,0
17082,,0
17068,rock,1
16908,rock,2
16908,metal,2
17065,rock,2
17065,pop/r&b,2
17005,metal,1
17083,,0
16938,rock,1
17072,rock,2
17072,experimental,2
16942,jazz,2
16942,pop/r&b,2
16998,,0
16963,rock,1
16940,rock,2
16940,electronic,2
16937,rock,2
16937,metal,2
16934,,0
16890,,0
17061,rock,1
16944,rock,1
16956,rap,1
17060,rap,1
17008,,0
17004,,0
16926,,0
17066,rock,1
16910,rock,1
16709,,0
17010,,0
16810,rock,1
17053,,0
17051,pop/r&b,2
17051,electronic,2
17013,electronic,1
16911,,0
16906,experimental,1
16758,pop/r&b,1
17001,rap,1
16935,rock,2
16935,metal,2
17009,rock,1
16948,rock,2
16948,experimental,2
16962,,0
17062,rock,1
16909,,0
17002,,0
16957,rap,1
16925,rock,2
16925,rap,2
16958,,0
16955,rock,2
16955,experimental,2
16999,,0
16884,rock,1
16855,folk/country,1
16915,electronic,1
16846,,0
16875,rock,2
16875,metal,2
16902,rock,1
17000,,0
16953,rap,1
16960,experimental,1
16893,rock,2
16893,electronic,2
17003,rock,2
17003,experimental,2
16828,experimental,1
16903,rock,3
16903,experimental,3
16903,electronic,3
16932,rap,1
16761,pop/r&b,1
16773,rock,2
16773,metal,2
16913,global,2
16913,pop/r&b,2
16873,electronic,1
16933,,0
16896,rock,1
16843,rock,1
16951,rap,1
16901,,0
16895,,0
16871,,0
16877,rock,1
16870,rap,1
16834,rock,2
16834,electronic,2
16774,,0
16949,,0
16997,rap,1
16862,rock,1
16952,rap,1
16897,rock,1
16905,rock,2
16905,electronic,2
16857,rap,1
16866,rap,1
16868,rock,2
16868,metal,2
16924,electronic,1
16954,electronic,1
16860,rock,2
16860,experimental,2
16883,rap,1
16856,rock,1
16885,global,1
16930,electronic,1
16854,electronic,1
16849,pop/r&b,2
16849,electronic,2
16772,rock,1
16850,rock,2
16850,experimental,2
16888,,0
16851,electronic,1
16852,rock,1
16858,rock,2
16858,experimental,2
16738,electronic,1
16917,rock,2
16917,electronic,2
16844,pop/r&b,1
16950,rap,1
16869,rock,1
16891,pop/r&b,1
16886,,0
16832,rap,1
16833,rock,2
16833,experimental,2
16853,rock,1
16829,rock,2
16829,electronic,2
16830,pop/r&b,1
16929,rock,1
16835,electronic,1
16826,pop/r&b,1
16865,,0
16892,,0
16771,metal,1
16812,folk/country,1
16831,rock,1
16867,electronic,1
16848,,0
16859,pop/r&b,1
16918,rock,1
16927,rap,1
16920,,0
16928,rock,2
16928,metal,2
16815,,0
16702,rap,2
16702,pop/r&b,2
16769,metal,1
16922,,0
16741,,0
16814,rap,1
16824,rock,2
16824,electronic,2
16847,global,1
16827,,0
16807,rock,2
16807,electronic,2
16806,rock,1
16707,rock,1
16808,,0
16759,rock,2
16759,electronic,2
16880,rock,1
16805,rock,1
16803,rap,2
16803,electronic,2
16889,,0
16809,,0
16813,,0
16898,rock,2
16898,electronic,2
16765,pop/r&b,1
16804,rock,1
16731,,0
16770,,0
16797,rap,1
16879,,0
16842,rock,1
16802,rock,1
16751,rock,1
16755,rock,1
16841,rock,1
16840,rock,1
16887,,0
16823,,0
16766,rock,1
16718,pop/r&b,1
16753,rock,1
16752,jazz,2
16752,metal,2
16720,rock,1
16740,rock,1
16894,rap,1
16719,rock,2
16719,electronic,2
16748,,0
16878,,0
16749,rock,1
16864,rap,1
16795,,0
16754,electronic,1
16739,rock,2
16739,electronic,2
16744,rock,1
16750,rock,1
16845,electronic,1
16820,,0
16729,rock,2
16729,electronic,2
16863,rock,1
16734,rock,2
16734,experimental,2
16746,rock,1
16736,,0
16822,electronic,1
16743,rock,1
16728,rock,2
16728,electronic,2
16793,electronic,1
16818,,0
16623,rock,2
16623,electronic,2
16727,pop/r&b,1
16756,rock,2
16756,jazz,2
16789,experimental,1
16660,,0
16800,rock,1
16742,rock,1
16737,rock,2
16737,experimental,2
16796,rock,2
16796,electronic,2
16708,,0
16710,rock,1
16732,rock,1
16733,rock,2
16733,experimental,2
16817,rock,1
16794,rock,2
16794,electronic,2
16781,rock,1
16816,electronic,1
16799,experimental,1
16735,rock,2
16735,electronic,2
16671,pop/r&b,1
16791,pop/r&b,1
16721,rock,2
16721,jazz,2
16798,rap,1
16792,rock,1
16696,,0
16837,rock,1
16716,rap,1
16686,,0
16790,,0
16838,pop/r&b,1
16634,,0
16717,rap,1
16711,folk/country,1
16685,rock,2
16685,metal,2
16730,experimental,1
16724,pop/r&b,3
16724,experimental,3
16724,electronic,3
16706,electronic,1
16712,rock,1
16713,rock,1
16673,electronic,1
16780,,0
16775,rap,1
16640,metal,1
16625,rock,2
16625,experimental,2
16715,rock,1
16783,,0
16692,rock,2
16692,electronic,2
16703,rock,2
16703,electronic,2
16649,,0
16694,rap,1
16705,rock,2
16705,electronic,2
16693,rock,1
16699,rap,1
16698,rock,1
16695,rock,2
16695,electronic,2
16683,rock,2
16683,electronic,2
16697,rock,1
16784,rap,1
16664,rock,3
16664,experimental,3
16664,electronic,3
16631,rock,1
16676,,0
16681,rock,2
16681,experimental,2
16777,rock,2
16777,electronic,2
16782,rap,1
16767,,0
16687,pop/r&b,1
16684,rock,1
16674,folk/country,1
16661,rock,1
16778,rap,1
16704,,0
16646,rock,1
16662,folk/country,1
16678,electronic,1
16680,rock,1
16786,,0
16628,rock,1
16668,rock,1
16670,rock,1
16675,rock,1
16779,rock,1
16564,rock,1
16663,rock,1
16666,pop/r&b,2
16666,electronic,2
16667,rock,1
16672,,0
16635,rock,1
16602,rock,1
16645,,0
16665,electronic,1
16768,electronic,1
16651,rock,1
16642,metal,1
16643,pop/r&b,1
16656,rock,1
16760,,0
16636,rock,2
16636,electronic,2
16647,rap,1
16659,,0
16644,,0
16639,global,1
16657,rock,1
16652,electronic,1
16637,pop/r&b,2
16637,experimental,2
16654,rock,2
16654,electronic,2
16650,rock,1
16641,rap,1
16638,rock,1
16669,electronic,1
16624,electronic,1
16620,rock,1
16608,electronic,1
16577,pop/r&b,1
16614,rap,1
16648,,0
16655,,0
16606,rock,1
16595,rap,1
16621,rock,1
16611,,0
16619,rock,2
16619,electronic,2
16609,rock,1
16507,rock,1
16617,rock,2
16617,experimental,2
16613,folk/country,1
16618,,0
16537,rap,1
16615,rock,1
16616,,0
16622,metal,1
16612,rock,1
16604,rock,1
16597,rock,1
16594,,0
16610,rock,1
16607,rock,2
16607,experimental,2
16605,rock,2
16605,experimental,2
16599,rock,1
16600,rock,2
16600,electronic,2
16591,rock,1
16596,rock,2
16596,experimental,2
16603,rock,2
16603,metal,2
16601,,0
16556,rock,1
16551,,0
16541,rock,1
16578,electronic,1
16586,,0
16598,,0
16592,,0
16593,electronic,1
16588,rock,1
16589,rock,1
16584,rock,1
16587,rock,1
16590,,0
16585,pop/r&b,1
16580,rap,2
16580,electronic,2
16567,rock,1
16583,rock,2
16583,metal,2
16582,jazz,2
16582,electronic,2
16558,rock,1
16574,,0
16581,folk/country,1
16579,rock,1
16568,rock,2
16568,pop/r&b,2
16576,rock,2
16576,electronic,2
16565,electronic,1
16562,global,1
16573,electronic,1
16575,,0
16570,pop/r&b,1
16563,rock,1
16572,rock,1
16571,pop/r&b,1
16569,,0
16555,rock,1
16553,pop/r&b,1
16566,,0
16561,,0
16560,rock,1
16532,rock,1
16535,rock,2
16535,experimental,2
16550,rock,2
16550,electronic,2
16557,rap,1
16559,rock,2
16559,electronic,2
16518,rock,1
16552,rap,1
16554,rap,1
16538,rock,1
16548,electronic,1
16544,rock,2
16544,electronic,2
16540,pop/r&b,1
16546,folk/country,1
16547,,0
16549,,0
16466,folk/country,1
16539,rock,1
16543,,0
16545,rock,1
16542,experimental,1
16512,rap,2
16512,experimental,2
16520,electronic,1
16528,rock,1
16531,metal,1
16536,rock,2
16536,experimental,2
16534,rock,1
16533,metal,1
16526,rock,2
16526,electronic,2
16529,rock,2
16529,electronic,2
16530,,0
16522,rock,1
16524,metal,1
16521,electronic,1
16527,folk/country,1
16525,,0
16498,electronic,1
16487,rap,1
16519,rock,2
16519,electronic,2
16517,,0
16501,rock,2
16501,experimental,2
16513,global,3
16513,experimental,3
16513,electronic,3
16516,rock,1
16509,rap,1
16515,pop/r&b,1
16508,,0
16514,rock,1
16511,rock,1
16502,rock,1
16510,pop/r&b,1
16505,rock,2
16505,experimental,2
16503,rock,2
16503,experimental,2
16495,rock,1
16506,electronic,1
16491,rap,1
16500,rap,1
16499,rock,2
16499,experimental,2
16496,electronic,1
16493,rock,2
16493,electronic,2
16486,pop/r&b,1
16492,rock,1
16480,pop/r&b,1
16497,rap,1
16483,,0
16489,rock,2
16489,metal,2
16481,rock,3
16481,experimental,3
16481,electronic,3
16464,rap,1
16494,metal,1
16490,,0
16473,,0
16484,rap,1
16460,rock,1
16488,rock,1
16482,rap,1
16485,rock,1
16476,rock,1
16479,rock,1
16462,rock,2
16462,electronic,2
16446,,0
16474,,0
16475,pop/r&b,1
16471,rap,1
16478,metal,1
16477,electronic,1
16472,,0
16463,electronic,1
16469,rock,2
16469,electronic,2
16440,rock,1
16468,electronic,1
16470,metal,1
16467,,0
16458,electronic,1
16442,rock,2
16442,metal,2
16461,pop/r&b,2
16461,folk/country,2
16451,rock,1
16465,rock,2
16465,electronic,2
16452,rock,2
16452,electronic,2
16457,rock,1
16456,rock,1
16459,,0
16455,folk/country,1
16432,rock,2
16432,experimental,2
16454,experimental,1
16450,folk/country,1
16443,rock,2
16443,pop/r&b,2
16449,rock,1
16433,electronic,1
16415,electronic,1
16445,rock,2
16445,electronic,2
16448,metal,1
16447,rap,1
16428,rock,1
16434,rap,1
16444,rock,1
16411,rock,1
16441,rock,2
16441,metal,2
16439,rock,1
16416,pop/r&b,1
16438,pop/r&b,1
16437,,0
16431,electronic,1
16424,electronic,1
16435,global,1
16436,rap,1
16430,rock,1
16408,,0
16426,pop/r&b,1
16406,electronic,1
16422,rock,1
16429,rock,2
16429,electronic,2
16427,rock,1
16425,rap,1
16418,,0
16357,electronic,1
16423,rap,4
16423,jazz,4
16423,pop/r&b,4
16423,electronic,4
16405,,0
16421,rap,1
16420,electronic,1
16417,,0
16419,rock,1
16407,rock,1
16413,rock,2
16413,experimental,2
16414,rap,1
16410,rock,1
16409,rock,1
16412,rock,1
16394,rock,1
16397,pop/r&b,1
16395,rock,3
16395,experimental,3
16395,electronic,3
16404,pop/r&b,2
16404,electronic,2
16387,rock,1
16390,rock,1
16401,rock,1
16402,rock,2
16402,experimental,2
16403,rock,2
16403,experimental,2
16399,,0
16400,rock,1
16393,rap,1
16392,folk/country,2
16392,metal,2
16398,electronic,1
16396,rock,1
16375,rap,2
16375,pop/r&b,2
16391,,0
16380,rock,1
16377,electronic,1
16385,pop/r&b,2
16385,electronic,2
16378,rock,2
16378,experimental,2
16379,rock,2
16379,experimental,2
16388,metal,1
16386,rock,1
16389,,0
16365,,0
16384,rap,1
16381,electronic,1
16382,electronic,1
16383,electronic,1
16373,rock,1
16362,rap,1
16376,electronic,1
16370,rock,2
16370,electronic,2
16301,,0
16369,electronic,1
16374,rock,1
16372,rock,1
16371,pop/r&b,1
16363,,0
16360,rock,2
16360,experimental,2
16311,rock,2
16311,electronic,2
16367,rap,1
16368,rock,2
16368,experimental,2
16366,pop/r&b,1
16364,rock,1
16359,rock,1
16355,rap,1
16354,rock,2
16354,electronic,2
16361,metal,1
16356,rock,1
16344,rock,1
16351,rock,1
16358,rap,1
16324,,0
16295,rock,1
16347,rock,2
16347,electronic,2
16353,rap,1
16308,electronic,1
16327,,0
16352,electronic,1
16341,electronic,1
16350,metal,1
16348,,0
16349,rock,1
16345,metal,1
16337,rock,1
16334,rock,2
16334,electronic,2
16343,rock,1
16346,,0
16339,rock,1
16333,rock,1
16338,rock,2
16338,electronic,2
16340,rock,1
16329,electronic,1
16336,rock,1
16326,rock,2
16326,electronic,2
16332,rock,4
16332,global,4
16332,experimental,4
16332,electronic,4
16342,rock,1
16309,rock,1
16335,rock,2
16335,experimental,2
16312,folk/country,1
16328,rock,2
16328,metal,2
16317,rock,1
16330,rock,2
16330,experimental,2
16331,electronic,1
16248,rock,1
16320,experimental,1
16325,rock,2
16325,electronic,2
16313,rock,2
16313,electronic,2
16307,rock,1
16314,rock,1
16321,jazz,1
16323,rock,1
16322,,0
16221,rock,1
16306,rock,2
16306,experimental,2
16318,rock,1
16319,metal,1
16300,rock,1
16304,rock,2
16304,experimental,2
16315,rock,2
16315,electronic,2
16316,rap,1
16310,pop/r&b,1
16272,rock,2
16272,electronic,2
16297,pop/r&b,1
16256,electronic,1
16281,rock,1
16305,metal,1
16291,rock,2
16291,metal,2
16211,pop/r&b,1
16294,rock,1
16302,rock,1
16299,metal,1
16303,experimental,1
16277,rock,1
16280,rap,1
16298,rock,1
16293,,0
16296,rock,1
16292,experimental,2
16292,electronic,2
16287,rock,1
16284,experimental,1
16289,rock,2
16289,metal,2
16285,rock,1
16283,rock,2
16283,metal,2
16288,electronic,1
16290,rap,1
16286,,0
16282,rock,1
16252,rock,1
16264,,0
16279,rock,2
16279,electronic,2
16278,rock,1
16276,experimental,1
16270,rap,1
16267,metal,1
16225,rock,1
16273,jazz,2
16273,electronic,2
16275,rock,1
16261,rock,2
16261,electronic,2
16238,electronic,1
16271,rap,1
16268,rock,1
16269,electronic,1
16255,electronic,1
16266,rap,1
16262,electronic,1
16263,rock,1
16254,rock,1
16249,pop/r&b,2
16249,electronic,2
16253,rock,1
16257,rock,1
16242,electronic,1
16260,rock,1
16250,rock,1
16244,rock,1
16245,rock,1
16247,rock,2
16247,experimental,2
16251,rock,1
16246,electronic,1
16230,electronic,1
16239,rock,2
16239,experimental,2
16231,electronic,1
16243,rock,1
16227,rock,1
16222,rock,1
16189,rock,1
16240,,0
16241,,0
16228,rock,1
16209,rock,1
16236,electronic,1
16237,rap,1
16232,rock,2
16232,electronic,2
16233,rock,1
16234,electronic,1
16235,rock,2
16235,experimental,2
16229,rock,1
16226,folk/country,1
16223,pop/r&b,1
16208,rock,2
16208,electronic,2
16219,electronic,1
16224,electronic,1
16217,rap,1
16216,rap,1
16220,electronic,1
16214,,0
16218,electronic,1
16215,rock,1
16199,rap,1
16213,rock,1
16212,rock,2
16212,electronic,2
16210,rock,3
16210,metal,3
16210,experimental,3
16142,global,1
16197,rock,1
16207,rap,2
16207,electronic,2
16202,rock,2
16202,electronic,2
16200,rock,1
16203,,0
16201,rock,1
16204,,0
16198,metal,1
16205,rock,1
16206,rock,2
16206,experimental,2
16158,rock,1
16190,rap,1
16187,rock,2
16187,electronic,2
16168,rock,1
16191,,0
16183,pop/r&b,1
16196,electronic,1
16193,rock,3
16193,jazz,3
16193,electronic,3
16195,rap,1
16184,electronic,1
16194,rock,2
16194,electronic,2
16178,rock,1
16161,rock,1
16147,metal,2
16147,experimental,2
16192,electronic,1
16176,rock,1
16179,folk/country,1
16186,rap,1
16188,metal,1
16185,electronic,1
16180,rock,2
16180,experimental,2
16174,rap,1
16182,rap,1
16181,pop/r&b,1
16177,rap,1
16122,rock,1
16170,rap,1
16173,electronic,1
16167,electronic,1
16136,rock,2
16136,experimental,2
16172,rap,1
16175,electronic,1
16171,,0
16127,electronic,1
16159,rock,2
16159,electronic,2
16152,rock,1
16138,experimental,2
16138,electronic,2
16146,rap,1
16166,rock,2
16166,experimental,2
16169,,0
16162,rock,1
16143,rock,1
16154,electronic,1
16165,pop/r&b,1
16117,rap,1
16156,rap,1
16163,electronic,1
16118,pop/r&b,2
16118,folk/country,2
16153,rock,1
16155,electronic,1
16160,rock,1
16157,rap,2
16157,pop/r&b,2
16137,rock,1
16125,rock,1
16150,rock,3
16150,jazz,3
16150,electronic,3
16148,electronic,1
16120,rock,1
16151,rap,1
16144,rap,1
16149,rock,2
16149,experimental,2
16139,pop/r&b,1
16141,rap,1
16133,rap,1
16129,rock,1
16123,rock,2
16123,experimental,2
16131,rock,1
16145,pop/r&b,1
16132,electronic,1
16128,rock,1
16126,electronic,1
16134,pop/r&b,1
16140,rap,1
16130,metal,3
16130,experimental,3
16130,electronic,3
16124,electronic,1
16119,electronic,1
16112,pop/r&b,1
16075,rock,2
16075,experimental,2
16116,rock,1
16111,rock,2
16111,electronic,2
16110,rap,1
16115,rock,1
16114,rock,2
16114,electronic,2
16113,rap,1
16109,,0
16037,electronic,1
16108,rock,3
16108,experimental,3
16108,electronic,3
16094,pop/r&b,1
16099,rock,2
16099,electronic,2
16101,rock,2
16101,experimental,2
16106,rock,2
16106,electronic,2
16102,rap,1
16107,experimental,1
16105,rock,1
16100,pop/r&b,2
16100,electronic,2
16095,,0
16104,rock,1
16097,rock,2
16097,experimental,2
16096,pop/r&b,1
16080,electronic,1
16089,rock,1
16098,rock,1
16074,rap,1
16084,rap,1
16078,rock,2
16078,experimental,2
16066,pop/r&b,1
16092,rap,1
16081,rock,1
16087,electronic,1
16093,rock,1
16090,folk/country,1
16086,electronic,1
16083,rock,1
16091,rock,2
16091,electronic,2
16079,electronic,1
16088,,0
16077,rock,2
16077,electronic,2
16082,rap,1
16085,metal,2
16085,electronic,2
15972,rock,1
16076,rap,1
16059,rock,1
16073,pop/r&b,2
16073,electronic,2
16071,electronic,1
16043,rap,1
16065,electronic,1
16072,pop/r&b,1
16070,rock,1
16050,,0
16061,pop/r&b,1
16069,electronic,1
16062,electronic,1
16013,rock,1
16068,rock,2
16068,metal,2
16064,pop/r&b,1
16060,rock,1
16067,pop/r&b,1
16053,rap,1
16057,rock,2
16057,experimental,2
16056,rock,2
16056,experimental,2
16040,pop/r&b,2
16040,electronic,2
16027,rock,1
16063,jazz,2
16063,electronic,2
16049,rock,1
16052,,0
16058,pop/r&b,1
16047,,0
16054,rap,1
16055,rock,2
16055,metal,2
16046,electronic,1
16051,electronic,1
16041,rock,1
16036,rock,1
16042,rock,1
16045,rock,2
16045,electronic,2
16044,electronic,1
16032,rock,1
16024,rap,1
16038,rock,1
15986,electronic,1
16034,jazz,2
16034,metal,2
16039,rap,1
16033,,0
16029,experimental,1
16028,rock,1
16035,metal,1
16031,experimental,1
16011,rock,1
16020,electronic,1
16009,rock,2
16009,metal,2
16016,electronic,1
16026,rap,1
16012,rock,1
16025,rock,1
16023,rock,1
16019,rock,3
16019,experimental,3
16019,electronic,3
16022,rock,1
16014,rock,1
16017,rock,1
16018,,0
16021,electronic,1
15999,rock,2
15999,experimental,2
16010,rap,1
16005,jazz,2
16005,experimental,2
15976,rap,1
16015,rock,2
16015,metal,2
15998,rock,1
15964,rock,1
16001,rock,2
16001,electronic,2
16007,,0
16008,electronic,1
16003,electronic,1
16002,rap,1
15952,electronic,1
15992,electronic,1
15995,experimental,1
16004,pop/r&b,1
15993,rock,1
15983,electronic,1
16006,experimental,1
15921,rock,1
16000,rock,1
15975,experimental,1
15994,rock,1
15997,metal,1
15989,,0
15996,rock,2
15996,metal,2
15991,electronic,1
15979,pop/r&b,1
15980,,0
15974,pop/r&b,1
15985,rock,1
15987,rap,2
15987,pop/r&b,2
15990,metal,1
15988,rock,1
15982,rap,2
15982,electronic,2
15970,rock,1
15969,rock,2
15969,metal,2
15981,rap,1
15984,rock,2
15984,experimental,2
15968,jazz,2
15968,pop/r&b,2
15959,folk/country,1
15971,electronic,1
15977,rap,1
15965,rock,1
15955,electronic,1
15953,rock,1
15963,,0
15978,metal,1
15960,rock,2
15960,electronic,2
15946,rock,3
15946,global,3
15946,electronic,3
15966,electronic,1
15928,electronic,1
15967,,0
15947,,0
15958,rock,1
15961,rock,1
15962,rock,1
15954,rock,2
15954,electronic,2
15924,electronic,1
15939,rock,1
15957,rock,1
15940,folk/country,3
15940,experimental,3
15940,electronic,3
15956,rock,1
15948,electronic,1
15949,pop/r&b,1
15950,rock,2
15950,electronic,2
15941,pop/r&b,1
15894,rock,3
15894,experimental,3
15894,electronic,3
15951,rock,1
15938,electronic,1
15943,,0
15932,electronic,1
15942,rock,1
15884,rock,2
15884,experimental,2
