reviewid,genre,count_of_genre
1075,experimental,2
3976,rock,1
4642,rock,3
4642,jazz,3
4642,electronic,3
4959,rock,1
8769,rap,2
8769,pop/r&b,2
5894,electronic,1
765,rock,1
702,folk/country,1
336,rock,1
429,rock,2
429,experimental,2
5578,jazz,2
5578,pop/r&b,2
7743,rock,1
6092,,0
2886,rap,1
954,rock,1
1386,rock,1
5893,folk/country,1
4573,rock,1
8906,jazz,2
8906,experimental,2
436,rock,2
436,electronic,2
11782,rock,1
2221,electronic,1
7512,folk/country,1
548,folk/country,1
2039,,0
5514,rap,1
4863,,0
4152,rap,2
4152,jazz,2
2293,rock,1
8526,,0
4497,electronic,1
5572,rock,1
1545,jazz,1
2544,,0
8524,rock,1
426,pop/r&b,2
426,electronic,2
7153,rock,1
7740,pop/r&b,2
7740,electronic,2
1756,pop/r&b,2
1756,folk/country,2
5892,experimental,1
7741,rock,1
7739,rock,1
4958,,0
2253,rock,2
2253,experimental,2
5544,rock,2
5544,experimental,2
8686,folk/country,1
4343,rock,1
7963,electronic,1
3279,rock,2
3279,electronic,2
7737,rap,1
5571,electronic,1
5866,rock,1
6532,rock,2
6532,experimental,2
8197,rock,1
2242,rock,1
4572,rock,2
4572,experimental,2
8513,rock,1
1755,rap,1
8491,rock,2
8491,electronic,2
6189,rock,2
6189,pop/r&b,2
8139,rock,2
8139,metal,2
5889,rock,1
797,electronic,1
614,metal,1
99,pop/r&b,1
11727,rock,2
11727,electronic,2
5977,rock,1
8255,electronic,1
6463,rock,1
5888,rock,1
7450,electronic,1
5569,experimental,1
11703,rock,2
11703,electronic,2
6162,rock,1
5568,rap,1
4744,rock,1
203,folk/country,1
5272,rock,2
5272,experimental,2
2189,electronic,1
2542,electronic,1
2541,,0
1457,rock,2
1457,electronic,2
4150,rock,2
4150,electronic,2
6356,,0
8523,rock,1
4765,rock,2
4765,experimental,2
7734,electronic,1
5073,rock,1
5169,jazz,1
1754,rock,2
1754,electronic,2
5567,rock,1
2989,,0
378,rock,1
8767,rap,1
8522,,0
2038,,0
3288,rock,2
3288,electronic,2
2452,rock,1
1753,electronic,1
3089,rock,2
3089,pop/r&b,2
7938,rock,2
7938,electronic,2
4149,electronic,1
8254,rock,1
8023,,0
1021,rock,1
953,rock,1
8826,rock,2
8826,experimental,2
6908,experimental,1
1101,rap,3
1101,pop/r&b,3
1101,metal,3
2540,rap,1
2692,rock,3
2692,jazz,3
2692,electronic,3
2901,rock,1
3633,rap,1
4571,rap,1
6536,,0
2136,electronic,1
1752,rock,1
4660,rock,1
1518,rap,1
1765,rock,2
1765,electronic,2
5808,rock,1
5833,electronic,1
2899,rock,1
2539,metal,1
8521,jazz,2
8521,pop/r&b,2
7733,rock,1
5887,rock,1
4889,rock,1
4570,,0
11817,,0
1100,rock,1
1969,,0
2898,rock,1
8253,rap,2
8253,pop/r&b,2
11813,rock,1
425,electronic,1
7659,rock,1
6911,,0
11869,rock,1
5528,rock,1
424,rock,1
370,,0
1750,experimental,1
5319,rock,1
11864,rock,1
8572,rock,1
8251,jazz,1
4569,electronic,1
2431,rock,1
5983,,0
8249,electronic,1
8609,rock,2
8609,experimental,2
8956,rock,2
8956,electronic,2
5455,rock,1
3174,rock,1
5260,rock,2
5260,electronic,2
3862,rock,1
423,rock,2
423,experimental,2
6907,experimental,1
7091,rock,1
7008,electronic,1
2037,,0
6906,rap,1
11800,rock,1
421,rock,2
421,experimental,2
5263,electronic,1
7249,rock,1
422,,0
5209,rock,1
2742,rock,1
8358,jazz,2
8358,electronic,2
3440,metal,1
2135,electronic,1
8248,,0
6258,rock,2
6258,electronic,2
6437,rock,1
420,rock,2
420,electronic,2
5886,rock,1
3961,rock,2
3961,experimental,2
3287,jazz,2
3287,experimental,2
6014,rock,2
6014,experimental,2
5847,rock,2
5847,electronic,2
81,electronic,1
11744,rock,2
11744,electronic,2
2698,rock,3
2698,experimental,3
2698,electronic,3
7732,jazz,1
8766,rock,2
8766,folk/country,2
11763,rock,2
11763,experimental,2
6905,electronic,1
4342,rock,1
7730,rock,1
6144,rock,1
2975,rock,1
3974,,0
1580,rock,2
1580,electronic,2
3972,rock,1
2470,,0
1748,rock,1
5471,rock,1
8403,rock,1
8765,,0
5566,electronic,1
11741,rock,1
5565,rock,1
419,pop/r&b,1
7587,rock,2
7587,experimental,2
3826,rock,2
3826,electronic,2
5999,rock,1
5239,rock,1
5546,pop/r&b,1
7502,rock,2
7502,experimental,2
6904,electronic,1
1099,,0
1353,electronic,1
8211,rock,1
1746,pop/r&b,1
4227,experimental,1
11775,rock,2
11775,electronic,2
1243,rock,1
4957,pop/r&b,1
6527,pop/r&b,1
7709,electronic,1
6022,rock,1
3971,,0
7024,electronic,1
8763,rock,1
2036,,0
1296,rock,2
1296,electronic,2
2897,folk/country,1
1745,pop/r&b,2
1745,electronic,2
2719,rock,1
6534,rock,1
5564,electronic,1
417,electronic,1
3283,rock,4
3283,jazz,4
3283,pop/r&b,4
3283,experimental,4
8052,,0
367,electronic,1
4567,,0
3613,rock,1
41,rock,1
4678,rock,1
917,pop/r&b,1
7727,rock,1
4870,,0
1743,electronic,1
2537,rock,2
2537,metal,2
2534,rock,1
4566,rap,1
7425,folk/country,1
1742,rock,2
1742,experimental,2
3282,electronic,1
5563,rock,2
5563,experimental,2
4712,rock,1
2896,rock,1
1272,rock,2
1272,experimental,2
11853,electronic,1
1540,rock,1
5961,rock,1
2031,,0
2035,,0
1097,rock,1
7540,rock,1
2895,global,1
1098,rock,2
1098,global,2
1741,rock,2
1741,electronic,2
5885,rock,1
2028,,0
6902,rap,1
3281,rock,2
3281,pop/r&b,2
2016,,0
2533,rap,2
2533,jazz,2
416,electronic,1
3278,rock,2
3278,electronic,2
6761,electronic,1
5561,electronic,1
2758,rap,1
6531,rock,3
6531,experimental,3
6531,electronic,3
2531,rock,2
2531,electronic,2
7724,metal,1
7725,rock,1
6049,rock,1
3598,rock,1
1992,,0
2530,rap,2
2530,metal,2
8519,rock,1
3102,electronic,1
11759,rock,1
2528,rock,1
2879,rock,1
3876,,0
3072,rock,1
5786,rock,1
4956,rap,1
8558,rock,1
2349,electronic,1
685,rock,1
3085,rock,1
3173,rock,1
7480,rock,1
1093,rock,1
7722,folk/country,1
8871,rock,1
1736,rock,1
6091,rap,2
6091,pop/r&b,2
2220,electronic,1
4341,rap,1
4426,rock,2
4426,electronic,2
7200,experimental,1
4180,rap,1
1502,rock,1
7367,experimental,1
8463,electronic,1
4219,rap,1
8032,,0
6530,electronic,1
1092,rap,1
6337,electronic,1
8245,rock,3
8245,experimental,3
8245,electronic,3
409,rock,2
409,electronic,2
5560,jazz,2
5560,metal,2
5551,electronic,1
6698,rock,1
2027,,0
4955,electronic,1
5884,rock,2
5884,experimental,2
7956,rock,1
8380,rock,2
8380,experimental,2
3729,rock,1
4954,,0
1360,rock,1
7181,rock,1
2130,jazz,2
2130,electronic,2
1623,rock,1
7072,rock,1
411,electronic,1
7369,rap,1
1733,rock,2
1733,experimental,2
8704,rock,1
3539,rap,2
3539,pop/r&b,2
40,rock,1
8243,rock,2
8243,electronic,2
5330,,0
1091,experimental,1
1731,pop/r&b,2
1731,electronic,2
7721,rock,1
3630,experimental,1
8378,rock,2
8378,experimental,2
6901,rap,1
4634,rock,2
4634,electronic,2
8641,rock,1
1730,rock,2
1730,electronic,2
749,,0
2526,rock,2
2526,electronic,2
3597,rock,1
11850,rock,2
11850,electronic,2
6529,rock,1
6888,rap,1
6742,rock,2
6742,metal,2
5378,rock,1
6409,rock,1
1729,,0
8242,rap,2
8242,pop/r&b,2
316,pop/r&b,1
5559,,0
7718,rock,2
7718,electronic,2
401,rock,1
713,rock,1
6900,rock,1
4338,rock,2
4338,electronic,2
3970,rap,1
4339,rock,2
4339,electronic,2
2277,rock,1
756,rock,1
6336,electronic,1
6204,electronic,1
6353,rock,2
6353,electronic,2
5277,rock,2
5277,electronic,2
3968,rock,1
6751,rock,1
7720,rock,2
7720,experimental,2
1090,rock,1
4953,rap,2
4953,pop/r&b,2
1727,rock,1
1385,rock,1
5557,rock,1
8518,rock,1
1687,rock,2
1687,experimental,2
7538,rock,1
3629,rock,1
6419,rock,2
6419,experimental,2
8218,electronic,1
1725,rock,1
11810,rock,1
342,rap,1
8517,,0
4415,jazz,2
4415,electronic,2
1089,electronic,1
8505,rock,1
6528,rock,1
66,rap,1
11770,electronic,1
4562,rock,2
4562,electronic,2
573,electronic,1
5555,rock,2
5555,experimental,2
8146,rock,1
1088,,0
656,rock,1
2026,,0
7114,rock,1
5173,,0
664,jazz,2
664,experimental,2
3531,rock,1
1087,rap,1
7887,,0
326,,0
5486,electronic,1
410,rock,2
410,experimental,2
7717,rock,2
7717,electronic,2
7463,rock,1
1724,rock,2
1724,electronic,2
2400,rock,1
1059,rock,1
4148,electronic,1
8762,folk/country,1
4453,rock,1
2200,jazz,1
5718,rock,1
2025,,0
8374,rock,1
1086,electronic,1
5152,experimental,1
5883,rap,1
4147,rap,1
3482,,0
6090,electronic,1
7715,rock,2
7715,electronic,2
5882,rock,1
1062,rock,1
3626,rock,1
3276,rock,1
4740,rock,2
4740,electronic,2
2524,rock,2
2524,metal,2
4071,electronic,1
7620,rock,2
7620,experimental,2
6842,rock,1
855,rock,2
855,experimental,2
8788,rap,1
4629,rock,1
7501,rock,2
7501,experimental,2
11691,rock,2
11691,metal,2
2232,rock,1
11764,rap,1
8623,rock,1
6388,rock,2
6388,electronic,2
1083,pop/r&b,1
95,rock,2
95,electronic,2
5554,rock,2
5554,metal,2
8760,folk/country,1
2340,rock,1
8896,rock,1
2522,rock,2
2522,electronic,2
6899,,0
633,rock,1
1081,rock,2
1081,electronic,2
8846,rock,1
1079,rock,2
1079,electronic,2
11791,rap,1
1721,folk/country,1
3271,rock,1
1078,rock,1
7714,,0
1720,,0
408,rock,2
408,electronic,2
5840,rock,2
5840,metal,2
1076,rock,1
11868,rock,1
1588,,0
4952,rap,1
8742,rock,2
8742,experimental,2
3258,experimental,1
403,rock,1
8238,rock,2
8238,electronic,2
2820,rock,1
1336,rock,1
1071,electronic,1
1413,electronic,1
2889,metal,1
5547,rock,1
6889,rock,1
7701,,0
6087,electronic,1
7422,rock,2
7422,experimental,2
5732,rock,2
5732,experimental,2
1067,rap,1
777,rock,1
8123,,0
3620,rock,1
11796,rap,2
11796,pop/r&b,2
6681,rock,1
3270,electronic,1
6027,electronic,1
677,rock,1
7380,rock,1
398,rock,1
2519,rock,2
2519,electronic,2
7164,,0
5145,rock,1
11805,rock,1
6525,pop/r&b,1
8506,,0
6802,rock,1
7707,folk/country,1
5878,,0
1073,rock,1
5531,rock,1
8235,metal,1
880,rock,1
7473,electronic,1
2517,rap,1
7712,rap,1
8514,rap,1
4146,rap,1
8021,rock,1
2513,rock,2
2513,experimental,2
7595,,0
1074,jazz,2
1074,experimental,2
4125,folk/country,1
2235,electronic,1
405,,0
2893,electronic,1
6464,,0
5170,folk/country,1
4949,rock,1
4561,rock,2
4561,electronic,2
7699,rock,1
11778,experimental,1
1377,rock,1
5846,rock,2
5846,electronic,2
406,,0
4943,jazz,1
4770,rock,1
6693,rock,2
6693,electronic,2
11790,experimental,2
11790,electronic,2
2814,rock,1
8929,jazz,2
8929,experimental,2
4554,electronic,1
6523,rock,3
6523,experimental,3
6523,electronic,3
6897,pop/r&b,1
2782,electronic,1
6616,rock,2
6616,experimental,2
2239,rock,1
7255,rock,1
2019,,0
6396,rock,2
6396,electronic,2
4327,rock,1
6522,electronic,1
519,rock,1
771,rock,2
771,electronic,2
4908,rock,1
5035,rock,1
8214,rock,1
7556,rock,1
5969,rock,2
5969,experimental,2
8029,rock,1
4280,rock,2
4280,experimental,2
4814,electronic,1
2504,rap,2
2504,electronic,2
259,rock,1
2753,rock,1
2466,rock,3
2466,experimental,3
2466,electronic,3
6081,rock,3
6081,pop/r&b,3
6081,electronic,3
4948,,0
8232,rock,1
2508,rock,1
11756,rock,2
11756,experimental,2
8377,rock,1
1719,pop/r&b,3
1719,folk/country,3
1719,electronic,3
654,,0
2892,rock,2
2892,experimental,2
6450,electronic,1
4337,rap,2
4337,metal,2
7702,experimental,2
7702,electronic,2
5080,rock,2
5080,electronic,2
947,electronic,1
407,rock,2
407,electronic,2
1711,rock,4
1711,global,4
1711,experimental,4
1711,electronic,4
8758,rap,2
8758,electronic,2
3609,rock,1
4838,,0
5879,rock,2
5879,jazz,2
5876,rock,2
5876,rap,2
8863,rock,1
1484,electronic,1
3595,rock,1
4714,pop/r&b,1
3532,rock,2
3532,electronic,2
966,jazz,2
966,experimental,2
1712,rock,1
5549,rock,3
5549,experimental,3
5549,electronic,3
4558,rock,1
8236,,0
8234,jazz,2
8234,electronic,2
1468,electronic,1
8857,rock,1
1065,rock,1
7711,rap,1
3833,jazz,1
2521,rock,2
2521,metal,2
6800,folk/country,1
8862,,0
7697,,0
6898,rock,1
4946,folk/country,1
7704,rock,1
2516,pop/r&b,1
7703,rock,2
7703,metal,2
4115,rock,1
1068,rap,1
5540,rock,1
2024,,0
1066,rap,1
6694,rock,2
6694,electronic,2
4336,rock,1
7471,rock,2
7471,electronic,2
8152,electronic,1
1718,,0
8605,rock,2
8605,experimental,2
3100,electronic,1
8109,metal,3
8109,experimental,3
8109,electronic,3
932,rock,2
932,experimental,2
6521,folk/country,1
3265,rock,1
3966,global,1
5541,rap,1
8230,rock,1
4556,rock,2
4556,electronic,2
3261,rock,1
1270,rock,2
1270,experimental,2
560,rock,1
2023,,0
1717,metal,1
4555,rock,1
5877,rock,1
4335,rock,1
8593,rock,1
7698,rock,1
974,rock,1
4425,rock,2
4425,electronic,2
3259,electronic,1
1375,folk/country,1
4334,rock,1
4944,jazz,2
4944,experimental,2
2701,rock,1
4647,rock,2
4647,electronic,2
3624,electronic,1
746,rock,2
746,experimental,2
114,rock,1
4945,rap,1
6370,electronic,1
2971,rock,1
1562,rock,2
1562,experimental,2
7467,rock,1
2479,rock,1
4194,jazz,1
2890,rock,2
2890,electronic,2
6082,rock,1
1715,pop/r&b,1
8822,rock,2
8822,experimental,2
6892,,0
6987,rock,1
2507,rock,3
2507,pop/r&b,3
2507,folk/country,3
1716,,0
8196,rock,1
8923,jazz,2
8923,experimental,2
7510,folk/country,1
4104,pop/r&b,2
4104,folk/country,2
6084,electronic,1
5100,rock,1
7600,rock,1
3623,rock,1
3032,experimental,1
3625,rock,2
3625,electronic,2
7156,rock,2
7156,metal,2
8446,rock,1
3264,rock,2
3264,experimental,2
5835,electronic,1
8326,electronic,1
6392,experimental,1
4203,rock,1
3611,electronic,1
5032,rock,1
8037,rock,1
7210,,0
6182,pop/r&b,1
6848,experimental,2
6848,electronic,2
2505,rock,1
3263,electronic,1
8509,rock,1
6830,rock,1
3262,electronic,1
1713,rock,2
1713,electronic,2
11793,rock,2
11793,electronic,2
1211,,0
5841,rap,2
5841,pop/r&b,2
7646,rock,1
6729,rock,1
2162,rock,2
2162,electronic,2
8886,rock,1
6260,rock,1
5251,electronic,1
7564,rock,1
7401,experimental,1
6126,folk/country,1
5202,rock,1
5854,rock,1
7375,electronic,1
3069,rock,1
1989,,0
1520,folk/country,2
1520,electronic,2
717,rock,1
3391,rap,1
8388,rock,1
3500,rock,1
2737,rock,2
2737,electronic,2
7705,,0
3583,rock,4
3583,pop/r&b,4
3583,jazz,4
3583,experimental,4
2224,rock,1
1302,,0
8071,rock,1
5550,electronic,1
2690,rock,2
2690,electronic,2
3612,rock,1
2832,jazz,2
2832,experimental,2
1504,rock,1
5712,rock,1
156,rock,1
6960,,0
6355,,0
7974,jazz,1
4443,rap,1
2451,rock,1
6237,rock,1
3510,rock,2
3510,electronic,2
8728,experimental,1
2764,electronic,1
2345,rap,1
8670,rock,2
8670,rap,2
4928,electronic,1
6524,rock,2
6524,experimental,2
3554,,0
4559,rock,1
2486,rock,2
2486,electronic,2
3857,rock,1
4389,,0
2821,rock,1
5178,rock,1
3496,rap,2
3496,electronic,2
7577,metal,2
7577,experimental,2
7176,folk/country,1
1499,rock,1
7483,rock,1
5403,rock,1
6163,rock,2
6163,electronic,2
5117,rock,1
3530,rock,1
4525,electronic,1
5149,rock,2
5149,electronic,2
3740,rock,1
2652,rock,2
2652,experimental,2
2260,rock,2
2260,metal,2
5380,folk/country,1
6255,rock,1
2679,pop/r&b,2
2679,electronic,2
1384,rock,1
5543,rock,2
5543,experimental,2
4822,rock,2
4822,metal,2
8584,rock,2
8584,pop/r&b,2
1321,rock,1
5162,folk/country,1
7144,rock,1
150,experimental,1
2214,rock,2
2214,metal,2
524,rock,3
524,experimental,3
524,electronic,3
6088,rap,1
1495,rock,1
909,rock,2
909,experimental,2
575,rock,1
4670,rock,1
8893,,0
5844,rock,2
5844,electronic,2
3872,rock,2
3872,folk/country,2
3534,rock,2
3534,electronic,2
5367,rock,1
824,rock,1
3160,rock,1
190,rock,2
190,experimental,2
396,rock,1
354,electronic,1
7636,,0
5218,rock,2
5218,experimental,2
2013,,0
4701,metal,1
5385,rock,1
201,folk/country,1
6599,rock,2
6599,electronic,2
2754,rock,1
5250,metal,1
1585,electronic,1
15,rock,2
15,rap,2
2000,,0
8739,rock,1
6879,rock,1
8818,rock,2
8818,electronic,2
11753,,0
79,electronic,1
3014,electronic,1
4077,rock,1
8490,rock,2
8490,electronic,2
4707,rock,1
6520,experimental,1
6804,rock,1
11826,rock,1
6124,global,2
6124,electronic,2
6994,,0
2477,rock,1
151,experimental,1
547,folk/country,1
3052,rock,1
7937,rock,2
7937,electronic,2
134,electronic,1
801,rock,2
801,experimental,2
3544,rock,2
3544,experimental,2
2503,rock,3
2503,jazz,3
2503,metal,3
769,rock,1
6734,rock,1
294,rock,1
1308,rock,1
7676,rock,1
5498,rock,1
1990,,0
8097,rock,2
8097,electronic,2
8335,rock,2
8335,experimental,2
8397,,0
8106,rock,1
661,electronic,1
1254,pop/r&b,1
8823,rock,2
8823,experimental,2
4044,electronic,1
2946,folk/country,1
1548,electronic,1
4317,rock,2
4317,electronic,2
2160,experimental,1
2733,rock,2
2733,electronic,2
1239,rock,1
4912,electronic,1
6346,rock,1
1988,,0
2656,rock,1
2684,rock,1
2407,rock,1
8933,electronic,1
3703,rock,1
3699,folk/country,1
5246,experimental,1
3491,,0
2864,,0
7180,rock,1
4798,rock,2
4798,experimental,2
6186,rock,2
6186,metal,2
7700,pop/r&b,1
2687,rock,2
2687,electronic,2
7143,rock,1
8237,electronic,1
8516,folk/country,1
5865,rock,1
4844,rock,1
8759,rock,1
1978,,0
6297,rock,1
810,rock,1
4059,,0
576,experimental,1
3130,rock,1
6446,pop/r&b,2
6446,experimental,2
3913,,0
7706,metal,1
7710,folk/country,1
967,jazz,2
967,experimental,2
2240,rock,1
1689,rap,2
1689,pop/r&b,2
4950,rock,1
4267,rock,2
4267,metal,2
1391,electronic,1
1408,experimental,1
7918,electronic,1
11799,rock,1
8737,rock,1
90,rap,1
167,rock,2
167,experimental,2
217,rock,1
7071,rock,1
2711,rock,2
2711,metal,2
1565,rap,1
7345,rock,1
5788,rock,1
1058,rock,1
1456,rock,2
1456,electronic,2
4309,rock,1
6482,rap,1
5079,rock,2
5079,electronic,2
8642,rock,2
8642,electronic,2
5006,rock,2
5006,electronic,2
7976,rap,1
5778,rock,2
5778,metal,2
4122,rock,2
4122,experimental,2
4222,rock,1
3505,rock,2
3505,electronic,2
1955,,0
5388,rock,1
7545,electronic,1
8858,,0
6449,electronic,1
7042,rock,2
7042,experimental,2
3925,rock,2
3925,metal,2
8848,jazz,1
6374,electronic,1
3417,rock,1
715,rock,1
8710,rock,1
5772,rock,1
347,rock,2
347,electronic,2
8459,pop/r&b,1
828,rock,1
267,rock,3
267,metal,3
267,experimental,3
6796,electronic,1
7528,,0
3166,electronic,1
2945,folk/country,1
6246,jazz,1
2122,,0
7500,rock,2
7500,experimental,2
8510,pop/r&b,1
8099,rock,2
8099,metal,2
5949,rock,1
6959,rock,1
2008,,0
6150,rock,1
3083,rock,1
7346,rock,1
6968,rock,2
6968,electronic,2
3542,rock,1
4323,rock,1
5508,rock,2
5508,metal,2
5520,rock,1
11823,rock,1
4310,rap,2
4310,metal,2
8888,rock,1
2949,rock,2
2949,electronic,2
8841,rock,2
8841,experimental,2
6415,rock,2
6415,experimental,2
8602,folk/country,1
8678,rock,1
4080,rock,2
4080,electronic,2
5463,electronic,1
2834,rock,1
8344,rock,1
5192,rap,1
7569,rock,2
7569,experimental,2
2124,,0
5513,rap,1
2749,metal,2
2749,electronic,2
364,electronic,1
8215,rock,1
766,rock,1
4736,rock,1
2713,rap,1
7002,rock,1
3796,experimental,1
5031,,0
3747,rock,1
1051,rock,1
4195,jazz,1
6326,rock,1
5428,rock,2
5428,electronic,2
3561,pop/r&b,2
3561,electronic,2
757,rock,4
757,metal,4
757,experimental,4
757,electronic,4
726,rock,2
726,electronic,2
3853,rock,1
7757,rock,1
545,rock,1
6722,electronic,1
3228,rock,1
8391,rock,2
8391,experimental,2
7309,electronic,1
1685,rock,2
1685,experimental,2
7987,rock,2
7987,experimental,2
6188,rock,2
6188,pop/r&b,2
7613,jazz,1
4615,rock,1
7674,rock,2
7674,experimental,2
6175,rock,1
4846,rock,1
8049,,0
5381,rock,1
2321,electronic,1
7321,rock,1
3845,jazz,2
3845,electronic,2
1494,rock,1
7029,electronic,1
227,electronic,1
1388,electronic,1
8864,rock,1
5837,electronic,1
4515,,0
8729,experimental,1
1861,,0
6,electronic,1
2875,rock,2
2875,electronic,2
4282,rock,2
4282,experimental,2
2386,jazz,2
2386,electronic,2
5334,rap,1
2745,rock,2
2745,experimental,2
2450,rock,2
2450,metal,2
5256,rap,2
5256,metal,2
7408,rock,1
1619,rock,1
3476,pop/r&b,1
56,electronic,1
5077,rock,2
5077,electronic,2
1698,rock,2
1698,metal,2
11661,rock,2
11661,electronic,2
674,rock,1
11689,,0
6985,,0
322,rock,2
322,electronic,2
2175,,0
5435,rock,2
5435,electronic,2
3494,rock,1
7017,,0
4090,rock,2
4090,electronic,2
8652,rock,1
1363,rock,2
1363,metal,2
4424,rock,2
4424,electronic,2
5817,rock,2
5817,experimental,2
8170,pop/r&b,1
1268,rock,2
1268,experimental,2
7441,jazz,1
11858,electronic,1
179,rock,1
4060,experimental,1
5744,rock,2
5744,experimental,2
795,folk/country,1
2252,rock,2
2252,experimental,2
389,rap,1
1026,rock,1
1553,electronic,1
6143,rock,1
7934,rock,1
3079,,0
8579,rock,1
7319,rap,1
11697,rock,1
3732,rock,1
5997,rock,2
5997,experimental,2
7301,,0
7278,rock,1
8551,rock,1
2241,rock,1
3908,rock,1
6177,rock,1
5497,,0
8056,electronic,1
306,rock,2
306,electronic,2
5477,jazz,2
5477,electronic,2
5507,electronic,1
2424,rock,1
3843,rock,1
6170,rap,2
6170,electronic,2
2839,rock,1
5525,experimental,2
5525,electronic,2
3911,rock,1
4626,experimental,1
4265,rock,2
4265,metal,2
6378,rock,1
4862,,0
8493,electronic,1
8876,global,2
8876,electronic,2
3926,rock,2
3926,electronic,2
741,pop/r&b,1
3463,rock,2
3463,electronic,2
2734,rock,2
2734,electronic,2
6265,rock,1
8660,rock,2
8660,electronic,2
103,experimental,1
5023,rock,2
5023,experimental,2
2330,rock,1
1455,rock,2
1455,electronic,2
4762,electronic,1
1918,,0
11851,rock,1
6078,rock,2
6078,electronic,2
5290,rock,1
6803,rock,1
7333,,0
3248,jazz,2
3248,electronic,2
6731,rock,1
3140,rock,2
3140,experimental,2
7612,,0
7359,rock,1
3068,,0
3202,rock,1
7150,rock,1
96,rock,1
826,electronic,1
300,rock,1
4441,rock,1
1125,rock,1
5956,rock,2
5956,electronic,2
8046,rock,1
1210,,0
1245,electronic,1
7444,rock,1
7516,,0
4175,,0
6860,pop/r&b,2
6860,electronic,2
5150,experimental,1
320,electronic,1
4274,experimental,1
2441,rock,1
2150,,0
5458,electronic,1
11760,rock,1
3045,rap,2
3045,pop/r&b,2
4786,rock,1
63,rock,1
3874,,0
4680,rock,2
4680,folk/country,2
1397,rock,2
1397,experimental,2
1911,,0
16,rock,2
16,rap,2
1288,rock,2
1288,electronic,2
4106,folk/country,1
1621,,0
3736,rock,2
3736,pop/r&b,2
5825,pop/r&b,1
6513,,0
5815,rock,2
5815,metal,2
2783,electronic,1
4373,rap,3
4373,experimental,3
4373,electronic,3
7561,rock,1
4722,experimental,1
7639,experimental,1
4235,,0
1866,,0
7903,rock,1
5050,,0
3144,rock,2
3144,jazz,2
7624,rock,2
7624,electronic,2
7457,,0
6359,electronic,1
603,rap,1
4070,rock,2
4070,electronic,2
7036,metal,1
1230,rock,1
5262,electronic,1
2740,rock,1
2387,rap,3
2387,jazz,3
2387,electronic,3
3793,electronic,1
5245,experimental,1
86,rock,1
1314,rock,1
4687,rock,1
6671,rock,1
208,rap,2
208,electronic,2
7923,electronic,1
898,rock,1
1031,rap,3
1031,jazz,3
1031,electronic,3
2364,rap,3
2364,jazz,3
2364,electronic,3
6963,rock,1
5132,pop/r&b,1
2305,folk/country,1
541,electronic,1
6360,rock,1
3731,rock,1
4696,,0
5318,rock,1
7990,rock,1
950,,0
2647,rock,1
7638,electronic,1
2459,rock,1
19,rock,2
19,experimental,2
7930,electronic,1
8585,rock,1
1366,rock,1
2380,pop/r&b,1
4867,rock,3
4867,global,3
4867,electronic,3
3447,rock,3
3447,metal,3
3447,experimental,3
5324,rock,2
5324,metal,2
6847,,0
874,folk/country,1
7628,experimental,1
8327,rock,1
7101,jazz,1
693,pop/r&b,1
840,pop/r&b,2
840,electronic,2
8202,,0
533,rock,1
2456,electronic,1
7102,rock,1
3387,rock,1
6432,rock,2
6432,electronic,2
3837,rock,2
3837,experimental,2
5242,experimental,1
4739,rock,2
4739,electronic,2
5076,rock,1
11847,electronic,1
6816,rock,1
8096,,0
6732,rock,1
5697,rock,1
4726,jazz,2
4726,electronic,2
8412,rock,1
3525,rock,2
3525,electronic,2
6279,rock,1
7314,electronic,1
6695,rock,2
6695,electronic,2
1251,rock,1
3154,rock,2
3154,experimental,2
390,,0
2140,rock,2
2140,metal,2
952,rock,1
6281,rock,2
6281,electronic,2
8193,rock,1
4754,electronic,1
6689,,0
8920,,0
1299,,0
4083,rock,1
6357,pop/r&b,1
1670,rock,1
8925,jazz,2
8925,experimental,2
7475,electronic,1
5229,rock,1
7557,electronic,1
284,rock,2
284,jazz,2
6832,rap,1
7296,rock,2
7296,metal,2
2369,electronic,1
1340,rock,1
8501,rock,1
1380,jazz,2
1380,metal,2
2266,rock,1
7118,jazz,2
7118,experimental,2
3465,,0
2420,rock,1
4853,,0
8695,rock,2
8695,experimental,2
4069,rock,1
7218,electronic,1
3773,rock,1
1948,,0
6164,pop/r&b,2
6164,electronic,2
3028,electronic,1
8838,rock,1
5693,rock,2
5693,electronic,2
6627,,0
8439,electronic,1
6244,global,1
6632,rock,2
6632,metal,2
1424,,0
7041,rock,2
7041,experimental,2
4257,rock,1
5267,rock,2
5267,experimental,2
8697,rock,1
3498,rap,2
3498,electronic,2
187,,0
7376,rock,1
8723,electronic,1
977,,0
698,folk/country,1
5996,rock,1
6059,rock,2
6059,electronic,2
5942,rock,1
1474,rock,1
3020,electronic,1
1334,electronic,1
1426,pop/r&b,1
7187,rock,2
7187,metal,2
7285,rock,1
5522,rock,2
5522,electronic,2
3015,rock,1
5710,rap,1
7551,rock,1
6788,rock,1
6819,rock,1
7478,electronic,1
1933,,0
6679,rock,1
833,electronic,1
4697,global,1
8887,rock,1
307,rock,2
307,electronic,2
4521,rock,1
3619,rap,1
3217,,0
6697,rock,1
5093,pop/r&b,1
5485,electronic,1
6183,pop/r&b,1
4769,rock,1
2209,,0
6206,rock,1
5834,electronic,1
2523,electronic,1
4079,metal,1
8142,,0
5210,rock,1
1838,,0
3024,electronic,1
1295,rock,2
