artist,title,neg,neu,pos,compound
pop levi,the return to form black majick party,0.06,0.81,0.13,0.9951
bracken,we know about the need,0.073,0.867,0.061,-0.7227
jackwacker,...things from inside your body,0.08,0.807,0.113,0.9497
menomena,friend and foe,0.07,0.8109999999999999,0.119,0.9914
david vandervelde,the moonstation house band,0.103,0.775,0.122,0.9291
dark meat,universal indians,0.08,0.7959999999999999,0.124,0.9603
exploding star orchestra,we are all from somewhere else,0.006,0.935,0.058,0.9775
joe lally,there to here,0.057,0.812,0.131,0.992
"boris, michio kurihara",rainbow,0.054000000000000006,0.807,0.139,0.9939
america,here & now,0.067,0.795,0.138,0.9958
the aquarium,the aquarium,0.021,0.843,0.136,0.9948
blake miller,together with cats,0.084,0.7659999999999999,0.149,0.9924
psychic ills,early violence,0.121,0.838,0.041,-0.9866
various artists,how low can you go?,0.058,0.825,0.118,0.9959
the earlies,the enemy chorus,0.066,0.858,0.076,0.377
gruppo di improvvisazione nuova consonanza,azioni,0.059,0.7829999999999999,0.159,0.9974
vietnam,vietnam,0.039,0.8420000000000001,0.119,0.9947
ciara,the evolution,0.064,0.78,0.156,0.9961
"the good, the bad & the queen","the good, the bad & the queen",0.151,0.738,0.111,-0.9931
gang starr,mass appeal: the best of gang starr,0.061,0.7829999999999999,0.156,0.9972
charlemagne palestine and tony conrad,an aural symbiotic mystery,0.043,0.8079999999999999,0.149,0.9976
m. craft,silver & fire,0.047,0.8240000000000001,0.129,0.995
paul brill,harpooner,0.051,0.882,0.067,0.5434
the long blondes,someone to drive you home,0.063,0.789,0.149,0.9964
various artists,kitsun maison 3,0.044,0.8270000000000001,0.129,0.9963
ponytail,kamehameha,0.115,0.733,0.152,0.9744
yabby you,deliver me from my enemies,0.064,0.838,0.097,0.981
nina simone,remixed and reimagined,0.071,0.7909999999999999,0.13699999999999998,0.9829
matthew herbert,100 lbs,0.045,0.8690000000000001,0.086,0.9788
arab strap,ten years of tears,0.113,0.731,0.156,0.9904
silkworm,chokes! ep,0.065,0.799,0.136,0.9958
miho hatori,ecdysis,0.043,0.873,0.084,0.9787
starless & bible black,starless & bible black,0.016,0.8420000000000001,0.14300000000000002,0.9959
fennesz,endless summer,0.044,0.818,0.13699999999999998,0.9976
matisyahu,no place to be,0.053,0.868,0.079,0.9167
pas/cal,dear sir ep,0.037000000000000005,0.805,0.158,0.9954
jeremy enigk,world waits,0.032,0.841,0.127,0.9937
flying lotus,1983,0.087,0.794,0.119,0.9621
sally shapiro,disco romance,0.064,0.8220000000000001,0.114,0.9949
various artists,dynamite! dancehall style,0.051,0.8320000000000001,0.117,0.9944
paul wirkus,dformation professionnelle,0.033,0.875,0.092,0.9713
pinebender,working nine to wolf,0.076,0.77,0.155,0.9831
two ton boa,parasiticide,0.16,0.738,0.102,-0.9835
neko case,"live from austin, tx: austin city limits",0.052000000000000005,0.855,0.092,0.9811
xiu xiu,creepshow,0.092,0.8270000000000001,0.08,-0.8014
lullatone,plays pajama pop pour vous,0.018000000000000002,0.8,0.183,0.9968
the manhattan love suicides,the manhattan love suicides,0.14300000000000002,0.787,0.069,-0.987
matt & kim,matt and kim,0.051,0.8140000000000001,0.134,0.9899
julie doiron,julie doiron and the wooden stars,0.03,0.8,0.17,0.9903
dusty springfield,complete a and b sides 1963-1970,0.039,0.7959999999999999,0.166,0.9994
maja ratkje,adventura anatomica,0.02,0.866,0.114,0.9912
seekers who are lovers,you are the pride of your street ep,0.05,0.865,0.085,0.924
matt valentine and erika elder,green blues,0.036000000000000004,0.8640000000000001,0.1,0.9919
the silent years,the silent years,0.075,0.78,0.145,0.9902
mos def,true magic,0.111,0.805,0.085,-0.9622
frightened rabbit,sing the greys,0.145,0.721,0.134,-0.1701
solar anus,skull alcoholic: the complete solar anus,0.098,0.825,0.077,-0.8919
tara jane o'neil,in circles,0.038,0.8029999999999999,0.16,0.9917
jackie mittoo,wishbone,0.043,0.787,0.17,0.9988
gruff rhys,candylion,0.093,0.777,0.129,0.9716
black devil disco club,28 later,0.08800000000000001,0.795,0.117,0.9529
julie sokolow,something about violins,0.063,0.843,0.094,0.9313
simon joyner & the fallen men,skeleton blues,0.112,0.772,0.116,-0.5218
plastic little,she's mature,0.099,0.735,0.166,0.9961
opeth,ghost reveries [special edition],0.11,0.805,0.085,-0.9834
ktl,ktl,0.08800000000000001,0.845,0.067,-0.8420000000000001
ramblin' jack elliott,i stand alone,0.067,0.807,0.127,0.9898
iv thieves,if we can't escape my pretty,0.114,0.809,0.077,-0.9718
the jet age,breathless,0.0,0.857,0.14300000000000002,0.9969
nas,hip hop is dead,0.106,0.804,0.08900000000000001,-0.9869
josef k,entomology,0.063,0.8109999999999999,0.126,0.9963
aloe blacc,shine through,0.048,0.852,0.1,0.9722
tiga,sexor,0.047,0.8240000000000001,0.129,0.9887
clint mansell,the fountain ost,0.081,0.753,0.16699999999999998,0.9964
ghostface killah,more fish,0.096,0.8059999999999999,0.098,0.7254
girls aloud,the sound of girls aloud,0.078,0.718,0.204,0.9993
mahogany,connectivity!,0.051,0.7509999999999999,0.197,0.998
horse feathers,words are dead,0.075,0.813,0.112,0.9724
hem,funnel cloud,0.081,0.7490000000000001,0.17,0.9943
vince guaraldi,a charlie brown christmas,0.098,0.745,0.156,0.9949
oh no,exodus into unheard rhythms,0.085,0.768,0.146,0.9953
converge,no heroes,0.133,0.76,0.107,-0.9621
giddy motors,do easy,0.094,0.794,0.112,0.8082
london sinfonietta,warp works & twentieth century masters,0.052000000000000005,0.8640000000000001,0.084,0.9738
the wrens,silver,0.091,0.821,0.08800000000000001,0.6159
babyshambles,the blinding ep,0.076,0.7959999999999999,0.129,0.9854
arthur russell,springfield,0.041,0.901,0.057,0.8042
jan jelinek,tierbeobachtungen,0.035,0.892,0.073,0.9578
melvins,(a) senile animal,0.046,0.857,0.097,0.9765
sonic youth,the destroyed room: b-sides and rarities,0.059,0.7859999999999999,0.156,0.9963
jeezy,the inspiration,0.106,0.7709999999999999,0.122,0.9581
the gothic archies,the tragic treasury: songs from a series of unfortunate events,0.117,0.736,0.147,0.979
polysics,now is the time!,0.056,0.8640000000000001,0.08,0.9348
ocrilim,anoint,0.065,0.868,0.067,-0.0328
tristeza, en nuestro desafo,0.048,0.861,0.09,0.9834
john fahey,sea changes & coelacanths: a young persons guide to john fahey,0.05,0.8079999999999999,0.14300000000000002,0.9978
foo fighters,skin and bones,0.097,0.7340000000000001,0.16899999999999998,0.9956
various artists,fast food nation ost,0.054000000000000006,0.8029999999999999,0.14300000000000002,0.9962
schneider tm,skoda mluvit,0.041,0.8320000000000001,0.127,0.9958
gwen stefani,the sweet escape,0.081,0.782,0.13699999999999998,0.9945
bob wills and his texas playboys,legends of country music,0.045,0.861,0.093,0.9913
the twilight sad,the twilight sad ep,0.136,0.7390000000000001,0.124,-0.8302
white magic,dat rosa mel apibus,0.068,0.77,0.162,0.9942
dirty faces,get right with god,0.181,0.731,0.08800000000000001,-0.9939
"neil young, crazy horse",live at the fillmore east,0.08800000000000001,0.8059999999999999,0.106,0.9424
lee hazlewood,cake or death,0.094,0.7609999999999999,0.145,0.9933
prurient,pleasure ground,0.099,0.745,0.155,0.9836
indian jewelry,invasive exotics,0.043,0.841,0.116,0.9932
mixel pixel,music for plants,0.079,0.789,0.132,0.9806
the doors,perception,0.07,0.818,0.113,0.9959
various artists,music from the o.c. mix 6: covering our tracks,0.08199999999999999,0.7959999999999999,0.122,0.9875
math and physics club,math and physics club,0.095,0.722,0.183,0.9932
songs of green pheasant,aerial days,0.048,0.84,0.112,0.9915
les georges leningrad,sangue puro,0.125,0.7809999999999999,0.094,-0.9033
air,latenighttales,0.024,0.8909999999999999,0.086,0.9906
the knife,the knife,0.037000000000000005,0.8140000000000001,0.149,0.9978
brakes,the beatific visions,0.08800000000000001,0.772,0.14,0.9837
bad brains,live at cbgb 1982,0.103,0.8029999999999999,0.094,-0.3684
robert lippok,robot,0.044,0.856,0.1,0.9261
oasis,stop the clocks,0.068,0.741,0.191,0.9981
robyn,the rakamonie ep,0.07,0.7929999999999999,0.136,0.9936
my my,songs for the gentle,0.031,0.82,0.149,0.9988
the usa is a monster,sunset at the end of the industrial age,0.095,0.797,0.107,0.9261
norfolk & western,the unsung colony,0.048,0.89,0.061,0.6914
the beatles,love,0.049,0.754,0.196,0.9995
depeche mode,the best of vol. 1,0.08,0.807,0.113,0.9929
corrina repp,the absent and the distant,0.113,0.784,0.103,-0.9109
fe-mail,northern stains,0.031,0.846,0.123,0.9919
shout out out out out,not saying/just saying,0.155,0.773,0.073,-0.9922
u2,18 singles,0.059,0.795,0.145,0.9966
isis,in the absence of truth,0.027000000000000003,0.8390000000000001,0.134,0.9983
pattern is movement,stowaway,0.051,0.8270000000000001,0.122,0.9953
ensemble,ensemble,0.057,0.802,0.141,0.9927
cale parks,illuminated manuscript,0.04,0.8079999999999999,0.153,0.9958
hello saferide,introducing...,0.079,0.767,0.154,0.9974
tom waits,"orphans: brawlers, bawlers & bastards",0.073,0.799,0.128,0.9956
2pac,pac's life,0.06,0.815,0.125,0.994
max richter,songs from before,0.025,0.828,0.147,0.9985
benot pioulard,prcis,0.056,0.8140000000000001,0.13,0.9887
clipse,hell hath no fury,0.113,0.78,0.107,-0.3605
the walker brothers,everything under the sun,0.063,0.841,0.097,0.9938
the brother kite,waiting for the time to be right,0.057,0.7979999999999999,0.145,0.9933
kidz in the hall,school was my hustle,0.08,0.7440000000000001,0.17600000000000002,0.9975
summer hymns,backward masks,0.117,0.763,0.12,-0.3
swan lake,beast moans,0.086,0.772,0.142,0.9935
damien rice,9,0.101,0.8029999999999999,0.096,-0.8119
various artists,roots of rumba rock: congo classics 1953-1955,0.053,0.821,0.126,0.9931
lithops,mound magnet,0.083,0.778,0.139,0.9813
pernice brothers,live a little,0.061,0.851,0.08800000000000001,0.9669
sufjan stevens,songs for christmas,0.036000000000000004,0.778,0.18600000000000005,0.9989
snoop dogg,tha blue carpet treatment,0.048,0.8009999999999999,0.151,0.998
+/-,let's build a fire,0.113,0.794,0.093,-0.875
william basinski,variations for piano and tape,0.053,0.889,0.058,0.3547
the isles,perfumed lands,0.16,0.718,0.123,-0.9741
pit er pat,pyramids,0.058,0.7879999999999999,0.154,0.9946
the clash,the singles,0.021,0.8640000000000001,0.115,0.9974
jay z,kingdom come,0.08199999999999999,0.79,0.128,0.9959
the drones,gala mill,0.099,0.7929999999999999,0.108,0.8894
fields,7 from the village ep,0.052000000000000005,0.847,0.101,0.9641
mogwai,zidane: a 21st century portrait ost,0.098,0.768,0.134,0.9819
karen dalton,in my own time,0.061,0.716,0.223,0.9993
mudsuckers,mudsuckers,0.047,0.91,0.044,-0.4839
under byen,samme stof som stof,0.051,0.821,0.128,0.9949
danava,danava,0.038,0.856,0.106,0.9912
jarvis cocker,jarvis,0.097,0.7490000000000001,0.154,0.9951
rock plaza central,are we not horses?,0.091,0.794,0.115,0.9686
r. keenan lawler,music for the bluegrass states,0.06,0.8440000000000001,0.096,0.9472
tussle,telescope mind,0.038,0.868,0.094,0.9538
+/-,let's build a fire [taiwan],0.098,0.802,0.101,-0.4853
...and you will know us by the trail of dead,so divided,0.132,0.748,0.12,-0.7618
merle haggard,hag: the best of merle haggard,0.071,0.804,0.125,0.993
devastations,coal,0.155,0.711,0.134,-0.9565
slumber party,musik,0.063,0.815,0.122,0.9882
whitey,the light at the end of the tunnel is a train,0.08199999999999999,0.8170000000000001,0.1,0.9465
the game,doctor's advocate,0.08900000000000001,0.807,0.104,0.9219
pj harvey,the peel sessions: 1991-2004,0.033,0.8740000000000001,0.093,0.991
various artists,journey into paradise: the larry levan story,0.046,0.794,0.16,0.9974
manyfingers,our worn shadow,0.066,0.8240000000000001,0.11,0.9818
the prids,...until the world is beautiful,0.043,0.7879999999999999,0.16899999999999998,0.9958
joanna newsom,ys,0.08800000000000001,0.755,0.156,0.9956
johnny cash,at san quentin [legacy edition],0.111,0.7809999999999999,0.108,0.4064
annuals,be he me,0.055,0.826,0.119,0.9841
johnny and the moon,johnny and the moon,0.071,0.8170000000000001,0.112,0.9721
so percussion,amid the noise,0.03,0.911,0.059,0.9154
various artists,"the complete motown singles, vol. 5: 1965",0.061,0.764,0.175,0.9994
michael mayer,immer 2,0.073,0.8079999999999999,0.119,0.9928
the places,songs for creeps,0.08800000000000001,0.7709999999999999,0.141,0.9817
sparta,threes,0.055,0.8220000000000001,0.122,0.9843
electric six,switzerland,0.17,0.723,0.107,-0.9865
various artists,plague songs,0.07200000000000001,0.8079999999999999,0.12,0.9918
isobel campbell,milkwhite sheets,0.054000000000000006,0.845,0.1,0.9902
jhann jhannsson,ibm 1401 - a user's manual,0.046,0.884,0.07,0.8428
nikki sudden,the truth doesn't matter,0.083,0.81,0.107,0.9306
ad astra per aspera,catapult calypso,0.108,0.8270000000000001,0.066,-0.9668
destroyer,we'll build them a golden bridge,0.066,0.855,0.079,0.7027
various artists,serious times,0.1,0.767,0.132,0.9883
the skygreen leopards,disciples of california,0.048,0.86,0.092,0.9797
micah p. hinson,micah p. hinson and the opera circuit,0.028,0.828,0.14400000000000002,0.9969
damon mcmahon,mansions,0.029,0.835,0.136,0.9963
the evens,get evens,0.077,0.759,0.16399999999999998,0.9965
willie nelson,songbird,0.1,0.758,0.142,0.9911
jean-claude vannier,l'enfant assasin des mouches,0.057,0.8420000000000001,0.101,0.9888
spanky wilson & the quantic soul orchestra,i'm thankful,0.069,0.8009999999999999,0.13,0.9899
takka takka,we feel safer at night,0.061,0.7909999999999999,0.14800000000000002,0.9856
pavement,wowee zowee: sordid sentinels edition,0.048,0.772,0.18,0.9991
various artists,the harry smith project,0.054000000000000006,0.835,0.112,0.9952
peter and the wolf,lightness,0.041,0.764,0.195,0.9988
cee-lo green,closet freak: the best of cee-lo green the soul machine,0.096,0.76,0.14400000000000002,0.9955
this american life,stories of hope and fear,0.077,0.804,0.119,0.9869
luomo,paper tigers,0.058,0.8,0.141,0.9977
moby,go: the very best of moby,0.069,0.8190000000000001,0.111,0.9874
swan island,the centre will hold,0.101,0.8320000000000001,0.067,-0.9547
o'death,head home,0.086,0.7909999999999999,0.123,0.975
georgia anne muldrow,olesi: fragments of an earth,0.06,0.8420000000000001,0.098,0.9686
the who,endless wire,0.076,0.805,0.119,0.99
the exploding hearts,shattered,0.127,0.7490000000000001,0.123,-0.0468
damien jurado,and now that i'm in your shadow,0.117,0.789,0.093,-0.9072
n0 things,trees,0.09,0.797,0.112,0.9075
dj mehdi,lucky boy,0.085,0.792,0.124,0.8024
lady sovereign,public warning!,0.103,0.795,0.102,0.7976
squarepusher,hello everything,0.022,0.884,0.095,0.9908
thunderbirds are now!,make history,0.056,0.767,0.177,0.9971
christopher willits,surf boundaries,0.028,0.861,0.111,0.9934
favourite sons,down beside your beauty,0.062,0.768,0.17,0.9977
sunn o))) & boris,altar,0.07,0.823,0.106,0.9692
various artists,marie antoinette ost,0.062,0.825,0.113,0.9974
lucero,"rebels, rogues & sworn brothers",0.08,0.782,0.13699999999999998,0.9919
the horrors,we are the horrors ep,0.139,0.81,0.051,-0.9935
outputmessage,nebulae,0.099,0.7609999999999999,0.14,0.9834
animal collective,hollinndagain,0.099,0.794,0.107,0.2709
various artists,the record shop: 30 years of rough trade shops,0.048,0.828,0.124,0.9981
skullflower,tribulation,0.091,0.7929999999999999,0.116,0.9339
plan b,who needs actions when you got words,0.15,0.757,0.093,-0.9951
angela desveaux,wandering eyes,0.05,0.825,0.125,0.9875
nellie mckay,pretty little head,0.068,0.8109999999999999,0.122,0.9933
clark,body riddle,0.101,0.774,0.125,0.9584
frida hyvnen,until death comes,0.08199999999999999,0.743,0.175,0.9965
niobe,white hats,0.019,0.851,0.129,0.9962
ben kweller,ben kweller,0.1,0.757,0.14300000000000002,0.9589
various production,the world is gone,0.094,0.7929999999999999,0.112,0.9702
tony conrad,joan of arc,0.056,0.8340000000000001,0.11,0.9801
the blow,paper television,0.062,0.8590000000000001,0.079,0.9248
hanne hukkelberg,rykestrasse 68,0.075,0.815,0.11,0.9542
hi-tek,hi-teknology 2: the chip,0.06,0.7759999999999999,0.165,0.9969
lindstrm,it's a feedelity affair,0.035,0.913,0.053,0.774
various artists,american hardcore: the history of american punk rock 1980-1986,0.132,0.77,0.098,-0.9907
bert jansch,the black swan,0.056,0.7440000000000001,0.201,0.999
"james blackshaw, jack rose, peter walker, sharron kraus, shawn david mcmillen",a raga for peter walker,0.064,0.795,0.14,0.9964
the battles,tomorrow's eager hands,0.104,0.813,0.083,-0.9062
the walkmen,pussy cats,0.066,0.792,0.14300000000000002,0.9982
working for a nuclear free city,working for a nuclear free city,0.051,0.8079999999999999,0.141,0.9843
various artists,eccentric soul: mighty mike lenaburg,0.028,0.899,0.073,0.9696
bobby bare jr.,the longest meow,0.08199999999999999,0.807,0.111,0.9327
justice,waters of nazareth,0.138,0.7509999999999999,0.111,-0.9332
bright eyes,noise floor,0.061,0.7809999999999999,0.157,0.9976
various artists,what it is!,0.063,0.826,0.111,0.9951
tom moulton,a tom moulton mix,0.04,0.7979999999999999,0.162,0.9978
young knives,voices of animals and men,0.058,0.818,0.124,0.9847
the curtains,calamity,0.066,0.8320000000000001,0.101,0.9498
lcd soundsystem,45:33,0.07200000000000001,0.818,0.11,0.9875
portastatic,be still please,0.042,0.8029999999999999,0.155,0.9927
flying canyon,flying canyon,0.065,0.82,0.115,0.9942
dosh,the lost take,0.051,0.7929999999999999,0.156,0.9979
the nice boys,the nice boys,0.08900000000000001,0.738,0.173,0.989
clinic,visitations,0.045,0.921,0.033,-0.8859999999999999
cold war kids,robbers and cowards,0.087,0.8109999999999999,0.102,0.6435
doubled yellow swans,global clone,0.055,0.8370000000000001,0.108,0.9784
alan singley & pants machine,lovingkindness,0.008,0.878,0.114,0.9785
nicolay,here,0.055,0.807,0.138,0.9945
peter bjorn and john,writer's block,0.078,0.7609999999999999,0.161,0.9966
badly drawn boy,born in the u.k.,0.084,0.848,0.068,-0.9131
viva voce,get yr blood sucked out,0.097,0.7559999999999999,0.147,0.9759
joseph arthur,nuclear daydream,0.053,0.8370000000000001,0.11,0.9924
envy,insomniac doze,0.102,0.8079999999999999,0.08900000000000001,-0.8047
goldfrapp,we are glitter,0.094,0.777,0.128,0.9827
malajube,trompe-l'oeil,0.061,0.816,0.123,0.9903
lake of dracula,skeletal remains,0.046,0.843,0.111,0.9853
born ruffians,born ruffians,0.046,0.8740000000000001,0.08,0.959
rafter,10 songs,0.055,0.847,0.098,0.8917
tim hecker,harmony in ultraviolet,0.061,0.784,0.155,0.9968
klaxons,xan valleys ep,0.09,0.807,0.103,0.8654
120 days,120 days,0.035,0.8370000000000001,0.127,0.9948
boduf songs,lion devours the sun,0.108,0.7290000000000001,0.163,0.9724
darkel,darkel,0.027000000000000003,0.823,0.149,0.9947
chavez,better days will haunt you,0.048,0.8079999999999999,0.145,0.9979
oxford collapse,remember the night parties,0.063,0.78,0.157,0.9974
robbie basho,venus in cancer,0.07400000000000001,0.813,0.114,0.943
the mooney suzuki,the maximum black ep,0.131,0.748,0.122,-0.6362
judah johnson,be where i be,0.064,0.813,0.123,0.9831
albert hammond jr.,yours to keep,0.067,0.813,0.12,0.9885
robert pollard,normal happiness,0.062,0.799,0.139,0.9892
phon,the orm,0.077,0.8109999999999999,0.112,0.9753
sunburned hand of the man,the mylar tantrum,0.081,0.8029999999999999,0.117,0.9508
tim buckley,the best of tim buckley,0.044,0.778,0.179,0.9992
beach house,beach house,0.068,0.7979999999999999,0.134,0.9908
trentemller,the last resort,0.065,0.82,0.115,0.9954
aberdeen,what do i wish for now? (singles & extras 1994-2004),0.039,0.79,0.171,0.9978
the low lows,fire on the bright sky,0.118,0.7709999999999999,0.111,0.4564
easy star all-stars,radiodread,0.071,0.723,0.206,0.9991
easy star all-stars,radiodread,0.071,0.723,0.206,0.9991
easy star all-stars,radiodread,0.071,0.723,0.206,0.9991
easy star all-stars,radiodread,0.071,0.723,0.206,0.9991
various artists,the dfa remixes: chapter two,0.041,0.7909999999999999,0.168,0.9984
various artists,the dfa remixes: chapter two,0.041,0.7909999999999999,0.168,0.9984
various artists,the dfa remixes: chapter two,0.041,0.7909999999999999,0.168,0.9984
various artists,the dfa remixes: chapter two,0.041,0.7909999999999999,0.168,0.9984
the blood brothers,young machetes,0.052000000000000005,0.83,0.117,0.9932
the blood brothers,young machetes,0.052000000000000005,0.83,0.117,0.9932
the blood brothers,young machetes,0.052000000000000005,0.83,0.117,0.9932
the blood brothers,young machetes,0.052000000000000005,0.83,0.117,0.9932
xasthur,subliminal genocide,0.102,0.767,0.131,0.9792
xasthur,subliminal genocide,0.102,0.767,0.131,0.9792
xasthur,subliminal genocide,0.102,0.767,0.131,0.9792
xasthur,subliminal genocide,0.102,0.767,0.131,0.9792
robyn hitchcock & the venus 3,ol! tarantula,0.065,0.7879999999999999,0.147,0.991
chin up chin up,this harness can't ride anything,0.031,0.7979999999999999,0.171,0.9976
wovenhand,mosaic,0.039,0.826,0.135,0.9962
califone,roots and crowns,0.07200000000000001,0.7879999999999999,0.14,0.9908
various artists,chrome children,0.055,0.785,0.16,0.9978
lou reed,coney island baby,0.09,0.758,0.152,0.9955
what made milwaukee famous,trying to never catch up,0.069,0.826,0.105,0.9419
okkervil river,overboard & down ep,0.141,0.72,0.139,-0.9317
pet shop boys,popart: the hits,0.029,0.8059999999999999,0.165,0.9994
ho-ag,the word from pluto,0.064,0.8170000000000001,0.118,0.9823
susanna and the magical orchestra,melody mountain ,0.028,0.866,0.107,0.9937
awesome color,awesome color,0.077,0.728,0.195,0.9961
the killers,sam's town,0.115,0.743,0.142,0.9662
subtle,for hero: for fool,0.047,0.8490000000000001,0.104,0.9924
rhythm & sound,see mi yah remixes,0.056,0.82,0.124,0.9967
lisa germano,in the maybe world,0.073,0.805,0.123,0.9715
teddybears,soft machine,0.065,0.7859999999999999,0.14800000000000002,0.9938
beck,the information,0.127,0.764,0.109,-0.9704
various artists,yeti #4,0.025,0.872,0.103,0.9934
noxagt,noxagt,0.027000000000000003,0.865,0.108,0.9877
as tall as lions,as tall as lions,0.055,0.784,0.162,0.9906
kaki king,...until we felt red,0.106,0.821,0.07200000000000001,-0.9606
the decemberists,the crane wife,0.098,0.753,0.149,0.9941
sean lennon,friendly fire,0.094,0.747,0.16,0.9926
nina nastasia,on leaving,0.099,0.772,0.129,0.9388
jeffrey lewis & the jitters,city & eastern songs,0.097,0.8240000000000001,0.08,-0.9278
canada,this cursed house,0.091,0.79,0.119,0.8685
the hold steady,boys and girls in america,0.064,0.8390000000000001,0.097,0.9859
ludacris,release therapy,0.168,0.711,0.121,-0.9894
mansun,legacy: the best of mansun,0.073,0.818,0.109,0.9587
silversun pickups,carnavas,0.095,0.773,0.133,0.9311
jet,shine on,0.0,0.0,0.0,0.0
the byrds,there is a season,0.031,0.804,0.165,0.9997
the dears,gang of losers,0.125,0.733,0.142,0.8575
hell on wheels,the odd church,0.09,0.7340000000000001,0.17600000000000002,0.9933
the changes,today is tonight,0.087,0.8190000000000001,0.094,0.6157
wzt hearts,heat chief,0.07200000000000001,0.8690000000000001,0.059,-0.0664
mercury rev,the essential mercury rev: stillness breathes 1991-2006,0.048,0.838,0.114,0.9967
the lemonheads,the lemonheads,0.038,0.8340000000000001,0.127,0.9975
the fix,at the speed of twisted thought,0.092,0.823,0.085,-0.8655
ike yard,1980-82 collected,0.053,0.8690000000000001,0.079,0.9673
marble valley,wild yams,0.092,0.799,0.109,0.6054
four tet,remixes,0.039,0.802,0.159,0.9978
sparklehorse,dreamt for light years in the belly of a mountain,0.119,0.7440000000000001,0.136,0.7978
radio citizen,berlin serengeti,0.051,0.858,0.091,0.9782
various artists,the kids at the club,0.065,0.735,0.2,0.9982
jucifer,if thine enemy hunger,0.057,0.85,0.093,0.9463
my morning jacket,okonokos,0.07200000000000001,0.828,0.101,0.9833
the polyphonic spree,wait ep,0.04,0.774,0.18600000000000005,0.9979
various artists,the rough guide to planet rock,0.049,0.838,0.113,0.9976
dani siciliano,slappers,0.024,0.883,0.092,0.9424
paul schneider,forever debts,0.033,0.8270000000000001,0.139,0.9942
seor coconut,el gran baile,0.047,0.8490000000000001,0.103,0.9873
scissor sisters,ta-dah!,0.064,0.813,0.123,0.9875
akron/family,meek warrior,0.091,0.775,0.134,0.9889
now it's overhead,dark light daybreak,0.034,0.862,0.104,0.9912
the black neon,arts & crafts,0.039,0.858,0.103,0.9787
alexi murdoch,time without consequence,0.065,0.7559999999999999,0.179,0.997
jane's addiction,up from the catacombs: the best of jane's addiction,0.095,0.8320000000000001,0.073,-0.9459
art of noise,and what have you done with my body god?,0.062,0.835,0.103,0.983
the sleepy jackson,"personality: one was a spider, one was a bird",0.084,0.772,0.14300000000000002,0.9856
sol seppy,the bells of 1 2,0.02,0.774,0.206,0.9984
the album leaf,into the blue again,0.037000000000000005,0.846,0.117,0.9924
lupe fiasco,food & liquor,0.111,0.733,0.156,0.9952
wolf eyes,human animal,0.087,0.8059999999999999,0.107,0.8867
candy bars,on cutting ti-gers in half and understanding narravation,0.16699999999999998,0.7809999999999999,0.052000000000000005,-0.9932
"acid mothers temple, the melting paraiso u.f.o.",have you seen the other side of the sky?,0.046,0.878,0.076,0.939
spencer dickinson,the man who lives for love,0.092,0.753,0.155,0.9819
mastodon,blood mountain,0.031,0.8690000000000001,0.1,0.9952
missy elliott,respect m.e.,0.063,0.809,0.128,0.9943
bound stems,appreciation night,0.035,0.802,0.163,0.9964
dr. dog,takers and leavers ep,0.07200000000000001,0.748,0.18,0.9944
gosling,here is...,0.064,0.8440000000000001,0.092,0.856
dj shadow,the outsider,0.101,0.7829999999999999,0.116,0.9259
emily haines & the soft skeleton,knives don't have your back,0.142,0.74,0.118,-0.9586
brazilian girls,talk to la bomb,0.079,0.742,0.18,0.998
channels,waiting for the next end of the world,0.021,0.8809999999999999,0.098,0.991
the big sleep,son of the tiger,0.029,0.813,0.159,0.9931
bonnie prince billy,the letting go,0.058,0.792,0.15,0.9913
the hidden cameras,awoo,0.092,0.828,0.08,-0.6593
christina carter,electrice,0.02,0.929,0.051,0.9359
eric matthews,foundation sounds,0.073,0.794,0.133,0.9882
scanners,violence is golden,0.097,0.752,0.151,0.9681
r.e.m.,and i feel fine,0.058,0.797,0.145,0.9983
various artists,total 7,0.07200000000000001,0.813,0.115,0.9719
the whitest boy alive,dreams,0.085,0.763,0.152,0.9953
catfish haven,tell me,0.025,0.8640000000000001,0.111,0.9817
charlotte gainsbourg,5:55,0.036000000000000004,0.858,0.106,0.99
fujiya & miyagi,transparent things,0.061,0.841,0.098,0.9893
xiu xiu,the air force,0.102,0.7829999999999999,0.115,0.8819
richard buckner,meadow,0.037000000000000005,0.8809999999999999,0.083,0.9687
uzeda,stella,0.058,0.88,0.061,-0.0026
daughters,hell songs,0.093,0.8,0.107,0.805
justin timberlake,futuresex / lovesounds,0.083,0.7390000000000001,0.17800000000000002,0.9966
magnolia electric co.,fading trails,0.041,0.821,0.138,0.998
the capitol years,dance away the terror,0.097,0.779,0.124,0.956
hella,acoustics,0.037000000000000005,0.883,0.079,0.9743
peeping tom,peeping tom,0.083,0.773,0.14400000000000002,0.9927
the rapture,pieces of the people we love,0.086,0.8029999999999999,0.111,0.9566
the mars volta,amputechture,0.085,0.802,0.113,0.9676
tap tap,lanzafame,0.058,0.797,0.145,0.9971
pony up!,make love to the judges with your eyes,0.078,0.7609999999999999,0.16,0.994
adem,love & other planets,0.026,0.7929999999999999,0.181,0.9962
yo la tengo,i am not afraid of you and i will beat your ass,0.055,0.7829999999999999,0.162,0.998
the black keys,magic potion,0.087,0.7979999999999999,0.114,0.9644
roman candle,the wee hours revue,0.044,0.83,0.127,0.9948
arthur russell,another thought,0.041,0.815,0.14400000000000002,0.9978
