artist,title,neg,neu,pos,compound
motion sickness of time travel,motion sickness of time travel,0.028,0.862,0.11,0.9928
ramona falls,prophet,0.041,0.868,0.091,0.9785
roomrunner,super vague ep,0.115,0.754,0.131,0.8331
my bloody valentine,isn't anything,0.063,0.797,0.14,0.9995
royal headache,royal headache,0.052000000000000005,0.794,0.154,0.9967
"geoff barrow, ben salisbury",drokk: music inspired by mega-city one,0.086,0.785,0.129,0.9846
craft spells,gallery ep,0.064,0.782,0.154,0.9969
"david daniell, douglas mccombs",versions,0.012,0.889,0.099,0.9846
off!,off!,0.114,0.7809999999999999,0.105,-0.9432
sleep,dopesmoker,0.07200000000000001,0.833,0.095,0.9909
here we go magic,a different ship,0.07400000000000001,0.741,0.185,0.9975
acephalix,deathless master,0.097,0.809,0.094,-0.7197
white fence,family perfume vol. 1,0.037000000000000005,0.8859999999999999,0.077,0.9693
lone,galaxy garden,0.054000000000000006,0.7929999999999999,0.153,0.9989
moss icon,complete discography,0.054000000000000006,0.841,0.104,0.9967
the electronic anthology project,the electronic anthology project of dinosaur jr.,0.07400000000000001,0.774,0.152,0.9973
jk flesh,posthuman,0.133,0.782,0.085,-0.9777
felix,oh holy molar,0.073,0.799,0.127,0.9826
swans,we rose from your bed with the sun in our head,0.058,0.843,0.1,0.9914
cornershop,urban turban,0.048,0.823,0.129,0.9965
ps i love you,death dreams,0.155,0.684,0.161,-0.6341
s. carey,hoyas ep,0.053,0.799,0.14800000000000002,0.997
lazer sword,memory,0.04,0.925,0.035,-0.2407
damon albarn,dr dee,0.08,0.815,0.105,0.9822
girl unit,club rez ep,0.061,0.8540000000000001,0.086,0.9745
the cribs,in the belly of the brazen bull,0.07200000000000001,0.7979999999999999,0.131,0.9958
horseback,half blood,0.096,0.8440000000000001,0.06,-0.9854
dave aju,heirlooms,0.032,0.8690000000000001,0.098,0.991
"ty segall, white fence",hair,0.049,0.8590000000000001,0.092,0.9809
electric guest,mondo,0.106,0.809,0.085,-0.9476
lee hazlewood,"the lhi years: nudes, singles & backsides (1968-1971)",0.057,0.828,0.116,0.9928
marina and the diamonds,electra heart,0.12,0.753,0.126,0.9235
led er est,the diver,0.084,0.7959999999999999,0.12,0.9811
kindness,"world, you need a change of mind",0.051,0.8109999999999999,0.138,0.9968
cfcf,exercises ep,0.03,0.883,0.086,0.9824
fela kuti,live in detroit 1986,0.062,0.8079999999999999,0.13,0.9948
filastine,loot,0.059,0.7929999999999999,0.14800000000000002,0.9986
wolfbrigade,damned,0.104,0.777,0.118,0.8320000000000001
santigold,master of my make-believe,0.084,0.816,0.1,0.8485
the brian jonestown massacre,aufheben,0.042,0.857,0.101,0.9944
yellow ostrich,strange land,0.07200000000000001,0.823,0.105,0.9739
miguel,"art dealer chic, vols. 1-3",0.067,0.8270000000000001,0.106,0.9912
the primitives,echoes and rhymes,0.028,0.8590000000000001,0.114,0.9968
lower dens,nootropics,0.064,0.813,0.123,0.9903
cleaners from venus,reissues,0.063,0.826,0.111,0.9945
dean blunt and inga copeland,black is beautiful,0.084,0.7809999999999999,0.135,0.9913
cold specks,i predict a graceful expulsion,0.078,0.8290000000000001,0.092,0.7677
gravenhurst,the ghost in daylight,0.067,0.799,0.134,0.9946
bright eyes,fevers and mirrors [vinyl reissue],0.092,0.7829999999999999,0.124,0.9983
kwes,meantime ep,0.013,0.8240000000000001,0.163,0.9961
light asylum,light asylum,0.104,0.759,0.13699999999999998,0.9929
le1f,dark york,0.053,0.8240000000000001,0.123,0.9894
trouble books,concatenating fields,0.076,0.757,0.168,0.9971
"billy bragg, wilco",mermaid avenue: the complete sessions,0.065,0.813,0.122,0.9967
kool a.d.,51,0.056,0.79,0.154,0.999
future,pluto,0.064,0.8270000000000001,0.109,0.9915
miles kane,first of my kind ep,0.067,0.812,0.12,0.9935
mohn,mohn,0.058,0.833,0.108,0.9924
actress,r.i.p.,0.036000000000000004,0.853,0.111,0.9885
alunageorge,you know you like it ep,0.073,0.813,0.114,0.9755
hiss golden messenger,poor moon,0.106,0.748,0.146,0.9945
secrets of the moon,seven bells,0.094,0.7879999999999999,0.118,0.9679
nuojuva,valot kaukaa,0.036000000000000004,0.853,0.111,0.9946
daughn gibson,all hell,0.142,0.733,0.125,-0.9044
screaming females,ugly,0.136,0.764,0.1,-0.9915
black breath,sentenced to life,0.101,0.785,0.114,0.9471
horse feathers,cynic's new year,0.077,0.823,0.1,0.9401
dylan ettinger,lifetime of romance,0.069,0.7979999999999999,0.133,0.9872
death grips,the money store,0.134,0.769,0.097,-0.9866
toro y moi,june 2009,0.07200000000000001,0.768,0.16,0.9981
brendan benson,what kind of world,0.117,0.7559999999999999,0.126,0.3227
struck by lightning,true predation,0.08199999999999999,0.8340000000000001,0.084,-0.1434
volcano the bear,golden rhythm/ink music,0.032,0.8859999999999999,0.081,0.9591
jack white,blunderbuss,0.111,0.737,0.152,0.9959
torche,harmonicraft,0.023,0.887,0.09,0.9871
suckers,candy salad,0.084,0.785,0.13,0.9844
the dandy warhols,this machine,0.053,0.831,0.116,0.9938
traxman,da mind of traxman,0.042,0.8640000000000001,0.094,0.9825
the flaming lips,the flaming lips and heady fwends,0.055,0.8420000000000001,0.103,0.9959
opeth,blackwater park [legacy edition],0.07,0.787,0.14300000000000002,0.9977
xxxy,everything ep,0.071,0.779,0.15,0.997
james blackshaw,"love is the plan, the plan is death",0.052000000000000005,0.831,0.117,0.9951
diamond rugs,diamond rugs,0.059,0.762,0.17800000000000002,0.9993
rustie,essential mix,0.045,0.8270000000000001,0.128,0.9987
stalley,savage journey to the american dream,0.081,0.7959999999999999,0.123,0.9847
grinderman,2 rmx,0.1,0.7809999999999999,0.119,0.9695
anhedonist,netherwards,0.198,0.667,0.135,-0.9929
"amps for christ, woods",woods / amps for christ,0.043,0.875,0.08199999999999999,0.9609
"the congos, sun araw, m. geddes gengras",icon give thank,0.036000000000000004,0.84,0.123,0.997
rufus wainwright,out of the game,0.058,0.831,0.111,0.9825
e-40,"the block brochure: welcome to the soil 1, 2, & 3",0.091,0.773,0.135,0.992
lissy trullie,lissy trullie,0.047,0.83,0.123,0.9804
dog shredder,brass tactics ep,0.112,0.725,0.163,0.9936
battles,dross glop,0.062,0.823,0.115,0.9929
la sera,sees the light,0.044,0.8,0.156,0.9954
allo darlin',europe,0.071,0.772,0.157,0.9976
molly nilsson,history,0.083,0.8109999999999999,0.106,0.9335
young prisms,in between,0.064,0.7979999999999999,0.138,0.9925
spiritualized,sweet heart sweet light,0.076,0.755,0.16899999999999998,0.999
"moonface, siinai",with siinai: heartbreaking bravery,0.085,0.77,0.14400000000000002,0.9945
king felix,spring ep,0.033,0.916,0.051,0.752
boldy james,"consignment: favor for a favor, the redi-rock mixtape",0.061,0.821,0.118,0.9917
lushlife,plateau vision,0.036000000000000004,0.8440000000000001,0.119,0.9926
black dice,mr. impossible,0.102,0.7440000000000001,0.154,0.9906
elite gymnastics,ruin 3,0.054000000000000006,0.8240000000000001,0.123,0.9937
grouper,violet replacement,0.079,0.7979999999999999,0.123,0.9849
dawn richard,armor on ep,0.084,0.762,0.153,0.9957
120 days,120 days ii,0.038,0.831,0.132,0.9957
florence and the machine,mtv unplugged,0.077,0.794,0.13,0.9963
chief keef,back from the dead,0.13699999999999998,0.797,0.066,-0.9958
vijay iyer trio,accelerando,0.03,0.852,0.118,0.9939
conan,monnos,0.121,0.7929999999999999,0.085,-0.9842
oberhofer,time capsules ii,0.068,0.8109999999999999,0.121,0.9875
quakers,quakers,0.08,0.7979999999999999,0.123,0.9946
split cranium,split cranium,0.037000000000000005,0.8640000000000001,0.099,0.9874
circle of ouroborus,the lost entrance of the just,0.06,0.845,0.095,0.9876
sandy bull & the rhythm ace,live 1976,0.027000000000000003,0.887,0.086,0.9884
big baby gandhi,no1 2 look up 2,0.099,0.779,0.121,0.9816
m. ward,a wasteland companion,0.079,0.8270000000000001,0.094,0.9022
grand duchy,let the people speak,0.092,0.789,0.118,0.9707
fat trel,nightmare on e street,0.066,0.773,0.161,0.9978
chains of love,strange grey days,0.094,0.755,0.152,0.9891
mac demarco,rock and roll night club ep,0.063,0.816,0.121,0.9925
alabama shakes,boys & girls,0.066,0.852,0.08199999999999999,0.9382
ooooo,our love is hurting us ep,0.055,0.7929999999999999,0.152,0.9982
various artists,"harmony, melody and style: lovers rock and rare groove in the uk",0.045,0.78,0.174,0.9993
inverloch,dusk | subside,0.083,0.825,0.092,0.8334
magic bullets,much ado about ep,0.066,0.8170000000000001,0.118,0.9873
nicki minaj,pink friday: roman reloaded,0.097,0.785,0.118,0.9812
high on fire,de vermis mysteriis,0.07400000000000001,0.807,0.119,0.9912
rusko,songs,0.102,0.7929999999999999,0.105,0.6890000000000001
janka nabay and the bubu gang,an letah,0.061,0.857,0.08199999999999999,0.8656
addison groove,transistor rhythm,0.08900000000000001,0.82,0.091,-0.6565
graham coxon,a+e,0.049,0.856,0.095,0.9886
bear in heaven,"i love you, it's cool",0.064,0.774,0.161,0.9992
clark,iradelphic,0.05,0.8740000000000001,0.076,0.9776
vattnet viskar,vattnet viskar,0.033,0.871,0.096,0.9908
ryan power,i don't want to die,0.051,0.81,0.139,0.9967
orbital,wonky,0.061,0.831,0.108,0.991
firehose,lowflows: the columbia anthology ('91-'93),0.048,0.85,0.102,0.9969
anas mitchell,young man in america,0.054000000000000006,0.8190000000000001,0.127,0.9959
great lake swimmers,new wild everywhere,0.068,0.8029999999999999,0.129,0.9903
breton,other peoples problems,0.156,0.7859999999999999,0.058,-0.9986
chromatics,kill for love,0.095,0.757,0.14800000000000002,0.9962
black mountain,year zero ost,0.034,0.826,0.14,0.9976
robert pollard,mouseman cloud,0.076,0.82,0.105,0.9773
prodigy,h.n.i.c. 3,0.06,0.804,0.136,0.9956
dr. john,locked down,0.084,0.84,0.076,-0.8103
lotus plaza,spooky action at a distance,0.024,0.799,0.177,0.9995
willis earl beal,acousmatic sorcery,0.056,0.826,0.118,0.9959
au,both lights,0.057,0.8240000000000001,0.12,0.9938
lightships,lightships,0.034,0.884,0.083,0.9812
colleen green,milo goes to compton,0.025,0.853,0.121,0.997
zammuto,zammuto,0.061,0.8009999999999999,0.138,0.9986
hundred waters,hundred waters,0.041,0.815,0.14400000000000002,0.9986
miike snow,happy to you,0.056,0.795,0.149,0.9937
worm ouroboros,come the thaw,0.051,0.8,0.149,0.9976
ka,grief pedigree,0.083,0.828,0.08900000000000001,0.8992
belle and sebastian,"latenighttales, vol. 2",0.043,0.826,0.131,0.9957
wiz khalifa,taylor allderdice,0.058,0.838,0.104,0.9843
theesatisfaction,awe naturale,0.028,0.8740000000000001,0.099,0.9914
weird dreams,choreography,0.109,0.7290000000000001,0.162,0.9902
les discrets,ariettes oublies...,0.061,0.83,0.11,0.9938
morrissey,viva hate,0.131,0.741,0.128,-0.7526
georgia anne muldrow,seeds,0.038,0.79,0.172,0.9985
poor moon,illusion ep,0.085,0.78,0.135,0.9943
"ben chasny, gala drop",broda,0.06,0.882,0.058,0.3029
carter tutti void,transverse,0.059,0.8,0.14,0.9962
the chemical brothers,don't think,0.051,0.8440000000000001,0.105,0.996
amadou & mariam,folila,0.037000000000000005,0.809,0.155,0.9982
serengeti,kenny dennis ep,0.093,0.7709999999999999,0.135,0.9968
retribution gospel choir,the revolution ep,0.05,0.789,0.161,0.9984
various artists,"listen, whitey! the sounds of black power 1967-1974",0.128,0.768,0.104,-0.9928
madonna,mdna,0.103,0.755,0.142,0.9916
tanlines,mixed emotions,0.083,0.738,0.179,0.9989
paul weller,sonik kicks,0.084,0.763,0.153,0.9899
black to comm,earth,0.096,0.833,0.071,-0.9568
mirel wagner,mirel wagner,0.133,0.763,0.104,-0.9712
"action bronson, party supplies",blue chips,0.085,0.7859999999999999,0.13,0.9936
s / s / s,beak & claw,0.067,0.8290000000000001,0.104,0.9778
voices from the lake,voices from the lake,0.047,0.852,0.101,0.9914
"cam'ron, vado, mckenzie eddy",blu tops ep,0.06,0.8290000000000001,0.111,0.974
pepe delux,queen of the wave,0.066,0.8,0.134,0.9971
odd future wolf gang kill them all,the of tape vol. 2,0.086,0.7659999999999999,0.14800000000000002,0.9952
mirrorring,foreign body,0.064,0.878,0.058,-0.8298
oren ambarchi | keiji haino | jim o'rourke,imikuzushi,0.069,0.848,0.083,0.9167
ava luna,ice level,0.076,0.8320000000000001,0.091,0.9243
fanfarlo,rooms filled with light,0.053,0.794,0.153,0.9982
lee ranaldo,between the times and the tides,0.056,0.802,0.142,0.9982
lil b,god's father,0.07200000000000001,0.8390000000000001,0.08900000000000001,0.9662
polia,give you the ghost,0.044,0.8590000000000001,0.096,0.9768
gentleman jesse,leaving atlanta,0.064,0.8059999999999999,0.13,0.9971
the host,the host,0.068,0.8370000000000001,0.094,0.9569
daniel rossen,silent hour/golden mile ep,0.021,0.828,0.151,0.9991
ben browning,lover motion ep,0.077,0.746,0.177,0.9946
dolphins into the future,canto arquiplago,0.03,0.865,0.105,0.9936
new build,yesterday was lived and lost,0.026,0.835,0.139,0.998
whirr,pipe dreams,0.07200000000000001,0.81,0.118,0.9574
the shins,port of morrow,0.055,0.8320000000000001,0.113,0.9962
unsane,wreck,0.113,0.77,0.117,0.8694
the wedding present,valentina,0.07,0.8059999999999999,0.124,0.9888
mi ami,decade,0.067,0.831,0.102,0.9385
various artists,trevor jackson presents metal dance: industrial/post-punk/ebm classics and rarities 80 to 88,0.091,0.804,0.106,0.9365
sentridoh,weed forestin',0.03,0.867,0.103,0.9983
gunplay,bogota rich: the prequel,0.118,0.777,0.105,-0.8777
drudkh,eternal turn of the wheel,0.065,0.7929999999999999,0.142,0.9984
white car,everyday grace,0.077,0.8320000000000001,0.091,0.7625
tribes,baby,0.046,0.7959999999999999,0.158,0.9982
big k.r.i.t.,4eva n a day,0.049,0.7879999999999999,0.16399999999999998,0.998
rimar,closer ep,0.05,0.769,0.182,0.9971
white hills,frying on this rock,0.052000000000000005,0.8690000000000001,0.079,0.9568
dva,pretty ugly,0.094,0.795,0.112,0.9512
the phenomenal handclap band,form & control,0.064,0.836,0.1,0.9797
xiu xiu,always,0.097,0.769,0.134,0.9826
azusa plane,where the sands turn to gold,0.066,0.799,0.134,0.9956
primitive weapons,the shadow gallery,0.07,0.792,0.138,0.9867
dunes,noctiluca,0.043,0.787,0.17,0.9979
phdre,phdre,0.054000000000000006,0.8170000000000001,0.13,0.9901
rocket juice & the moon,rocket juice and the moon,0.049,0.846,0.105,0.992
curren$y,muscle car chronicles,0.018000000000000002,0.8370000000000001,0.145,0.9974
fort romeau,kingdoms,0.029,0.861,0.11,0.9953
spoek mathambo,father creeper,0.135,0.773,0.091,-0.98
pretty good dance moves,limo,0.05,0.779,0.171,0.998
the decemberists,we all raise our voices to the air (live songs 4.11-8.11),0.09,0.784,0.126,0.9892
madlib,medicine show #13: black tape,0.071,0.821,0.109,0.9774
matthewdavid,jewelry,0.049,0.84,0.11,0.9908
ketamines,spaced out,0.09,0.7609999999999999,0.14800000000000002,0.9885
masaki batoh,brain pulse music,0.087,0.8170000000000001,0.096,0.8552
vcmg,ssss,0.079,0.813,0.108,0.9755
ceremony,zoo,0.099,0.787,0.114,0.9369
the chap,the chap,0.058,0.802,0.14,0.9957
lee fields & the expressions,faithful man,0.03,0.821,0.149,0.996
various artists,shangaan shake,0.03,0.873,0.097,0.9817
the magnetic fields,love at the bottom of the sea,0.041,0.774,0.18600000000000005,0.9995
white rabbits,milk famous,0.058,0.8290000000000001,0.113,0.9924
tyga,careless world: rise of the last king,0.069,0.7959999999999999,0.135,0.9923
feedtime,the aberrant years,0.042,0.8320000000000001,0.126,0.995
mike wexler,dispossession,0.031,0.8859999999999999,0.083,0.9868
bruce springsteen,wrecking ball,0.084,0.778,0.138,0.9979
bowerbirds,the clearing,0.08800000000000001,0.809,0.103,0.9303
hodgy,untitled ep,0.055,0.763,0.182,0.9983
alex winston,king con,0.059,0.78,0.161,0.9952
revenge,scum.collapse.eradication,0.16899999999999998,0.75,0.081,-0.9982
andrew bird,break it yourself,0.061,0.836,0.103,0.9739
estelle,all of me,0.086,0.69,0.224,0.9988
mr. dream,fatherland ep,0.048,0.816,0.136,0.994
tim fite,ain't ain't ain't,0.068,0.8270000000000001,0.105,0.9831
dinowalrus,best behavior,0.038,0.7979999999999999,0.16399999999999998,0.9988
the men,open your heart,0.079,0.767,0.154,0.9991
nite jewel,one second of love,0.05,0.754,0.195,0.9991
bbu,bell hooks,0.097,0.762,0.141,0.9896
belbury poly,the belbury tales,0.046,0.856,0.097,0.9874
various artists,the minimal wave tapes vol. 2,0.038,0.8809999999999999,0.081,0.9726
julia holter,ekstasis,0.035,0.867,0.098,0.9936
scuba,personality,0.054000000000000006,0.8340000000000001,0.112,0.9958
christian mistress,possession,0.058,0.8370000000000001,0.105,0.9834
sophia knapp,into the waves,0.055,0.845,0.1,0.9545
terry malts,killing time,0.079,0.759,0.162,0.996
pallbearer,sorrow and extinction,0.078,0.774,0.14800000000000002,0.9953
school of seven bells,ghostory,0.061,0.772,0.16699999999999998,0.9991
the ting tings,sounds from nowheresville,0.092,0.7979999999999999,0.11,0.7347
disappears,pre language,0.084,0.7909999999999999,0.125,0.9773
bodyguard,silica gel,0.051,0.851,0.098,0.9852
sinad o'connor,how about i be me (and you be you)?,0.132,0.721,0.147,0.9715
archers of loaf,vee vee (remastered),0.085,0.7609999999999999,0.154,0.997
gang colours,the keychain collection,0.044,0.79,0.166,0.9974
pond,"beard, wives, denim",0.058,0.753,0.189,0.9985
lapalux,when you're gone ep,0.066,0.812,0.123,0.99
dirty three,toward the low sun,0.108,0.75,0.141,0.985
memoryhouse,the slideshow effect,0.021,0.89,0.08900000000000001,0.9872
david sylvian,a victim of stars: 1982-2012,0.04,0.8190000000000001,0.142,0.9986
trust,trst,0.057,0.83,0.114,0.9914
plants and animals,the end of that,0.075,0.7909999999999999,0.134,0.9956
perfume genius,put your back n 2 it,0.129,0.74,0.131,0.6596
karen dalton,1966,0.049,0.841,0.11,0.9971
corrosion of conformity,corrosion of conformity,0.08,0.8320000000000001,0.08800000000000001,0.6609
xray eyeballs,splendor squalor,0.061,0.74,0.2,0.998
aaron dilloway,modern jester,0.066,0.84,0.094,0.9622
mouse on mars,parastrophics,0.05,0.858,0.091,0.9908
hood,recollected,0.04,0.8370000000000001,0.123,0.9981
oren ambarchi,audience of one,0.02,0.865,0.116,0.9969
"ulrich schnauss, mark peters",underrated silence,0.052000000000000005,0.836,0.112,0.9827
hunx,hairdresser blues,0.052000000000000005,0.7809999999999999,0.168,0.9978
tindersticks,the something rain,0.048,0.841,0.111,0.9944
dustin wong,"dreams say, view, create, shadow leads",0.056,0.7979999999999999,0.146,0.9952
eyvind kang,the narrow garden,0.056,0.805,0.139,0.9931
ben kweller,go fly a kite,0.071,0.807,0.122,0.9896
various artists,808 mafia,0.094,0.75,0.156,0.9915
lambchop,mr. m,0.083,0.792,0.125,0.9912
jim jarmusch,concerning the entrance into eternity,0.03,0.863,0.107,0.9915
damien jurado,maraqopa,0.057,0.831,0.111,0.9884
goatwhore,blood for the master,0.091,0.7929999999999999,0.116,0.9465
lilacs & champagne,lilacs & champagne,0.035,0.875,0.09,0.9905
frankie rose,interstellar,0.026,0.8340000000000001,0.141,0.9977
keith fullerton whitman,generators,0.016,0.897,0.08800000000000001,0.9944
"nick catchdubs, jackie chain",after hours,0.07400000000000001,0.775,0.15,0.9938
la big vic,dub the world! actually remixed,0.029,0.866,0.105,0.9897
mind spiders,meltdown,0.053,0.8540000000000001,0.094,0.9874
sleigh bells,reign of terror,0.11,0.731,0.159,0.9897
ital,hive mind,0.07200000000000001,0.836,0.093,0.9569
my best fiend,in ghostlike fading,0.067,0.794,0.14,0.9968
pilgrim,misery wizard,0.111,0.782,0.106,-0.5127
cursive,i am gemini,0.116,0.7709999999999999,0.112,-0.6418
grimes,visions,0.078,0.7759999999999999,0.146,0.9962
matt elliott,the broken man,0.123,0.748,0.128,0.8656
howlin rain,the russian wilds,0.103,0.812,0.085,-0.9605
liberteer,better to die on your feet than live on your knees,0.13699999999999998,0.7559999999999999,0.107,-0.9838
lucky dragons,existers,0.111,0.7609999999999999,0.129,0.9422
shearwater,animal joy,0.054000000000000006,0.812,0.134,0.9982
gucci mane,trap back,0.087,0.747,0.166,0.9979
the lemonheads,the hotel sessions,0.049,0.809,0.14300000000000002,0.9984
orcas,orcas,0.032,0.903,0.065,0.8658
lafur arnalds,living room songs,0.036000000000000004,0.7929999999999999,0.171,0.9979
burial,kindred ep,0.08900000000000001,0.809,0.101,0.9332
islands,a sleep & a forgetting,0.073,0.804,0.124,0.9926
suzanne ciani,lixiviation,0.034,0.845,0.12,0.9969
alcest,les voyages de l'me,0.047,0.863,0.09,0.9784
heartless bastards,arrow,0.111,0.8029999999999999,0.087,-0.9613
earth,"angels of darkness, demons of light ii",0.049,0.8540000000000001,0.097,0.9887
porter ricks,biokinetics,0.035,0.897,0.069,0.9866
lil b,white flame,0.08,0.78,0.14,0.9925
various artists,we are the works in progress,0.07,0.779,0.151,0.9926
sea lions,everything you always wanted to know about sea lions but were afraid to ask,0.023,0.877,0.099,0.9926
tennis,young and old,0.026,0.821,0.152,0.9982
loops of your heart,and never ending nights,0.044,0.8640000000000001,0.092,0.9769
the maccabees,given to the wild,0.041,0.8370000000000001,0.122,0.9928
field music,plumb,0.053,0.8079999999999999,0.139,0.9942
carlos giffoni,"""evidence"" 12""",0.079,0.797,0.124,0.9844
die antwoord,ten$ion,0.197,0.705,0.098,-0.9985
fucked up,year of the tiger,0.076,0.8590000000000001,0.065,-0.7013
young magic,melt,0.075,0.82,0.104,0.9761
terranova,hotel amour,0.056,0.868,0.076,0.9292
imbogodom,and they turned not when they went,0.065,0.8290000000000001,0.105,0.9694
goldfrapp,the singles,0.08800000000000001,0.745,0.16699999999999998,0.9952
lindstrm,six cups of rebel,0.125,0.777,0.098,-0.9463
homeboy sandman,subject: matter,0.07200000000000001,0.789,0.14,0.9969
dr. dog,be the void,0.08199999999999999,0.802,0.116,0.9784
shigeto,lineage,0.022,0.8,0.179,0.9986
air,le voyage dans la lune,0.047,0.769,0.184,0.9992
yo gotti,live from the kitchen,0.06,0.825,0.115,0.9899
daphne oram,"the oram tapes, vol. 1",0.039,0.879,0.08199999999999999,0.9938
liam the younger,after the graveyard,0.071,0.804,0.126,0.9895
standard fare,"out of sight, out of town",0.054000000000000006,0.799,0.147,0.9934
john talabot,in,0.024,0.882,0.094,0.9966
mark lanegan band,blues funeral,0.118,0.7809999999999999,0.101,-0.9412
wire,"the black session: paris, 10 may 2011",0.048,0.872,0.08,0.9744
mux mool,planet high school,0.066,0.852,0.08199999999999999,0.7508
imperial teen,feel the sound,0.049,0.8,0.151,0.9969
of montreal,paralytic stalks,0.069,0.836,0.095,0.9701
a place to bury strangers,onwards to the wall ep,0.108,0.8190000000000001,0.073,-0.9777
the doozer,keep it together,0.028,0.903,0.069,0.9379
pete swanson,man with potential,0.083,0.802,0.115,0.9487
royal baths,better luck next life,0.065,0.8370000000000001,0.098,0.9663
araabmuzik,instrumental university,0.059,0.857,0.084,0.9454
blondes,blondes,0.047,0.847,0.106,0.9905
trailer trash tracys,ester,0.076,0.748,0.17600000000000002,0.9955
prinzhorn dance school,clay class,0.108,0.7909999999999999,0.1,-0.481
pop. 1280,the horror,0.188,0.6970000000000001,0.115,-0.9968
wilco,itunes session,0.062,0.777,0.161,0.9973
windy & carl,we will always be,0.071,0.821,0.108,0.9723
the twilight sad,no one can ever know,0.139,0.7759999999999999,0.086,-0.9968
various artists,tally ho! flying nun's greatest bits,0.087,0.846,0.067,-0.8556
benjamin damage & doc daneeka,they!live,0.134,0.738,0.128,-0.3696
leonard cohen,old ideas,0.07,0.8029999999999999,0.127,0.9943
black bananas,rad times xpress iv,0.061,0.813,0.126,0.9954
jason urick,i love you,0.061,0.7809999999999999,0.158,0.996
"waka flocka flame, french montana",lock out,0.057,0.821,0.122,0.9919
o f f love,probably love,0.105,0.7190000000000001,0.17600000000000002,0.9956
sharon van etten,tramp,0.084,0.8009999999999999,0.115,0.9924
underworld,anthology: 1992 to 2012,0.076,0.812,0.111,0.9916
peaking lights,"936 remixes 12""",0.038,0.843,0.118,0.9959
wymond miles,earth has doors,0.095,0.857,0.048,-0.979
laura gibson,la grande,0.036000000000000004,0.833,0.131,0.9949
lana del rey,born to die,0.092,0.768,0.141,0.9928
porcelain raft,strange weekend,0.048,0.823,0.13,0.9897
shlohmo,vacation ep,0.1,0.77,0.13,0.9623
the 2 bears,be strong,0.026,0.76,0.214,0.999
future,astronaut status,0.035,0.8440000000000001,0.121,0.994
schoolboy q,habits & contradictions,0.13699999999999998,0.7659999999999999,0.098,-0.9819
the caretaker,patience (after sebald),0.093,0.8079999999999999,0.099,0.8222
rising,to solemn ash,0.046,0.857,0.097,0.9751
leila,u&i,0.071,0.847,0.08199999999999999,0.7761
evan voytas,feel me ep,0.107,0.8220000000000001,0.071,-0.959
heems,nehru jackets,0.075,0.77,0.154,0.9976
hospitality,hospitality,0.062,0.8240000000000001,0.115,0.9939
howler,america give up,0.104,0.763,0.134,0.967
"pyramids, horseback",a throne without a king,0.09,0.785,0.124,0.9804
mighty sparrow,"sparrowmania: wit, wisdom and soul from the king of calypso 1962-1974",0.043,0.8220000000000001,0.135,0.9952
gonjasufi,mu.zz.le,0.11,0.79,0.101,-0.9356
jacques greene,concealer ep,0.025,0.853,0.121,0.9955
the cramps,file under sacred music: early singles 1978-1981,0.073,0.8240000000000001,0.103,0.9718
the howling hex,wilson semiconductors,0.05,0.858,0.092,0.9745
various artists,pop ambient 2012,0.053,0.858,0.08900000000000001,0.9765
craig finn,clear heart full eyes,0.057,0.7959999999999999,0.147,0.9962
dropxlife,furthur,0.061,0.857,0.08199999999999999,0.9429
lamb of god,resolution,0.04,0.813,0.147,0.997
first aid kit,the lion's roar,0.05,0.831,0.119,0.9976
richard youngs,amaranthine,0.059,0.858,0.084,0.9621
cloud nothings,attack on memory,0.125,0.738,0.136,0.9422
dizzee rascal,dirteetv.com,0.117,0.727,0.156,0.9921
nada surf,the stars are indifferent to astronomy,0.085,0.8340000000000001,0.081,-0.6414
gangrene,vodka & ayahuasca,0.126,0.78,0.094,-0.9792
hubble,hubble drums,0.066,0.843,0.091,0.9433
chairlift,something,0.061,0.7190000000000001,0.22,0.9992
machinedrum,sxlnd ep,0.041,0.88,0.079,0.9519
alog,unemployed,0.084,0.79,0.126,0.9915
young l,praktica,0.051,0.8140000000000001,0.135,0.9946
plug,back on time,0.037000000000000005,0.861,0.102,0.9949
matthew dear,headcage ep,0.069,0.7759999999999999,0.155,0.9967
snow patrol,fallen empires,0.027000000000000003,0.8440000000000001,0.128,0.9943
the kinks,kinks in mono,0.014,0.818,0.168,0.9992
wold,freermasonry,0.08199999999999999,0.804,0.114,0.9823
pictureplane,dimensional rip 7: thee physical remixes,0.045,0.836,0.119,0.9949
kathleen edwards,voyageur,0.073,0.8270000000000001,0.101,0.9452
cate le bon,cyrk,0.046,0.7879999999999999,0.165,0.9973
lupe fiasco,friend of the people,0.14800000000000002,0.743,0.109,-0.9844
loincloth,iron balls of steel,0.084,0.82,0.095,0.9414
expensive looks,dark matters,0.123,0.7020000000000001,0.175,0.9784
"trent reznor, atticus ross",the girl with the dragon tattoo ost,0.058,0.794,0.14800000000000002,0.9974
t.i.,fuck da city up,0.123,0.758,0.119,0.1327
wiley,evolve or be extinct,0.078,0.799,0.123,0.9939
cardinal,hymns,0.016,0.83,0.154,0.9976
juicy j,blue dream & lean,0.062,0.82,0.118,0.9881
the big pink,future this,0.113,0.805,0.08199999999999999,-0.9017
raekwon,unexpected victory,0.059,0.846,0.095,0.9894
todd terje,it's the arps,0.056,0.815,0.13,0.9914
