artist,album,year,critic_score,user_score,comment
john wiese,,,,,artist not found!
get him eat him,,,,,artist not found!
the race,,,,,artist not found!
the saints,,,,,artist not found!
james blood ulmer,Lightning in a Bottle,"Oct 22, 2004",78,tbd,
young jeezy presents usda,,,,,artist not found!
benni hemm hemm,,,,,artist not found!
the only children,,,,,artist not found!
blue scholars,,,,,artist not found!
mansbestfriend,,,,,artist not found!
illinois,,,,,artist not found!
shannon wright,,,,,artist not found!
gls,,,,,artist not found!
von sdenfed,,,,,artist not found!
tin cup prophette,,,,,artist not found!
goldrush,,,,,artist not found!
feltbattery,,,,,artist not found!
antelope,,,,,artist not found!
alessandro stefana,,,,,artist not found!
lewis & clarke,,,,,artist not found!
night canopy,,,,,artist not found!
electrelane,"No Shouts, No Calls","May 8, 2007",76,8.3,
electrelane,Axes,"May 10, 2005",70,8.2,
electrelane,The Power Out,"Feb 3, 2004",78,8.1,
je suis france,,,,,artist not found!
mando diao,Ode To Ochrasy,"Apr 24, 2007",66,6.9,
mando diao,Hurricane Bar,"Mar 8, 2005",69,8.4,
voxtrot,Voxtrot,"May 22, 2007",71,8.1,
jai alai savant,,,,,artist not found!
titan,,,,,artist not found!
morningbell,,,,,artist not found!
the narrator,,,,,artist not found!
the national lights,,,,,artist not found!
kathy diamond,,,,,artist not found!
fields,Everything Last Winter,"May 8, 2007",69,7.0,
monotract,,,,,artist not found!
kalabrese,,,,,artist not found!
french toast,,,,,artist not found!
david torn,,,,,artist not found!
seymore saves the world,,,,,artist not found!
the innocence mission,Sun on the Square,"Jun 29, 2018",77,tbd,
the affair,,,,,artist not found!
paul duncan,,,,,artist not found!
mother hips,,,,,artist not found!
page france,,,,,artist not found!
fursaxa,,,,,artist not found!
plastiscines,,,,,artist not found!
the fucking champs,VI,"Apr 24, 2007",69,8.0,
andy partridge,,,,,artist not found!
dj blaqstarr,,,,,artist not found!
hail social,,,,,artist not found!
love of diagrams,,,,,artist not found!
alex delivery,,,,,artist not found!
amandine,,,,,artist not found!
sister vanilla,Little Pop Rock,"Apr 3, 2007",67,8.0,
through the sparks,,,,,artist not found!
maria taylor,A Christmas Album,"Nov 5, 2013",64,tbd,
maria taylor,Overlook,"Aug 16, 2011",58,tbd,
maria taylor,Drawing Down the Moon,"Sep 14, 2010",66,6.8,
maria taylor,Lynn Teeter Flower,"Mar 6, 2007",65,7.9,
maria taylor,11:11,"May 24, 2005",78,8.9,
panthers,,,,,artist not found!
robbie fulks,Wild! Wild! Wild!,"Aug 10, 2018",83,tbd,
robbie fulks,Upland Stories,"Apr 1, 2016",87,4.2,
robbie fulks,Jura,"Nov 27, 2015",80,8.3,
robbie fulks,Gone Away Backward,"Aug 27, 2013",87,4.4,
yoko ono,Take Me to the Land of Hell,"Sep 24, 2013",79,8.7,
yoko ono,"Yes, I'm A Witch","Feb 6, 2007",76,6.4,
mike tamburo and the universal orchestra of pituitary knowledge,,,,,artist not found!
robert gomez,Law & Order: Season 7,"Sep 18, 1996",tbd,9.4,
all smiles,,,,,artist not found!
priestbird,,,,,artist not found!
thee more shallows,Book Of Bad Breaks,"Apr 24, 2007",69,tbd,
"avey tare, kra brekkan",,,,,artist not found!
mira calix,Skimskitta,"Mar 11, 2003",70,tbd,
silmaril,,,,,artist not found!
shitdisco,,,,,artist not found!
germans,,,,,artist not found!
stephen vitiello,,,,,artist not found!
the bark haze,,,,,artist not found!
novi split,,,,,artist not found!
mika,The Origin of Love,"Oct 16, 2012",69,7.2,
mika,The Boy Who Knew Too Much,"Sep 22, 2009",70,8.6,
mika,Life In Cartoon Motion,"Mar 27, 2007",55,7.6,
the comas,Spells,"Apr 17, 2007",72,8.4,
let's go sailing,,,,,artist not found!
dolly parton,Pure & Simple,"Aug 19, 2016",67,6.9,
dolly parton,Blue Smoke,"May 13, 2014",81,7.9,
dolly parton,Better Day,"Jun 28, 2011",72,8.7,
dolly parton,Dolly,"Oct 26, 2009",93,7.8,
dolly parton,Backwoods Barbie,"Feb 26, 2008",70,7.9,
dolly parton,Halos & Horns,"Jul 9, 2002",73,8.4,
dolly parton,Little Sparrow,"Jan 23, 2001",86,7.6,
"elvis perkins in dearland, elvis perkins",,,,,artist not found!
radical face,Last Call with Carson Daly: Season 16,"Sep 7, 2016",tbd,tbd,
radical face,Last Call with Carson Daly: Season 15,"Sep 9, 2015",tbd,tbd,
radical face,Last Call with Carson Daly: Season 11,"Sep 21, 2011",tbd,tbd,
bobby conn,Macaroni,"May 1, 2012",76,tbd,
bobby conn,King For A Day,"Feb 20, 2007",70,7.7,
sarah nixey,Brave Tin Soldiers,"Jun 21, 2011",76,tbd,
golden ball,,,,,artist not found!
xbxrx,,,,,artist not found!
infinite livez,,,,,artist not found!
best of seth,,,,,artist not found!
the chalets,,,,,artist not found!
rosie thomas,With Love,"Feb 14, 2012",67,tbd,
rosie thomas,These Friends Of Mine,"Mar 13, 2007",67,tbd,
rosie thomas,If Songs Could Be Held,"Sep 13, 2005",62,tbd,
high priest,,,,,artist not found!
redman,Reggie,"Dec 7, 2010",57,tbd,
redman,Red Gone Wild: Thee Album,"Mar 27, 2007",79,8.4,
redman,Malpractice,"May 22, 2001",59,7.5,
the last town chorus,,,,,artist not found!
