artist,album,year,critic_score,user_score,comment
the crystal ark,,,,,artist not found!
allah las,Calico Review,"Sep 9, 2016",69,8.0,
allah las,Worship the Sun,"Sep 16, 2014",72,8.4,
allah las,Allah-Las,"Sep 17, 2012",73,8.6,
x tg,Desertshore/The Final Report,"Nov 26, 2012",82,tbd,
nico muhly,Planetarium,"Jun 9, 2017",72,7.9,
nico muhly,Confessions,"Oct 21, 2016",71,tbd,
nico muhly,Drones,"Nov 20, 2012",77,tbd,
nico muhly,Mothertongue,"Jul 22, 2008",78,6.5,
nadja,Dagdrom,"Oct 30, 2012",72,tbd,
nadja,When I See The Sun Always Shines On TV,"Apr 28, 2009",74,tbd,
bad brains,Into the Future,"Nov 20, 2012",68,tbd,
bad brains,Build A Nation,"Jun 26, 2007",73,8.2,
boody & le1f,,,,,artist not found!
"e 40, too $hort",,,,,artist not found!
the people's temple,,,,,artist not found!
gerry read,Jummy,"Nov 26, 2012",84,tbd,
downfall of gaia,,,,,artist not found!
raime,Tooth,"Jun 24, 2016",78,tbd,
raime,Quarter Turns Over a Living Line,"Dec 4, 2012",82,8.6,
forma,Semblance,"Jul 20, 2018",78,tbd,
forma,Physicalist,"Sep 23, 2016",79,tbd,
forma,Off/On,"Nov 20, 2012",73,tbd,
p.o.s.,No Kings,"Nov 22, 2011",80,8.4,
p.o.s.,Never Better,"Feb 3, 2009",75,8.6,
the evens,The Odds,"Nov 19, 2012",83,7.9,
the evens,Get Evens,"Nov 7, 2006",71,7.8,
the evens,The Evens,"Mar 15, 2005",72,8.5,
isis,Temporal,"Nov 6, 2012",77,tbd,
isis,Wavering Radiant,"May 5, 2009",79,8.4,
isis,In The Absence Of Truth,"Oct 31, 2006",70,8.6,
the babies,House on the Hill,"Nov 13, 2012",70,tbd,
the babies,The Babies,"Feb 14, 2011",70,8.4,
freeway,Free Will,"Apr 29, 2016",77,tbd,
freeway,Diamond in the Ruff,"Nov 30, 2011",65,tbd,
freeway,Free At Last,"Nov 20, 2007",72,tbd,
freeway,Philadelphia Freeway,"Feb 25, 2003",74,8.5,
lukid,Lonely At the Top,"Oct 30, 2012",75,tbd,
oneida,Romance,"Mar 9, 2018",80,tbd,
oneida,A List of the Burning Mountains,"Nov 13, 2012",61,tbd,
oneida,Absolute II,"Jun 6, 2011",73,tbd,
oneida,Rated O,"Jul 7, 2009",73,7.4,
oneida,Preteen Weaponry,"Aug 5, 2008",75,tbd,
oneida,Happy New Year,"Jul 11, 2006",80,tbd,
oneida,The Wedding,"May 3, 2005",80,7.3,
oneida,Secret Wars,"Jan 20, 2004",83,8.0,
davinci,,,,,artist not found!
ital tek,Bodied,"Sep 7, 2018",77,tbd,
ital tek,Hollowed,"Mar 18, 2016",86,8.0,
ital tek,Nebula Dance,"Oct 30, 2012",74,tbd,
mr. muthafuckin exquire,,,,,artist not found!
jessica bailiff,At the Down-Turned Jagged Rim of the Sky,"Oct 2, 2012",77,tbd,
