artist,album,year,critic_score,user_score,comment
k.c. accidental,,,,,artist not found!
truckasauras,,,,,artist not found!
games,,,,,artist not found!
electric sunset,,,,,artist not found!
seeland,Tomorrow Today,"Mar 17, 2009",69,tbd,
the black twig pickers,Seasonal Hire,"Feb 24, 2015",78,tbd,
the black twig pickers,Rough Carpenters,"Feb 19, 2013",77,tbd,
the concretes,WYWH,"Nov 9, 2010",64,tbd,
the concretes,In Colour,"Apr 4, 2006",69,tbd,
the concretes,The Concretes,"Jun 29, 2004",75,8.5,
paul smith,Diagrams,"Oct 26, 2018",61,tbd,
paul smith,Contradictions,"Aug 21, 2015",64,tbd,
paul smith,Frozen by Sight,"Nov 18, 2014",72,tbd,
paul smith,Margins,"Oct 11, 2010",46,tbd,
fenn o'berg,,,,,artist not found!
"twig harper, daniel higgs",,,,,artist not found!
svarte greiner,,,,,artist not found!
ghostland observatory,Codename: Rondo,"Oct 25, 2010",53,tbd,
ghostland observatory,Robotique Majestique,"Mar 4, 2008",61,8.5,
silje nes,Opticks,"Oct 12, 2010",72,tbd,
ski beatz,,,,,artist not found!
brian mcbride,UEFA Champions League: Season 8,"Jan 1, 1992",tbd,tbd,
josephine foster & the victor herrero band,,,,,artist not found!
skert!,,,,,artist not found!
lf arnalds,Palme,"Sep 29, 2014",75,tbd,
lf arnalds,Sudden Elevation,"Mar 5, 2013",70,tbd,
lf arnalds,Innundir Skinni,"Sep 14, 2010",74,tbd,
avey tare,Eucalyptus,"Jul 21, 2017",68,8.1,
avey tare,Down There,"Oct 26, 2010",76,8.2,
"wyatt, atzmon & stephen",,,,,artist not found!
broken records,Let Me Come Home,"Jan 11, 2011",70,tbd,
broken records,Until The Earth Begins To Part,"Jul 7, 2009",64,8.1,
nymph,,,,,artist not found!
john lennon,The Beatles: Eight Days a Week - The Touring Years,"Sep 16, 2016",72,8.5,
john lennon,Good Ol' Freda,"Sep 6, 2013",60,7.6,
john lennon,The U.S. vs. John Lennon,"Sep 15, 2006",64,tbd,
john lennon,A Hard Day's Night (re-release),"Dec 1, 2000",96,8.7,
john lennon,Yellow Submarine,"Nov 13, 1968",79,7.2,
dexys midnight runners,,,,,artist not found!
buke and gass,Riposte,"Sep 14, 2010",65,tbd,
the extra lens,Undercard,"Oct 19, 2010",77,tbd,
cinema red and blue,,,,,artist not found!
william parker,Who's the Boss?: Season 3,"Sep 23, 1986",tbd,tbd,
william parker,The Waltons: Season 8,"Sep 20, 1979",tbd,tbd,
darren hanlon,,,,,artist not found!
jon mcmillion,,,,,artist not found!
apache beat,,,,,artist not found!
"lawrence english, minamo",,,,,artist not found!
cotton jones,Tall Hours In the Glowstream,"Aug 24, 2010",68,tbd,
cotton jones,Paranoid Cocoon,"Jan 27, 2009",70,8.4,
nellie mckay,My Weekly Reader,"Mar 24, 2015",68,tbd,
nellie mckay,Pretty Little Head,"Oct 31, 2006",78,8.3,
nellie mckay,Get Away From Me,"Feb 10, 2004",79,8.7,
mark ronson & the business intl.,,,,,artist not found!
a band of bees,,,,,artist not found!
shrag,,,,,artist not found!
zach hill,The Money Store,"Apr 24, 2012",81,8.9,
zach hill,Tripper,"Aug 30, 2011",72,tbd,
zach hill,Face Tat,"Oct 19, 2010",74,8.8,
zach hill,Astrological Straits,"Aug 12, 2008",72,8.6,
sisters,,,,,artist not found!
cut chemist,The Audience's Listening,"Jul 11, 2006",79,7.9,
roots manuva meets wrongtom,,,,,artist not found!
blue water white death,,,,,artist not found!
christian marclay,,,,,artist not found!
sailors with wax wings,,,,,artist not found!
the pack,Wolfpack Party,"Aug 24, 2010",tbd,tbd,
"boris, ian astbury",,,,,artist not found!
vijay iyer,Tirtha,"Mar 8, 2011",81,tbd,
vijay iyer,Solo,"Sep 14, 2010",81,tbd,
highlife,,,,,artist not found!
"the orb, david gilmour",,,,,artist not found!
working for a nuclear free city,What Do People Do All Do All Day,"Feb 5, 2016",72,tbd,
working for a nuclear free city,Jojo Burger Tempest,"Oct 12, 2010",68,tbd,
shad,TSOL,"Oct 5, 2010",81,8.6,
the sword,Used Future,"Mar 23, 2018",61,6.5,
the sword,High Country,"Aug 21, 2015",75,6.1,
the sword,Apocryphon,"Oct 22, 2012",72,7.5,
the sword,Warp Riders,"Aug 24, 2010",72,8.3,
the sword,Gods Of The Earth,"Apr 1, 2008",71,8.2,
women,Public Strain,"Sep 28, 2010",81,8.5,
women,Women,"Oct 7, 2008",72,8.3,
tim kasher,No Resolution,"Mar 3, 2017",76,tbd,
tim kasher,Adult Film,"Oct 8, 2013",69,tbd,
tim kasher,The Game of Monogamy,"Oct 5, 2010",68,tbd,
aloe blacc,Lift Your Spirit,"Mar 11, 2014",64,4.3,
aloe blacc,Good Things,"Sep 28, 2010",82,7.8,
pariah,Here From Where We Are,"Jul 13, 2018",79,6.4,
bottomless pit,Blood Under the Bridge,"Aug 10, 2010",78,tbd,
exile,,,,,artist not found!
the moondoggies,Adiós I'm a Ghost,"Aug 13, 2013",68,tbd,
the moondoggies,Tidelands,"Sep 14, 2010",69,tbd,
digital mystikz,,,,,artist not found!
manic street preachers,This Is My Truth Tell Me Yours [20 Year Collectors' Edition (Remastered)],"Dec 14, 2018",78,tbd,
manic street preachers,Resistance Is Futile,"Apr 13, 2018",73,6.4,
manic street preachers,Futurology,"Jul 7, 2014",83,8.3,
manic street preachers,Rewind the Film,"Sep 16, 2013",80,8.2,
manic street preachers,National Treasures: The Complete Singles,"Nov 8, 2011",95,8.5,
manic street preachers,Postcards From a Young Man,"Sep 21, 2010",76,8.0,
manic street preachers,Journal For Plague Lovers,"Sep 15, 2009",85,8.8,
manic street preachers,Send Away The Tigers,"May 7, 2007",69,8.1,
manic street preachers,Lifeblood,"Nov 1, 2004",66,7.9,
manic street preachers,Know Your Enemy,"Apr 24, 2001",57,8.5,
j. tillman,,,,,artist not found!
azure ray,As Above So Below [EP],"Sep 4, 2012",66,tbd,
azure ray,Drawing Down the Moon,"Sep 14, 2010",66,6.8,
azure ray,Hold On Love,"Oct 7, 2003",67,tbd,
azure ray,Burn and Shiver,"Apr 9, 2002",70,7.0,
frankie rose and the outs,Frankie Rose and the Outs,"Sep 21, 2010",72,tbd,
film school,Film School,"Jan 24, 2006",66,7.1,
abe vigoda,Good Burger,"Jul 25, 1997",41,7.9,
abe vigoda,Joe Versus the Volcano,"Mar 9, 1990",45,6.3,
abe vigoda,Look Who's Talking,"Oct 13, 1989",51,7.6,
abe vigoda,The Godfather,"Mar 11, 1972",100,9.2,
sebastian blanck,,,,,artist not found!
quest for fire,Lights From Paradise,"Aug 31, 2010",78,tbd,
magic kids,Memphis,"Aug 24, 2010",67,tbd,
sistol,,,,,artist not found!
cloudland canyon,Fin Eaves,"Sep 7, 2010",73,tbd,
eels,The Cautionary Tales of Mark Oliver Everett,"Apr 22, 2014",70,7.8,
eels,"Wonderful, Glorious","Feb 5, 2013",76,7.6,
eels,Tomorrow Morning,"Aug 24, 2010",69,7.8,
eels,End Times,"Jan 19, 2010",71,7.8,
eels,Hombre Lobo: 12 Songs Of Desire,"Jun 2, 2009",70,8.3,
eels,With Strings Live At Town Hall,"Feb 21, 2006",75,8.3,
eels,Blinking Lights And Other Revelations,"Apr 26, 2005",85,8.8,
eels,Shootenanny!,"Jun 3, 2003",73,8.6,
eels,Souljacker,"Mar 12, 2002",73,8.2,
the acorn,Vieux Loup,"May 19, 2015",65,tbd,
the acorn,No Ghost,"Sep 7, 2010",74,tbd,
superpitcher,,,,,artist not found!
playboy tre,,,,,artist not found!
aeroplane,We Can't Fly,"Nov 30, 2010",60,tbd,
jenny and johnny,I'm Having Fun Now,"Aug 31, 2010",72,7.2,
mr. dibiase,,,,,artist not found!
chief,Modern Rituals,"Aug 17, 2010",56,tbd,
lorn,Ask the Dust,"Jun 26, 2012",81,8.7,
pale sketcher,,,,,artist not found!
we are scientists,Megaplex,"Apr 27, 2018",65,tbd,
we are scientists,Helter Seltzer,"Apr 22, 2016",73,tbd,
we are scientists,TV en Français,"Mar 4, 2014",68,7.0,
we are scientists,Barbara,"Jun 15, 2010",64,7.3,
we are scientists,Brain Thrust Mastery,"May 13, 2008",64,8.8,
we are scientists,With Love And Squalor,"Jan 10, 2006",67,8.1,
drivan,,,,,artist not found!
rose elinor dougall,A New Illusion,"Apr 12, 2019",77,tbd,
rose elinor dougall,Stellular,"Jan 20, 2017",80,7.2,
ciafrica,,,,,artist not found!
magneta lane,Dancing With Daggers,"Apr 4, 2006",74,tbd,
islaja,,,,,artist not found!
