artist,album,year,critic_score,user_score,comment
magma,,,,,artist not found!
ian broudie,Tales Told,"Oct 11, 2004",68,7.8,
zane trow,,,,,artist not found!
breather resist,,,,,artist not found!
mix master mike,Awesome; I Fuckin' Shot That!,"Mar 31, 2006",68,7.1,
mix master mike,Moog,"Sep 24, 2004",51,tbd,
the owls,,,,,artist not found!
rainstick orchestra,,,,,artist not found!
limblifter,,,,,artist not found!
triola,,,,,artist not found!
the strange,,,,,artist not found!
"yasunao tone, florian hecker",,,,,artist not found!
fan modine,,,,,artist not found!
theodore unit,,,,,artist not found!
tower recordings,,,,,artist not found!
losoul,,,,,artist not found!
cerys matthews,,,,,artist not found!
dwarves,,,,,artist not found!
the finn brothers,Everyone Is Here,"Aug 24, 2004",70,8.9,
turing machine,What Is the Meaning of What,"May 8, 2012",86,tbd,
"diplo, m.i.a.",,,,,artist not found!
handsome boy modeling school,White People,"Nov 9, 2004",66,8.2,
handsome boy modeling school,So...How's Your Girl?,"Oct 19, 1999",79,8.4,
the frequency,,,,,artist not found!
barbez,,,,,artist not found!
the residents,The Ghost of Hope,"Mar 24, 2017",69,tbd,
the residents,Animal Lover,"Apr 5, 2005",71,8.5,
high water marks,,,,,artist not found!
electric company,,,,,artist not found!
prosaics,,,,,artist not found!
hall of fame,,,,,artist not found!
smoke and smoke,,,,,artist not found!
smith & mighty,,,,,artist not found!
lusine,Sensorimotor,"Mar 3, 2017",73,7.0,
lusine,The Waiting Room,"Feb 19, 2013",80,tbd,
sleepytime gorilla museum,,,,,artist not found!
akufen,,,,,artist not found!
the firebird band,,,,,artist not found!
mellow,,,,,artist not found!
flat earth society,,,,,artist not found!
"non, boyd rice",,,,,artist not found!
vordul mega,,,,,artist not found!
the graves,,,,,artist not found!
jake fairley,,,,,artist not found!
j.u.f.,,,,,artist not found!
"cex, kid606",,,,,artist not found!
kid dakota,,,,,artist not found!
shivaree,,,,,artist not found!
frausdots,"Couture, Couture, Couture","Sep 28, 2004",69,tbd,
iqu,,,,,artist not found!
matt sharp,Ask Aida: Season 3,"Aug 22, 2009",tbd,tbd,
matt sharp,Ask Aida: Season 2,"Jan 3, 2009",tbd,tbd,
matt sharp,Ask Aida: Season 1,"Aug 2, 2008",tbd,tbd,
matt sharp,Confessions of a Matchmaker: Season 1,"Jun 16, 2007",tbd,tbd,
"jay z, r. kelly",,,,,artist not found!
mcenroe and birdapres,,,,,artist not found!
black eyes,Black Eyes,"Apr 15, 2003",71,tbd,
son ambulance,Someone Else's Deja Vu,"Jul 8, 2008",67,tbd,
son ambulance,Key,"Oct 26, 2004",60,tbd,
the dead texan,,,,,artist not found!
trouble everyday,,,,,artist not found!
"philip jeck, janek schaefer",,,,,artist not found!
"jello biafra, melvins",,,,,artist not found!
le tigre,This Island,"Oct 19, 2004",66,7.5,
le tigre,Feminist Sweepstakes,"Oct 16, 2001",78,6.8,
le tigre,From The Desk Of Mr. Lady [EP],"Jan 30, 2001",72,tbd,
