artist,album,year,critic_score,user_score,comment
new york dolls,Dancing Backward in High Heels,"Mar 15, 2011",67,tbd,
new york dolls,Cause I Sez So,"May 5, 2009",73,8.8,
new york dolls,One Day It Will Please Us To Remember Even This,"Jul 25, 2006",75,7.8,
spielerfrau,,,,,artist not found!
supersystem,,,,,artist not found!
hot snakes,Jericho Sirens,"Mar 16, 2018",86,7.9,
unai,,,,,artist not found!
lullaby baxter,,,,,artist not found!
metalux,,,,,artist not found!
little annie,,,,,artist not found!
wooden wand and the sky high band,,,,,artist not found!
the minders,,,,,artist not found!
wasteland,,,,,artist not found!
snowden,,,,,artist not found!
absentee,Victory Shorts,"Sep 30, 2008",74,tbd,
outkast,Idlewild,"Aug 22, 2006",72,7.9,
outkast,Speakerboxxx/The Love Below,"Sep 23, 2003",91,8.9,
outkast,Stankonia,"Oct 31, 2000",95,8.9,
the sadies,Northern Passages,"Feb 10, 2017",81,tbd,
the sadies,Internal Sounds,"Oct 1, 2013",76,6.8,
the sadies,Night & Day,"May 15, 2012",75,tbd,
the sadies,New Seasons,"Oct 2, 2007",76,tbd,
the sadies,Favourite Colours,"Aug 24, 2004",87,8.6,
the delgados,Universal Audio,"Sep 28, 2004",82,8.2,
the delgados,Hate,"Jan 21, 2003",80,8.2,
nouvelle vague,I Could Be Happy,"Nov 11, 2016",69,tbd,
alan sparhawk,,,,,artist not found!
say hi to your mom,,,,,artist not found!
knut,,,,,artist not found!
comets on fire,Avatar,"Aug 8, 2006",81,7.9,
comets on fire,Blue Cathedral,"Jul 27, 2004",84,7.1,
my robot friend,,,,,artist not found!
kalas,,,,,artist not found!
tam,,,,,artist not found!
luna,Rendezvous,"Oct 26, 2004",74,8.2,
luna,Close Cover Before Striking [EP],"Oct 8, 2002",75,tbd,
luna,Romantica,"Apr 23, 2002",76,7.9,
luna,Live!,"Feb 6, 2001",75,tbd,
ali farka tour,I'll Sing for You,"Jun 4, 2004",61,tbd,
the long winters,Putting The Days To Bed,"Jul 25, 2006",76,7.6,
the long winters,When I Pretend To Fall,"May 6, 2003",80,8.3,
meg & dia,,,,,artist not found!
professor murder,,,,,artist not found!
quantic,Look Around the Corner,"Apr 2, 2012",83,tbd,
klee,,,,,artist not found!
a cloud mireya,,,,,artist not found!
jurassic 5,Feedback,"Jul 25, 2006",57,5.8,
jurassic 5,Power In Numbers,"Oct 8, 2002",76,8.7,
jurassic 5,Quality Control,"Jun 6, 2000",77,8.2,
about,,,,,artist not found!
avarus,,,,,artist not found!
cursor miner,,,,,artist not found!
first nation,,,,,artist not found!
sex pistols,,,,,artist not found!
mark fosson,,,,,artist not found!
white whale,WWI,"Jul 25, 2006",73,tbd,
xtc,"Wasp Star (Apple Venus, Pt. 2)","May 23, 2000",75,8.7,
razorlight,Olympus Sleeping,"Oct 26, 2018",66,8.5,
razorlight,Slipway Fires,"Mar 10, 2009",52,6.3,
razorlight,Razorlight,"Aug 22, 2006",60,6.1,
razorlight,Up All Night,"Oct 26, 2004",65,7.4,
mike johnson,Cloning Clyde (X360),"Jul 19, 2006",80,8.0,
mike johnson,SOCOM: U.S. Navy SEALs Fireteam Bravo (PSP),"Nov 8, 2005",82,8.6,
mike johnson,Dead to Rights (GC),"Nov 25, 2002",77,8.6,
mike johnson,Dead to Rights (PS2),"Nov 18, 2002",73,8.7,
jr ewing,Madden NFL 2005 (PS2),"Aug 9, 2004",91,8.0,
david bazan,Dark Sacred Night,"Nov 11, 2016",69,tbd,
david bazan,Blanco,"May 13, 2016",68,tbd,
david bazan,Strange Negotiations,"May 24, 2011",72,7.5,
david bazan,Curse Your Branches,"Sep 1, 2009",82,8.8,
james figurine,"Mistake, Mistake, Mistake, Mistake","Jul 11, 2006",63,7.0,
jim noir,Jimmy's Show,"Sep 17, 2012",72,tbd,
jim noir,Jim Noir,"Apr 8, 2008",80,8.6,
jim noir,Tower Of Love,"Aug 8, 2006",73,7.7,
the ohsees,,,,,artist not found!
dabrye,Three/Three,"Feb 16, 2018",80,tbd,
marc leclair,,,,,artist not found!
the longcut,,,,,artist not found!
swell maps,,,,,artist not found!
sam roberts,"Harry Potter and the Deathly Hallows, Part 1 (X360)","Nov 16, 2010",38,4.8,
sam roberts,"Harry Potter and the Deathly Hallows, Part 1 (PS3)","Nov 16, 2010",38,3.0,
sam roberts,"Harry Potter and the Deathly Hallows, Part 1 (PC)","Nov 16, 2010",37,3.7,
alias and tarsier,,,,,artist not found!
the court & spark,,,,,artist not found!
boy kill boy,,,,,artist not found!
nick castro and the young elders,,,,,artist not found!
the gersch,,,,,artist not found!
towers of london,,,,,artist not found!
entrance,Book of Changes,"Feb 24, 2017",76,tbd,
sway,The Signature LP,"Oct 6, 2008",67,tbd,
sway,This Is My Demo,"Feb 6, 2006",81,8.6,
the diableros,,,,,artist not found!
sound team,,,,,artist not found!
the robot ate me,Carousel Waltz,"May 10, 2005",78,7.8,
dr. octagon,Moosebumps: An Exploration Into Modern Day Horripilation,"Apr 6, 2018",77,7.6,
dr. octagon,The Return Of Dr. Octagon,"Jun 27, 2006",61,7.4,
scott solter,,,,,artist not found!
fatboy slim,Palookaville,"Oct 5, 2004",53,7.4,
fatboy slim,Halfway Between the Gutter and the Stars,"Nov 7, 2000",64,8.3,
mojave 3,Puzzles Like You,"Jun 6, 2006",69,8.5,
mojave 3,Spoon And Rafter,"Sep 23, 2003",76,8.6,
mojave 3,Excuses for Travelers,"Sep 5, 2000",77,8.0,
susumu yokota,,,,,artist not found!
yung joc,Nick Cannon Presents Wild 'N Out: Season 12,"Aug 17, 2018",tbd,tbd,
yung joc,My Super Sweet 16: Season 1,"Jan 29, 2007",tbd,tbd,
yung joc,My Super Sweet 16: Season 4,"Jan 6, 2007",tbd,tbd,
yung joc,Nick Cannon Presents Wild 'N Out: Season 3,"Aug 10, 2006",tbd,tbd,
nelly furtado,The Ride,"Mar 31, 2017",64,8.6,
nelly furtado,The Spirit Indestructible,"Sep 18, 2012",57,7.0,
nelly furtado,Mi Plan,"Sep 15, 2009",71,7.8,
nelly furtado,Loose,"Jun 20, 2006",71,8.5,
nelly furtado,Folklore,"Nov 25, 2003",60,8.9,
nelly furtado,"Whoa, Nelly!","Oct 24, 2000",79,8.8,
the like young,Last Secrets,"May 9, 2006",71,tbd,
"lil wayne, dj drama",,,,,artist not found!
single frame,,,,,artist not found!
smoosh,Free To Stay,"Jun 6, 2006",70,8.0,
the new cars,It's Alive!,"Jun 6, 2006",54,tbd,
stuart a. staples,Arrhythmia,"Jun 22, 2018",67,tbd,
stuart a. staples,Ypres,"Oct 20, 2014",74,tbd,
stuart a. staples,Leaving Songs,"Jun 20, 2006",81,8.6,
the fever,Red Bedroom,"May 18, 2004",66,tbd,
scsi 9,,,,,artist not found!
"matt valentine and erika elder, the bummer road",,,,,artist not found!
smog,A River Ain't Too Much To Love,"May 31, 2005",76,8.4,
smog,Supper,"Mar 11, 2003",79,7.4,
smog,Rain On Lens,"Sep 18, 2001",73,tbd,
smog,Dongs of Sevotion,"Apr 4, 2000",85,8.6,
metallic falcons,,,,,artist not found!
the congos & friends,,,,,artist not found!
young people,All At Once,"Mar 21, 2006",64,tbd,
wizardzz,,,,,artist not found!
danger doom,,,,,artist not found!
harry nilsson,The RCA Albums Collection,"Jul 30, 2013",87,tbd,
