artist,album,year,critic_score,user_score,comment
uncle acid and the deadbeats,Mind Control,"May 14, 2013",81,8.4,
patrick vian,,,,,artist not found!
vampire weekend,Father of the Bride,"May 3, 2019",82,7.6,
vampire weekend,Modern Vampires of the City,"May 14, 2013",84,8.9,
vampire weekend,Contra,"Jan 12, 2010",81,6.9,
vampire weekend,Vampire Weekend,"Jan 29, 2008",82,8.5,
tera melos,X'ed Out,"Apr 16, 2013",81,8.0,
the focus group,,,,,artist not found!
pharaohs,Replicant Moods,"Apr 16, 2013",74,tbd,
immolation,Atonement,"Feb 24, 2017",82,tbd,
purson,,,,,artist not found!
beaches,Second of Spring,"Sep 8, 2017",77,tbd,
aosoth,,,,,artist not found!
little boots,Working Girl,"Jul 10, 2015",64,8.3,
little boots,Nocturnes,"May 7, 2013",69,7.8,
little boots,Hands,"Mar 2, 2010",68,8.2,
gobby,,,,,artist not found!
wolf people,Ruins,"Nov 11, 2016",78,tbd,
wolf people,Fain,"Apr 29, 2013",72,7.7,
wolf people,Steeple,"Oct 12, 2010",77,tbd,
wolf people,Tidings,"Feb 23, 2010",71,tbd,
bill ryder jones,Yawny Yawn,"Jul 26, 2019",78,tbd,
bill ryder jones,Yawn,"Nov 2, 2018",81,7.1,
bill ryder jones,West Kirby Country Primary,"Nov 6, 2015",81,7.2,
bill ryder jones,Annabel Dream Reader,"Aug 25, 2014",69,6.9,
bill ryder jones,A  Bad Wind Blows in My Heart,"Apr 23, 2013",79,8.0,
bill ryder jones,If...,"Jan 10, 2012",81,8.8,
howl,,,,,artist not found!
van dyke parks,Songs Cycled,"Jul 23, 2013",76,tbd,
neon neon,Praxis Makes Perfect,"Apr 30, 2013",71,7.8,
neon neon,Stainless Style,"Mar 18, 2008",79,8.7,
altar of plagues,,,,,artist not found!
omar s,,,,,artist not found!
talib kweli,Radio Silence,"Nov 17, 2017",78,8.6,
talib kweli,Gravitas,"Feb 18, 2014",73,7.4,
talib kweli,Prisoner of Conscious,"May 7, 2013",65,7.1,
talib kweli,Gutter Rainbows,"Jan 25, 2011",71,7.7,
talib kweli,Ear Drum,"Aug 21, 2007",73,8.8,
talib kweli,Right About Now,"Nov 22, 2005",68,8.2,
talib kweli,The Beautiful Struggle,"Sep 28, 2004",66,7.7,
talib kweli,Quality,"Nov 19, 2002",79,8.9,
ola podrida,Belly Of The Lion,"Nov 10, 2009",72,tbd,
family,,,,,artist not found!
bone sickness,,,,,artist not found!
sandwell district,Fabric 69,"Apr 22, 2013",78,tbd,
"the album leaf, sun kil moon",,,,,artist not found!
wiz khalifa & curren$y,,,,,artist not found!
hessian,,,,,artist not found!
pretty & nice,,,,,artist not found!
iggy and the stooges,,,,,artist not found!
at the drive in,in•ter a•li•a,"May 5, 2017",70,7.7,
at the drive in,Relationship Of Command,"Sep 12, 2000",77,8.8,
pan american,White Bird Release,"Feb 24, 2009",72,tbd,
cayucas,Dancing at the Blue Lagoon,"Jun 23, 2015",56,4.0,
cayucas,Bigfoot,"Apr 30, 2013",65,7.7,
woe,,,,,artist not found!
the heliocentrics,A  World of Masks,"May 26, 2017",79,7.7,
the heliocentrics,Jaiyede Afro,"Sep 9, 2014",80,tbd,
the heliocentrics,13 Degrees of Reality,"Apr 30, 2013",74,tbd,
young galaxy,Ultramarine,"Apr 23, 2013",76,7.8,
young galaxy,Shapeshifting,"Feb 15, 2011",79,8.4,
the boy least likely to,Law Of The Playground,"Apr 14, 2009",65,tbd,
futurebirds,Baba Yaga,"Apr 16, 2013",68,tbd,
snoop lion,Reincarnated,"Apr 23, 2013",53,5.4,
anika,Anika,"Dec 7, 2010",65,tbd,
yellowman,,,,,artist not found!
junip,Junip,"Apr 23, 2013",75,7.9,
junip,Fields,"Sep 14, 2010",75,8.2,
the appleseed cast,Illumination Ritual,"Apr 23, 2013",73,tbd,
the appleseed cast,Middle States [EP],"Jul 15, 2011",67,tbd,
the appleseed cast,Sagarmatha,"Feb 17, 2009",60,8.6,
blackout beach,Fuck Death,"Nov 15, 2011",79,tbd,
blackout beach,Skin Of Evil,"Jan 20, 2009",64,8.1,
anciients,,,,,artist not found!
phoenix,Ti Amo,"Jun 9, 2017",70,7.9,
phoenix,Bankrupt!,"Apr 23, 2013",71,7.9,
phoenix,Wolfgang Amadeus Phoenix,"May 26, 2009",82,8.7,
phoenix,It's Never Been Like That,"May 23, 2006",72,8.8,
phoenix,Alphabetical,"Jul 27, 2004",74,7.8,
the shouting matches,,,,,artist not found!
barn owl,V,"Apr 16, 2013",73,tbd,
barn owl,Lost in the Glare,"Sep 13, 2011",84,tbd,
barn owl,Ancestral Star,"Nov 1, 2010",77,tbd,
bored nothing,Bored Nothing,"Apr 9, 2013",70,tbd,
cassie,Lark Rise To Candleford: Season 3,"Jul 24, 2013",tbd,8.3,
