artist,album,year,critic_score,user_score,comment
"jaga jazzist, motorpsycho",,,,,artist not found!
lfo,Sheath,"Sep 23, 2003",73,tbd,
nervous cop,,,,,artist not found!
lovely midget,,,,,artist not found!
caustic resin,,,,,artist not found!
winfred e. eye,,,,,artist not found!
"ginger brooks takahashi, mirah yom tov zeitlyn",,,,,artist not found!
milton babbitt,,,,,artist not found!
soft canyon,,,,,artist not found!
roosevelt franklin,,,,,artist not found!
crescent,Resin Pockets,"May 26, 2017",79,tbd,
wolf eyes & black dice,,,,,artist not found!
rafael toral,,,,,artist not found!
party of one,,,,,artist not found!
reggie and the full effect,,,,,artist not found!
child's view,,,,,artist not found!
obie trice,Second Round's On Me,"Aug 15, 2006",48,8.3,
obie trice,Cheers,"Sep 23, 2003",73,8.5,
ashley park,Los Angeles Overnight,"Mar 9, 2018",tbd,tbd,
ashley park,Rogue Warrior: Robot Fighter,"Jun 2, 2017",tbd,7.0,
mood elevator,,,,,artist not found!
red hot valentines,,,,,artist not found!
hieroglyphics,,,,,artist not found!
denali,The Instinct,"Oct 28, 2003",78,tbd,
denali,Denali,"Apr 16, 2002",74,tbd,
black eyed snakes,,,,,artist not found!
pluramon,,,,,artist not found!
midwest product,,,,,artist not found!
spacemen 3,,,,,artist not found!
vells,,,,,artist not found!
cul de sac,,,,,artist not found!
volapk,,,,,artist not found!
kid koala,Music to Draw To: Satellite,"Jan 20, 2017",74,tbd,
kid koala,12 Bit Blues,"Sep 18, 2012",80,8.0,
kid koala,Some Of My Best Friends Are DJs,"Oct 7, 2003",78,8.6,
bexar bexar,,,,,artist not found!
vue,,,,,artist not found!
the pleased,,,,,artist not found!
knife in the water,,,,,artist not found!
birdtree,,,,,artist not found!
loren connors & david grubbs,,,,,artist not found!
gorky's zygotic mynci,,,,,artist not found!
andrew broder,,,,,artist not found!
asteroid no. 4,,,,,artist not found!
caf tacuba,,,,,artist not found!
ken ikeda,,,,,artist not found!
u.s. maple,,,,,artist not found!
non prophets,,,,,artist not found!
goa,,,,,artist not found!
aki onda,,,,,artist not found!
neil perry,Martha: Season 2,"Aug 16, 2006",tbd,tbd,
the fire theft,The Fire Theft,"Sep 23, 2003",63,8.8,
anders ilar,,,,,artist not found!
blue cheer,,,,,artist not found!
polmo polpo,,,,,artist not found!
alamaailman vasarat,,,,,artist not found!
minor threat,,,,,artist not found!
year of the rabbit,,,,,artist not found!
reverend charlie jackson,,,,,artist not found!
n.w.a.,,,,,artist not found!
pierre crube,,,,,artist not found!
north of america,,,,,artist not found!
consonant,,,,,artist not found!
lodeck,,,,,artist not found!
nick fort,,,,,artist not found!
emperor,,,,,artist not found!
sounds,,,,,artist not found!
fritz ostermayer,,,,,artist not found!
frank black & the catholics,,,,,artist not found!
sascha funke,,,,,artist not found!
beulah,Yoko,"Sep 9, 2003",84,8.8,
beulah,The Coast Is Never Clear,"Sep 11, 2001",82,8.7,
the silver mt. zion memorial orchestra & tra la la band with choir,,,,,artist not found!
phantom tollbooth,,,,,artist not found!
villalobos,,,,,artist not found!
nymphomatriarch,,,,,artist not found!
thor,Mia and the White Lion,"Apr 12, 2019",52,6.2,
stars as eyes,,,,,artist not found!
"danger mouse, jemini",,,,,artist not found!
immortal technique,This Revolution,"Jun 29, 2005",36,tbd,
suntanama,,,,,artist not found!
death in vegas,Transmission,"May 27, 2016",80,tbd,
death in vegas,Trans-Love Energies,"Sep 26, 2011",72,tbd,
death in vegas,Satan's Circus,"May 24, 2005",63,7.6,
death in vegas,Scorpio Rising,"Jun 17, 2003",68,7.9,
death in vegas,The Contino Sessions,"Sep 14, 1999",80,8.1,
a trillion barnacle lapse,,,,,artist not found!
larval,,,,,artist not found!
subarachnoid space,,,,,artist not found!
archigram,,,,,artist not found!
gary lucas,Danny Says,"Sep 30, 2016",64,tbd,
gary lucas,Milan Hlavsa a Plastic People of the Universe,"Jan 18, 2002",54,tbd,
"philip jeck, main, oval, henri pousseur",,,,,artist not found!
richard x,,,,,artist not found!
push button objects,,,,,artist not found!
magic magicians,,,,,artist not found!
twin atlas,,,,,artist not found!
matt suggs,,,,,artist not found!
