artist,album,year,critic_score,user_score,comment
jo johnson,Holby City: Season 16,"Oct 15, 2013",tbd,tbd,
jo johnson,EastEnders: Season 24,"Jan 1, 2008",tbd,tbd,
jo johnson,The Bill: Season 21,"Jan 5, 2005",tbd,tbd,
jo johnson,The Bill: Season 20,"Jan 7, 2004",tbd,tbd,
jo johnson,The Bill: Season 17,"Jan 5, 2001",tbd,tbd,
jo johnson,The Bill: Season 16,"Jan 4, 2000",tbd,tbd,
jo johnson,The Bill: Season 15,"Jan 7, 1999",tbd,tbd,
jo johnson,The Bill: Season 14,"Jan 13, 1998",tbd,tbd,
jo johnson,Brookside: Season 29,"Oct 19, 1992",tbd,tbd,
karen o,Lux Prima,"Mar 15, 2019",79,8.0,
karen o,Crush Songs,"Sep 9, 2014",65,6.9,
avi buffalo,At Best Cuckold,"Sep 9, 2014",73,tbd,
avi buffalo,Avi Buffalo,"Apr 27, 2010",81,8.2,
sloan,Commonwealth,"Sep 9, 2014",74,tbd,
sloan,The Double Cross,"May 10, 2011",75,tbd,
sloan,Parallel Play,"Jun 10, 2008",75,8.2,
wara from the nbhd,,,,,artist not found!
robert plant,Carry Fire,"Oct 13, 2017",84,8.1,
robert plant,Lullaby and... The Ceaseless Roar,"Sep 9, 2014",81,7.7,
robert plant,Band of Joy,"Sep 14, 2010",80,7.8,
robert plant,Mighty Rearranger,"May 10, 2005",78,8.6,
robert plant,Dreamland,"Jul 16, 2002",73,7.8,
tricky,ununiform,"Sep 22, 2017",71,7.5,
tricky,Skilled Mechanics,"Jan 22, 2016",68,6.3,
tricky,Adrian Thaws,"Sep 8, 2014",67,7.8,
tricky,False Idols,"May 28, 2013",72,7.4,
tricky,Mixed Race,"Oct 5, 2010",64,6.6,
tricky,Knowle West Boy,"Sep 9, 2008",70,7.9,
tricky,Vulnerable,"Jun 17, 2003",60,6.8,
tricky,Blowback,"Jun 26, 2001",65,7.7,
tricky,Mission Accomplished [EP],"Feb 6, 2001",44,tbd,
aby ngana diop,,,,,artist not found!
interpol,A Fine Mess [EP],"May 17, 2019",59,7.1,
interpol,Marauder,"Aug 24, 2018",73,7.7,
interpol,El Pintor,"Sep 9, 2014",77,8.4,
interpol,Interpol,"Sep 7, 2010",66,7.5,
interpol,Our Love To Admire,"Jul 10, 2007",70,8.2,
interpol,Antics,"Sep 28, 2004",80,8.9,
interpol,Turn On The Bright Lights,"Aug 20, 2002",81,8.9,
ital,Endgame,"Sep 9, 2014",75,tbd,
ital,Dream On,"Nov 13, 2012",72,tbd,
ital,Hive Mind,"Feb 13, 2012",75,tbd,
jennifer castle,Angels of Death,"May 18, 2018",81,tbd,
jennifer castle,Pink City,"Sep 2, 2014",85,8.2,
jennifer castle,Castlemusic,"Mar 6, 2012",69,tbd,
mazes,Wooden Aquarium,"Sep 8, 2014",77,tbd,
mazes,Better Ghosts,"Nov 11, 2013",68,tbd,
mazes,Ores & Minerals,"Feb 12, 2013",76,tbd,
