artist,album,year,critic_score,user_score,comment
"ekkehard ehlers, stephan mathieu",,,,,artist not found!
molasses,,,,,artist not found!
echoboy,Giraffe,"Feb 25, 2003",71,tbd,
echoboy,Volume 2,"Nov 21, 2000",64,tbd,
echoboy,Volume 1,"May 9, 2000",76,tbd,
"dean & britta, britta phillips",,,,,artist not found!
caitlin cary,I'm Staying Out,"Apr 22, 2003",78,tbd,
"oren ambarchi, martin ng",,,,,artist not found!
steffen basho junghans,,,,,artist not found!
seiichi yamamoto,,,,,artist not found!
james william hindle,,,,,artist not found!
blues goblins,,,,,artist not found!
surface of eceon,,,,,artist not found!
console,,,,,artist not found!
worms,,,,,artist not found!
xela,,,,,artist not found!
bill hicks,American: The Bill Hicks Story,"Apr 8, 2011",55,tbd,
"air, alessandro baricco",,,,,artist not found!
faultline,,,,,artist not found!
pink anvil,,,,,artist not found!
augustus pablo,,,,,artist not found!
samus,,,,,artist not found!
the figgs,,,,,artist not found!
alpinestars,White Noise,"Feb 25, 2003",62,tbd,
aroah,,,,,artist not found!
the swords project,,,,,artist not found!
mull historical society,Wakelines,"Sep 21, 2018",76,tbd,
mull historical society,Dear Satellite,"Apr 8, 2016",70,tbd,
mull historical society,City Awakenings,"Jan 23, 2012",70,tbd,
mull historical society,This Is Hope,"Jul 19, 2004",62,tbd,
mull historical society,Us,"Mar 18, 2003",80,tbd,
tokyo sex destruction,,,,,artist not found!
ui,Answers,"Jun 24, 2003",76,tbd,
jenny toomey,,,,,artist not found!
bergheim 34,,,,,artist not found!
terry callier,,,,,artist not found!
icarus,,,,,artist not found!
pleasure forever,Alter,"May 6, 2003",75,tbd,
zongamin,,,,,artist not found!
neil michael hagerty,,,,,artist not found!
ex models,Zoo Psychology,"May 27, 2003",74,5.5,
the party of helicopters,,,,,artist not found!
stark reality,,,,,artist not found!
terre thaemlitz,,,,,artist not found!
vrttin,,,,,artist not found!
watchers,,,,,artist not found!
iditarod,,,,,artist not found!
pram,Across the Meridian,"Jul 20, 2018",74,tbd,
homunculus,,,,,artist not found!
shub niggurath,,,,,artist not found!
peter brtzmann,,,,,artist not found!
cunninlynguists,,,,,artist not found!
nobukazu takemura,10th,"Feb 18, 2003",76,tbd,
nobukazu takemura,Sign [EP],"Jan 22, 2002",76,tbd,
hawksley workman,Still Mine,"Jul 12, 2013",72,8.0,
akrobatik,,,,,artist not found!
amon dl ii,,,,,artist not found!
el guapo,,,,,artist not found!
tes,,,,,artist not found!
new wet kojak,,,,,artist not found!
yoshimi & yuka,,,,,artist not found!
hot cross,,,,,artist not found!
youngblood brass band,,,,,artist not found!
birddog,,,,,artist not found!
atom and his package,,,,,artist not found!
via tania,,,,,artist not found!
arab on radar,,,,,artist not found!
stratford 4,,,,,artist not found!
pest,,,,,artist not found!
d+,,,,,artist not found!
saboten,,,,,artist not found!
grand mal,Bad Timing,"Mar 18, 2003",69,tbd,
murder city devils,,,,,artist not found!
"mushroom, gary floyd",,,,,artist not found!
set fire to flames,,,,,artist not found!
immortal lee county killers,,,,,artist not found!
meanest man contest,,,,,artist not found!
d4,,,,,artist not found!
hanin elias,,,,,artist not found!
lenola,,,,,artist not found!
magas,,,,,artist not found!
ben harper,No Mercy in This Land,"Mar 30, 2018",70,tbd,
ben harper,Mother,"May 7, 2013",70,tbd,
ben harper,Get Up!,"Jan 29, 2013",79,7.8,
ben harper,The  Devil You Know,"Sep 18, 2012",67,tbd,
ben harper,Give Till It's Gone,"May 17, 2011",74,tbd,
ben harper,As I Call You Down,"Oct 5, 2010",63,tbd,
ben harper,Lifeline,"Aug 28, 2007",74,6.9,
ben harper,Both Sides Of The Gun,"Mar 21, 2006",69,7.9,
ben harper,Diamonds On The Inside,"Mar 11, 2003",75,8.6,
gravy train!!!!,,,,,artist not found!
"bitter, bitter weeks",,,,,artist not found!
bangs,,,,,artist not found!
red snapper,,,,,artist not found!
dwayne sodahberk,,,,,artist not found!
theoretical girls,,,,,artist not found!
super numeri,,,,,artist not found!
lab partners,,,,,artist not found!
swirlies,,,,,artist not found!
parliament,Medicaid Fraud Dogg,"May 22, 2018",77,tbd,
the moldy peaches,,,,,artist not found!
dinky,,,,,artist not found!
