artist,album,year,critic_score,user_score,comment
es,,,,,artist not found!
julian plenti,Julian Plenti Is... Skyscraper,"Aug 4, 2009",63,7.9,
sian alice group,"Troubled, Shaken Etc.","Aug 4, 2009",73,tbd,
sian alice group,59:59,"Feb 19, 2008",73,7.6,
the units,,,,,artist not found!
khanate,,,,,artist not found!
drug rug,Paint The Fence Invisible,"Jul 28, 2009",66,tbd,
mocky,,,,,artist not found!
kiila,,,,,artist not found!
boxcutter,The Dissolve,"Apr 25, 2011",78,tbd,
soap & skin,,,,,artist not found!
amazing baby,Rewild,"Jun 23, 2009",68,5.1,
chris garneau,,,,,artist not found!
blue roses,Blue Roses,"Jul 21, 2009",73,tbd,
oumou sangar,,,,,artist not found!
felix da housecat,He Was King,"Aug 25, 2009",63,tbd,
felix da housecat,Devin Dazzle And The Neon Fever,"May 25, 2004",73,8.7,
felix da housecat,Kittenz And Thee Glitz,"Jan 22, 2002",78,tbd,
miss derringer,,,,,artist not found!
wheat,Everyday I Said A Prayer For Kathy And Made A One Inch Square,"May 22, 2007",59,6.8,
wheat,"Per Second, Per Second, Per Second... Every Second","Nov 4, 2003",66,tbd,
pp bradock,,,,,artist not found!
foreign born,Person To Person,"Jun 23, 2009",71,tbd,
howling bells,Heartstrings,"Jun 10, 2014",69,7.3,
howling bells,The Loudest Engine,"Sep 12, 2011",59,tbd,
howling bells,Radio Wars,"Jul 28, 2009",67,7.2,
eugene mcguinness,Chroma,"Jul 7, 2014",63,tbd,
eugene mcguinness,Eugene Mcguinness,"Jun 23, 2009",70,tbd,
the fiery furnaces,I'm Going Away,"Jul 21, 2009",76,8.8,
the fiery furnaces,Remember [Live],"Aug 19, 2008",67,tbd,
the fiery furnaces,Widow City,"Oct 9, 2007",70,7.8,
the fiery furnaces,Bitter Tea,"Apr 18, 2006",69,8.8,
the fiery furnaces,Rehearsing My Choir,"Oct 25, 2005",63,7.9,
the fiery furnaces,Blueberry Boat,"Jul 13, 2004",70,8.3,
the fiery furnaces,Gallowsbird's Bark,"Sep 23, 2003",77,8.0,
greg davis,Justice League Heroes (DS),"Oct 17, 2006",43,6.3,
greg davis,Marvel Nemesis: Rise of the Imperfects (DS),"Oct 11, 2005",34,6.1,
willie isz,Georgiavania,"Jun 30, 2009",77,tbd,
talbot tagora,Lessons In The Woods Or A City,"Jul 21, 2009",74,tbd,
our brother the native,,,,,artist not found!
magnolia electric co.,Josephine,"Jul 21, 2009",78,8.3,
magnolia electric co.,Sojourner,"Aug 7, 2007",82,7.8,
magnolia electric co.,Fading Trails,"Sep 12, 2006",73,tbd,
magnolia electric co.,What Comes After The Blues,"Apr 5, 2005",74,8.2,
magnolia electric co.,Trials & Errors,"Jan 18, 2005",79,7.8,
lights,Siberia,"Oct 4, 2011",72,8.6,
lights,Rites,"Jul 21, 2009",77,5.5,
the pine hill haints,,,,,artist not found!
riceboy sleeps,,,,,artist not found!
starlight mints,Drowaton,"Apr 25, 2006",75,8.3,
starlight mints,Built On Squares,"May 20, 2003",79,7.5,
suffocation,...Of the Dark Light,"Jun 9, 2017",72,tbd,
steve bug,,,,,artist not found!
lord cut glass,,,,,artist not found!
pisces,,,,,artist not found!
bergraven,,,,,artist not found!
baby teeth,,,,,artist not found!
sarah borges and the broken singles,,,,,artist not found!
babatunde olatunji,The End of the Road,"Apr 27, 2001",35,tbd,
lacrosse,,,,,artist not found!
the legends,,,,,artist not found!
vega,,,,,artist not found!
malcolm middleton,Summer of '13,"May 27, 2016",65,tbd,
malcolm middleton,Music and Words,"Dec 15, 2014",60,tbd,
malcolm middleton,Human Don't Be Angry,"Apr 24, 2012",68,tbd,
malcolm middleton,Waxing Gibbous,"Aug 11, 2009",77,tbd,
malcolm middleton,A Brighter Beat,"Feb 26, 2007",77,tbd,
discovery,LP,"Jul 14, 2009",63,7.1,
the minus 5,Of Monkees & Men,"Aug 19, 2016",76,tbd,
the minus 5,Dungeon Golds,"Mar 10, 2015",76,tbd,
the minus 5,The Minus 5 [The Gun Album],"Feb 7, 2006",75,8.7,
the minus 5,Down With Wilco,"Feb 25, 2003",72,7.3,
the minus 5,Let The War Against Music Begin,"Feb 27, 2001",77,tbd,
tiny vipers,Life On Earth,"Jul 7, 2009",68,8.3,
ministry of sound,,,,,artist not found!
sister suvi,,,,,artist not found!
martin carr,The Human Body,"Oct 12, 2001",81,tbd,
royal city,Gathering,"Sep 22, 2017",88,6.6,
royal city,Little Heart's Ease,"Jun 8, 2004",71,tbd,
street sweeper social club,Street Sweeper Social Club,"Jun 16, 2009",56,7.1,
uuvvwwz,UUVVWWZ,"Jul 7, 2009",66,tbd,
the mars volta,Noctourniquet,"Mar 27, 2012",72,8.2,
the mars volta,Octahedron,"Jun 23, 2009",66,8.0,
the mars volta,The Bedlam In Goliath,"Jan 29, 2008",66,8.4,
the mars volta,Amputechture,"Sep 12, 2006",61,8.3,
the mars volta,Scab Dates,"Nov 8, 2005",58,7.2,
the mars volta,Frances The Mute,"Mar 1, 2005",75,8.4,
the mars volta,De-Loused In The Comatorium,"Jun 24, 2003",82,8.9,
cage,Depart From Me,"Jul 7, 2009",69,8.3,
rock plaza central,,,,,artist not found!
yahowha 13,,,,,artist not found!
hello seahorse!,,,,,artist not found!
land of kush,,,,,artist not found!
so many dynamos,The Loud Wars,"Jun 9, 2009",70,8.0,
the present,,,,,artist not found!
sunset rubdown,Dragonslayer,"Jun 23, 2009",81,8.7,
sunset rubdown,Random Spirit Lover,"Oct 9, 2007",76,8.8,
sunset rubdown,Shut Up I Am Dreaming,"May 2, 2006",81,8.7,
spinnerette,Spinnerette,"Jun 23, 2009",66,8.5,
the paper chase,"Someday This Could All Be Yours, Vol. 1","May 26, 2009",59,8.6,
the paper chase,Now You Are One Of Us,"Jun 6, 2006",81,8.5,
the paper chase,God Bless Your Black Heart,"Jun 8, 2004",73,8.0,
noisettes,Wild Young Hearts,"Sep 22, 2009",74,7.0,
larry jon wilson,,,,,artist not found!
sholi,Sholi,"Feb 17, 2009",70,tbd,
finale,,,,,artist not found!
psapp,The Camel's Back,"Feb 17, 2009",72,tbd,
