artist,album,year,critic_score,user_score,comment
noxagt,,,,,artist not found!
kaki king,Glow,"Oct 9, 2012",68,tbd,
kaki king,Junior,"Apr 13, 2010",72,7.7,
kaki king,Dreaming Of Revenge,"Mar 11, 2008",72,8.5,
sean lennon,Take Me to the Land of Hell,"Sep 24, 2013",79,8.7,
sean lennon,Mystical Weapons,"Jan 15, 2013",76,tbd,
sean lennon,Acoustic Sessions,"Oct 25, 2010",53,tbd,
sean lennon,Friendly Fire,"Oct 3, 2006",68,8.4,
canada,,,,,artist not found!
mansun,,,,,artist not found!
jet,Shaka Rock,"Aug 25, 2009",51,5.4,
jet,Shine On,"Oct 3, 2006",62,5.9,
jet,Get Born,"Oct 7, 2003",70,7.2,
hell on wheels,,,,,artist not found!
the changes,,,,,artist not found!
the fix,,,,,artist not found!
ike yard,,,,,artist not found!
marble valley,,,,,artist not found!
sparklehorse,Dreamt For Light Years In The Belly Of A Mountain,"Sep 26, 2006",78,8.2,
sparklehorse,It's a Wonderful Life,"Aug 28, 2001",81,8.6,
radio citizen,,,,,artist not found!
dani siciliano,Slappers,"Sep 5, 2006",77,tbd,
paul schneider,The Daughter,"Jan 27, 2017",62,7.2,
paul schneider,Rules Don't Apply,"Nov 23, 2016",60,5.6,
paul schneider,Café Society,"Jul 15, 2016",64,6.6,
paul schneider,Goodbye to All That,"Dec 17, 2014",62,7.0,
paul schneider,Beloved,"Aug 17, 2012",55,6.5,
paul schneider,The Babymakers,"Aug 3, 2012",30,tbd,
paul schneider,The Flowers of War,"Dec 21, 2011",46,7.1,
paul schneider,Water for Elephants,"Apr 22, 2011",52,6.9,
paul schneider,Bright Star,"Sep 16, 2009",81,6.7,
paul schneider,Lars and the Real Girl,"Oct 12, 2007",70,8.2,
paul schneider,The Assassination of Jesse James by the Coward Robert Ford,"Sep 21, 2007",68,tbd,
paul schneider,Live Free or Die,"Mar 30, 2007",tbd,7.1,
paul schneider,The Family Stone,"Dec 16, 2005",56,tbd,
paul schneider,Elizabethtown,"Oct 14, 2005",45,6.1,
paul schneider,All the Real Girls,"Feb 14, 2003",71,6.7,
paul schneider,George Washington,"Oct 27, 2000",82,7.4,
seor coconut,,,,,artist not found!
now it's overhead,,,,,artist not found!
the black neon,,,,,artist not found!
alexi murdoch,Lionheart: Legacy of the Crusader (PC),"Aug 13, 2003",57,7.3,
the sleepy jackson,"Personality (One Was A Spider, One Was A Bird)","Jul 25, 2006",73,8.5,
the sleepy jackson,Lovers,"Jul 29, 2003",79,8.2,
sol seppy,,,,,artist not found!
candy bars,,,,,artist not found!
"acid mothers temple, the melting paraiso u.f.o.",,,,,artist not found!
spencer dickinson,,,,,artist not found!
missy elliott,Iconology [EP],"Aug 23, 2019",73,6.4,
missy elliott,The Cookbook,"Jul 5, 2005",74,8.5,
missy elliott,This Is Not A Test!,"Nov 25, 2003",79,8.9,
missy elliott,Under Construction,"Nov 12, 2002",81,8.9,
missy elliott,Miss E... So Addictive,"May 15, 2001",89,8.6,
gosling,,,,,artist not found!
channels,,,,,artist not found!
scanners,,,,,artist not found!
uzeda,,,,,artist not found!
the capitol years,Let Them Drink,"Mar 8, 2005",72,8.6,
peeping tom,Peeping Tom,"May 30, 2006",64,8.5,
tap tap,,,,,artist not found!
pony up!,,,,,artist not found!
roman candle,,,,,artist not found!
the citizens,Are We There Yet?,"Sep 1, 2004",73,8.9,
the little ones,Morning Tide,"Oct 7, 2008",60,tbd,
the tyde,Three's Co.,"Aug 29, 2006",62,tbd,
the tyde,Twice,"Jun 17, 2003",79,tbd,
the life force trio,,,,,artist not found!
the kingdom,,,,,artist not found!
purified in blood,,,,,artist not found!
radio birdman,,,,,artist not found!
brian posehn,Captain Underpants: The First Epic Movie,"Jun 2, 2017",69,6.9,
brian posehn,Uncle Nick,"Dec 4, 2015",36,5.4,
brian posehn,Hell and Back,"Oct 2, 2015",tbd,6.9,
brian posehn,Knights of Badassdom,"Jan 21, 2014",56,5.2,
brian posehn,The Five-Year Engagement,"Apr 27, 2012",62,6.2,
brian posehn,Smiley Face,"Nov 16, 2007",71,5.8,
brian posehn,Fantastic Four: Rise of the Silver Surfer,"Jun 15, 2007",45,6.6,
brian posehn,Surf's Up,"Jun 8, 2007",64,8.5,
brian posehn,Sleeping Dogs Lie,"Oct 20, 2006",63,6.2,
brian posehn,Sarah Silverman: Jesus Is Magic,"Nov 11, 2005",63,5.9,
brian posehn,The Comedians of Comedy,"Nov 11, 2005",46,7.3,
brian posehn,The Devil's Rejects,"Jul 22, 2005",53,6.2,
brian posehn,Grind,"Aug 15, 2003",30,8.8,
the grates,,,,,artist not found!
the village green,,,,,artist not found!
pajo,1968,"Aug 22, 2006",73,tbd,
pajo,Pajo,"Jun 28, 2005",80,8.7,
code of honor,,,,,artist not found!
memphis,I Dreamed We Fell Apart,"Sep 21, 2004",67,tbd,
