artist,album,year,critic_score,user_score,comment
joan as police woman,Let It Be You,"Oct 21, 2016",65,tbd,
joan as police woman,The Classic,"Mar 11, 2014",70,tbd,
joan as police woman,The Deep Field,"Apr 12, 2011",70,7.3,
joan as police woman,To Survive,"Jun 10, 2008",76,8.2,
fredrik,,,,,artist not found!
beastie boys,Guitar Hero 5 (PS3),"Sep 1, 2009",86,5.8,
beastie boys,Guitar Hero 5 (X360),"Sep 1, 2009",85,6.9,
beastie boys,Guitar Hero 5 (WII),"Sep 1, 2009",89,7.0,
beastie boys,Guitar Hero 5 (PS2),"Sep 1, 2009",71,2.5,
cat's eyes,,,,,artist not found!
michael chapman,True North,"Feb 8, 2019",82,6.4,
michael chapman,50,"Jan 20, 2017",82,tbd,
michael chapman,Fish,"Sep 25, 2015",86,tbd,
michael chapman,Fully Qualified Survivor,"Feb 22, 2011",96,4.8,
grails,Chalice Hymnal,"Feb 17, 2017",78,tbd,
grails,Deep Politics,"Mar 8, 2011",81,tbd,
grails,Doomsdayer's Holiday,"Oct 7, 2008",82,7.4,
snowman,,,,,artist not found!
jason forrest,Shamelessly Exciting,"Oct 11, 2005",75,tbd,
zomes,Time Was,"Apr 16, 2013",64,tbd,
zomes,Improvisations,"Jan 23, 2012",74,tbd,
zomes,Earth Grid,"Apr 12, 2011",59,tbd,
fleet foxes,First Collection 2006-2009 [Box Set],"Nov 9, 2018",89,tbd,
fleet foxes,Crack-Up,"Jun 16, 2017",81,8.2,
fleet foxes,Helplessness Blues,"May 3, 2011",85,8.8,
fleet foxes,Fleet Foxes,"Jun 3, 2008",87,8.8,
blueprint,Adventures in Counter Culture,"Apr 5, 2011",77,tbd,
blueprint,1988,"Mar 29, 2005",83,8.0,
james pants,James Pants,"May 3, 2011",72,tbd,
james pants,Welcome,"May 27, 2008",62,tbd,
i'm from barcelona,,,,,artist not found!
del the funky homosapien,Attractive Sin,"Jun 19, 2012",69,tbd,
del the funky homosapien,Golden Era,"Apr 19, 2011",76,tbd,
del the funky homosapien,Eleventh Hour,"Mar 11, 2008",69,7.4,
stricken city,,,,,artist not found!
thao & mirah,,,,,artist not found!
the donkeys,Ride the Black Wave,"Jun 3, 2014",68,tbd,
the donkeys,Born with Stripes,"Apr 26, 2011",74,tbd,
the donkeys,Living On The Other Side,"Sep 9, 2008",67,tbd,
about group,Between the Walls,"Jul 2, 2013",66,tbd,
about group,Start and Complete,"Apr 26, 2011",60,tbd,
acid house kings,Music Sounds Better With You,"Mar 22, 2011",81,8.3,
chain and the gang,,,,,artist not found!
figurines,Figurines,"Apr 12, 2011",61,tbd,
figurines,When The Deer Wore Blue,"Sep 11, 2007",62,7.8,
figurines,Skeleton,"Mar 7, 2006",76,8.0,
mf doom,Expektoration (Live),"Sep 14, 2010",61,7.0,
mf doom,MM..Food,"Nov 16, 2004",81,8.8,
max b,,,,,artist not found!
gatto fritto,,,,,artist not found!
tv ghost,,,,,artist not found!
jonny,Jonny,"Jan 31, 2011",74,tbd,
southeast engine,Canary,"Mar 29, 2011",82,tbd,
southeast engine,From The Forest To The Sea,"Feb 17, 2009",84,8.8,
guillemots,Walk the River,"Apr 18, 2011",68,8.2,
guillemots,Red,"Mar 24, 2008",60,6.9,
guillemots,Through The Windowpane,"Jul 10, 2006",81,8.7,
o'death,,,,,artist not found!
family portrait,,,,,artist not found!
the head and the heart,Signs of Light,"Sep 9, 2016",62,tbd,
the head and the heart,Let's Be Still,"Oct 15, 2013",72,8.4,
the head and the heart,The  Head and the Heart,"Apr 16, 2011",62,8.5,
jamaica,Ventura,"Apr 1, 2014",77,tbd,
ponytail,Do Whatever You Want All the Time,"Apr 12, 2011",73,tbd,
ponytail,Ice Cream Spiritual,"Jun 17, 2008",82,6.9,
the low anthem,The Salt Doll Went to Measure the Depth of the Sea,"Feb 23, 2018",78,tbd,
the low anthem,Eyeland,"Jun 17, 2016",67,tbd,
the low anthem,Smart Flesh,"Feb 22, 2011",76,8.5,
the low anthem,"Oh My God, Charlie Darwin","Jun 9, 2009",80,8.5,
starfucker,Reptilians,"Mar 8, 2011",71,7.8,
starfucker,Starfucker,"Sep 23, 2008",65,8.9,
quintron,Sucre du Sauvage,"Apr 12, 2011",72,tbd,
vivian girls,Memory,"Sep 20, 2019",82,tbd,
vivian girls,Share the Joy,"Apr 12, 2011",67,tbd,
vivian girls,Everything Goes Wrong,"Sep 8, 2009",66,6.4,
vivian girls,Vivian Girls,"Sep 30, 2008",80,7.3,
glasvegas,Later...When the TV Turns To Static,"Sep 3, 2013",61,6.8,
glasvegas,Euphoric Heartbreak,"Apr 4, 2011",58,8.2,
glasvegas,Glasvegas,"Jan 6, 2009",74,7.4,
glasvegas,A Snowflake Fell (And It Felt Like A Kiss),"Dec 1, 2008",77,7.7,
jason isbell and the 400 unit,Live from the Ryman,"Oct 19, 2018",77,tbd,
jason isbell and the 400 unit,The Nashville Sound,"Jun 16, 2017",82,7.7,
jason isbell and the 400 unit,Live from Alabama,"Nov 19, 2012",85,tbd,
jason isbell and the 400 unit,Here We Rest,"Apr 12, 2011",76,8.2,
jason isbell and the 400 unit,Jason Isbell And The 400 Unit,"Feb 17, 2009",70,8.4,
maritime,Magnetic Bodies/Maps of Bones,"Oct 16, 2015",75,tbd,
maritime,Human Hearts,"Apr 5, 2011",75,tbd,
maritime,We The Vehicles,"Apr 18, 2006",80,8.8,
maritime,Glass Floor,"Jun 1, 2004",60,7.8,
j.rocc,,,,,artist not found!
chris forsyth,All Time Present,"Apr 12, 2019",84,tbd,
chris forsyth,Solar Motel,"Oct 29, 2013",84,tbd,
"the flaming lips, neon indian",,,,,artist not found!
the death set,Michel Poiccard,"Mar 15, 2011",68,tbd,
the death set,Worldwide,"Apr 22, 2008",71,tbd,
unkle,"The Road, Pt. 2: Lost Highway","Mar 29, 2019",64,6.8,
unkle,"The Road, Vol. 1","Aug 18, 2017",71,7.6,
unkle,Where Did The Night Fall,"May 11, 2010",68,8.4,
unkle,End Titles: Stories For Film,"Sep 2, 2008",56,8.4,
unkle,War Stories,"Jul 24, 2007",61,8.3,
unkle,Never Never Land,"Oct 26, 2004",66,8.1,
josh t. pearson,,,,,artist not found!
those darlins,Blur the Line,"Oct 1, 2013",68,tbd,
those darlins,Screws Get Loose,"Mar 29, 2011",76,tbd,
the sandwitches,,,,,artist not found!
