artist,album,year,critic_score,user_score,comment
aziz ansari,Conan (2010): Season 6,"Nov 9, 2015",tbd,4.8,
aziz ansari,Master of None: Season 1,"Nov 6, 2015",91,7.7,
aziz ansari,Bob's Burgers: Season 6,"Sep 27, 2015",tbd,8.1,
aziz ansari,The Tonight Show Starring Jimmy Fallon: Season 3,"Sep 21, 2015",tbd,tbd,
aziz ansari,Late Show with Stephen Colbert: Season 1,"Sep 8, 2015",72,5.8,
aziz ansari,Parks and Recreation: Season 7,"Jan 13, 2015",tbd,8.3,
aziz ansari,Conan (2010): Season 5,"Nov 3, 2014",tbd,tbd,
aziz ansari,Bob's Burgers: Season 5,"Oct 5, 2014",tbd,8.2,
aziz ansari,The Tonight Show Starring Jimmy Fallon: Season 2,"Sep 22, 2014",tbd,tbd,
aziz ansari,The View: Season 18,"Sep 15, 2014",60,3.1,
aziz ansari,Conan (2010): Season 4,"Nov 4, 2013",tbd,4.8,
aziz ansari,Bob's Burgers: Season 4,"Sep 29, 2013",tbd,8.3,
aziz ansari,Parks and Recreation: Season 6,"Sep 26, 2013",tbd,8.5,
aziz ansari,Parks and Recreation: Season 1,"Mar 6, 2013",58,7.8,
aziz ansari,Parks and Recreation: Season 5,"Sep 20, 2012",tbd,8.9,
aziz ansari,The View: Season 16,"Sep 4, 2012",tbd,tbd,
aziz ansari,Jimmy Kimmel Live: Season 10,"Jan 4, 2012",tbd,tbd,
aziz ansari,Conan (2010): Season 2,"Nov 7, 2011",tbd,6.9,
aziz ansari,Parks and Recreation: Season 4,"Sep 22, 2011",tbd,8.7,
aziz ansari,The View: Season 15,"Sep 6, 2011",tbd,tbd,
aziz ansari,Parks and Recreation: Season 3,"Jan 20, 2011",83,8.9,
aziz ansari,Bob's Burgers: Season 1,"Jan 9, 2011",54,6.6,
aziz ansari,Conan (2010): Season 1,"Nov 8, 2010",64,8.6,
aziz ansari,Parks and Recreation: Season 2,"Sep 17, 2009",71,8.7,
portastatic,Be Still Please,"Oct 10, 2006",81,7.5,
portastatic,Who Loves The Sun OST,"Jun 6, 2006",67,tbd,
portastatic,Bright Ideas,"Aug 23, 2005",83,8.3,
portastatic,Autumn Was A Lark,"Oct 7, 2003",64,tbd,
portastatic,Summer Of The Shark,"Apr 8, 2003",81,tbd,
kaito,band red,"May 20, 2003",82,tbd,
"roy montgomery, grouper",,,,,artist not found!
underworld vs. the misterons,,,,,artist not found!
robin guthrie,Continental,"May 16, 2006",64,tbd,
robin guthrie,Imperial,"May 6, 2003",68,tbd,
"the flaming lips, stardeath and white dwarfs",,,,,artist not found!
freedy johnston,Rain On The City,"Jan 12, 2010",79,8.8,
apse,Climb Up,"Nov 10, 2009",57,tbd,
apse,Spirit,"Aug 19, 2008",79,tbd,
lou reed,Lulu,"Nov 1, 2011",45,2.3,
lou reed,Berlin: Live At St. Ann's Warehouse [Live],"Nov 4, 2008",70,7.5,
lou reed,Animal Serenade,"Mar 23, 2004",71,8.6,
lou reed,The Raven,"Jan 28, 2003",54,8.4,
lou reed,Ecstasy,"Apr 4, 2000",69,7.9,
immortal,Northern Chaos Gods,"Jul 6, 2018",78,tbd,
jason boesel,,,,,artist not found!
bonny billy and the picket line,,,,,artist not found!
james husband,,,,,artist not found!
luigi archetti & bo wiget,,,,,artist not found!
oh no ono,Eggs,"Jan 26, 2010",73,7.7,
imaad wasif,Anarchic Breezes,"May 21, 2013",72,tbd,
imaad wasif,The Voidist,"Oct 13, 2009",75,tbd,
imaad wasif,Imaad Wasif,"Apr 11, 2006",56,tbd,
klimek,,,,,artist not found!
young money,Rise of an Empire,"Mar 11, 2014",55,5.8,
young money,We Are Young Money,"Dec 21, 2009",63,5.0,
24 carat black,,,,,artist not found!
laarks,,,,,artist not found!
doom,Unexpected Guests,"Nov 3, 2009",65,tbd,
doom,Born Like This,"Mar 24, 2009",77,8.6,
the mayfair set,,,,,artist not found!
eliane radigue,,,,,artist not found!
bell orchestre,As Seen Through Windows,"Mar 10, 2009",76,7.3,
bell orchestre,Recording A Tape The Colour Of The Light,"Nov 15, 2005",74,8.1,
redshape,,,,,artist not found!
eugene mirman,Bob's Burgers: Season 10,"Sep 29, 2019",tbd,tbd,
eugene mirman,Bob's Burgers: Season 9,"Sep 30, 2018",tbd,5.7,
eugene mirman,Bob's Burgers: Season 8,"Oct 1, 2017",tbd,7.3,
eugene mirman,Bob's Burgers: Season 7,"Sep 25, 2016",tbd,8.4,
eugene mirman,Last Call with Carson Daly: Season 16,"Sep 7, 2016",tbd,tbd,
eugene mirman,Last Week Tonight with John Oliver: Season 3,"Feb 14, 2016",tbd,7.3,
eugene mirman,Bob's Burgers: Season 6,"Sep 27, 2015",tbd,8.1,
eugene mirman,Bob's Burgers: Season 5,"Oct 5, 2014",tbd,8.2,
eugene mirman,Late Night with Seth Meyers: Season 1,"Feb 25, 2014",61,3.2,
eugene mirman,Bob's Burgers: Season 4,"Sep 29, 2013",tbd,8.3,
eugene mirman,Archer: Season 4,"Jan 17, 2013",79,9.0,
eugene mirman,Conan (2010): Season 3,"Nov 5, 2012",tbd,8.2,
eugene mirman,Bob's Burgers: Season 3,"Sep 30, 2012",tbd,8.1,
eugene mirman,Bob's Burgers: Season 2,"Mar 11, 2012",78,8.4,
eugene mirman,Delocated: Season 3,"Feb 2, 2012",tbd,tbd,
eugene mirman,Bob's Burgers: Season 1,"Jan 9, 2011",54,6.6,
eugene mirman,Delocated: Season 2,"Aug 22, 2010",tbd,tbd,
eugene mirman,Delocated: Season 1,"Feb 12, 2009",tbd,8.4,
eugene mirman,Flight of the Conchords: Season 2,"Jan 18, 2009",80,7.3,
eugene mirman,Comedy Central Presents: Season 12,"Jan 11, 2008",tbd,tbd,
eugene mirman,Flight of the Conchords: Season 1,"Jun 17, 2007",68,9.1,
eugene mirman,Aqua Teen Hunger Force: Season 4,"Dec 4, 2005",tbd,9.2,
eugene mirman,"Lucy, The Daughter of the Devil: Season 1","Oct 30, 2005",tbd,tbd,
joakim,Tropics of Love,"May 26, 2014",76,tbd,
joakim,Milky Ways,"Sep 15, 2009",76,tbd,
ahleuchatistas,,,,,artist not found!
