artist,album,year,critic_score,user_score,comment
martha wainwright,Come Home To Mama,"Oct 16, 2012",76,tbd,
martha wainwright,I Know You're Married But I've Got Feelings Too,"Jun 10, 2008",77,8.1,
martha wainwright,Martha Wainwright,"Apr 12, 2005",80,8.8,
tracey thorn,Record,"Mar 2, 2018",77,6.4,
tracey thorn,Solo: Songs and Collaborations 1982-2015,"Nov 13, 2015",73,tbd,
tracey thorn,Tinsel And Lights,"Oct 30, 2012",76,tbd,
tracey thorn,Love And Its Opposite,"May 18, 2010",77,7.8,
tracey thorn,Out Of The Woods,"Mar 20, 2007",76,8.4,
egyptian hip hop,,,,,artist not found!
sweet valley,,,,,artist not found!
"neil young, crazy horse",,,,,artist not found!
cody chesnutt,My Love Divine Degree,"Jun 2, 2017",75,tbd,
cody chesnutt,Landing On A Hundred,"Oct 30, 2012",80,tbd,
grmln,Soon Away,"Sep 16, 2014",70,tbd,
grmln,Empire,"Jun 4, 2013",63,tbd,
grmln,Explore [EP],"Oct 22, 2012",60,tbd,
matthew friedberger,Matricidal Sons Of Bitches,"Oct 30, 2012",50,tbd,
matthew friedberger,Winter Women / Holy Ghost Language School,"Aug 8, 2006",61,8.3,
chad valley,Young Hunger,"Oct 30, 2012",70,tbd,
chad valley,Equatorial Ultravox,"Jun 21, 2011",74,tbd,
diamond rings,Free Dimensional,"Oct 22, 2012",65,7.5,
diamond rings,Special Affections,"Jun 21, 2011",83,7.7,
"oren ambarchi, robin fox",,,,,artist not found!
the luyas,Animator,"Oct 16, 2012",68,tbd,
the luyas,Too Beautiful to Work,"Feb 22, 2011",68,tbd,
born gold,,,,,artist not found!
dark dark dark,Who Needs Who,"Oct 2, 2012",78,tbd,
dark dark dark,Wild Go,"Oct 5, 2010",69,tbd,
the secret,,,,,artist not found!
laurie spiegel,The Serengeti Rules,"May 10, 2019",82,tbd,
julie doiron,I Can Wonder What You Did with Your Day,"Mar 10, 2009",71,tbd,
julie doiron,Woke Myself Up,"Jan 23, 2007",75,tbd,
yakuza,Beyul,"Oct 16, 2012",72,tbd,
god seed,,,,,artist not found!
talk normal,Sunshine,"Oct 23, 2012",73,tbd,
jason molina,"Let Me Go, Let Me Go, Let Me Go","Aug 22, 2006",67,tbd,
jason molina,Pyramid Electric Co.,"Jan 20, 2004",82,7.7,
prince paul,Throwback to the Future,"Oct 7, 2016",69,tbd,
prince paul,Politics Of The Business,"May 6, 2003",65,tbd,
times new viking,Dancer Equired,"Apr 26, 2011",73,5.0,
times new viking,Born Again Revisited,"Sep 22, 2009",68,4.8,
times new viking,Stay Awake [EP],"Oct 21, 2008",82,tbd,
race horses,,,,,artist not found!
cee lo green,Heart Blanche,"Nov 13, 2015",57,5.1,
cee lo green,Cee Lo's Magic Moment,"Oct 30, 2012",63,tbd,
cee lo green,The Lady Killer,"Nov 9, 2010",80,7.7,
cee lo green,Cee-Lo Green Is The Soul Machine,"Mar 2, 2004",86,8.8,
jason lytle,Department of Disappearance,"Oct 16, 2012",71,8.4,
jason lytle,I Heart California,"Jul 13, 2010",61,tbd,
jason lytle,"Yours Truly, The Commuter","May 19, 2009",67,8.1,
zodiac,,,,,artist not found!
pinback,Information Retrieved,"Oct 16, 2012",72,tbd,
pinback,Autumn of the Seraphs,"Sep 11, 2007",79,7.9,
pinback,Summer In Abaddon,"Oct 12, 2004",73,8.8,
rudi zygadlo,Tragicomedies,"Sep 18, 2012",78,tbd,
letting up despite great faults,,,,,artist not found!
daphni,Joli Mai,"Nov 3, 2017",78,tbd,
daphni,Fabriclive 93,"Jul 21, 2017",80,tbd,
daphni,Jiaolong,"Oct 16, 2012",76,8.0,
two fingers,Stunt Rhythms,"Oct 9, 2012",76,tbd,
two fingers,Two Fingers,"Apr 14, 2009",69,8.6,
earlimart,System Preferences,"Oct 16, 2012",66,tbd,
earlimart,Hymn and Her,"Jul 1, 2008",77,tbd,
earlimart,Mentor Tormentor,"Aug 21, 2007",66,8.4,
earlimart,Treble & Tremble,"Sep 28, 2004",65,8.5,
ben gibbard,Bandwagonesque,"Jul 28, 2017",79,7.4,
car bomb,,,,,artist not found!
converge,The Dusk in Us,"Nov 3, 2017",89,7.7,
converge,All We Love We Leave Behind,"Oct 9, 2012",88,8.8,
converge,Axe To Fall,"Oct 20, 2009",77,8.8,
sabbath assembly,,,,,artist not found!
ladyhawk,Shots,"Mar 4, 2008",67,7.5,
fabulous diamonds,,,,,artist not found!
night moves,Can You Really Find Me,"Jun 28, 2019",77,8.2,
night moves,Pennied Days,"Mar 25, 2016",74,8.9,
night moves,Colored Emotions,"Oct 16, 2012",68,8.5,
shed,The Killer,"Aug 14, 2012",75,tbd,
a.c. newman,Brill Bruisers,"Aug 26, 2014",79,8.4,
a.c. newman,Shut Down The Streets,"Oct 9, 2012",74,8.4,
a.c. newman,Get Guilty,"Jan 20, 2009",73,7.2,
a.c. newman,The Slow Wonder,"Jun 8, 2004",80,8.6,
royal t,Rinse Presents: Royal-T,"Sep 11, 2012",79,tbd,
chrome canyon,Elemental Themes,"Oct 9, 2012",69,tbd,
lord huron,Vide Noir,"Apr 20, 2018",71,8.2,
lord huron,Strange Trails,"Apr 7, 2015",74,8.4,
lord huron,Lonesome Dreams,"Oct 9, 2012",68,8.9,
weapon,,,,,artist not found!
maserati,Rehumanizer,"Oct 30, 2015",68,tbd,
maserati,Maserati VII,"Oct 2, 2012",78,tbd,
maserati,Pyramid of the Sun,"Nov 9, 2010",67,tbd,
taken by trees,Other Worlds,"Oct 2, 2012",78,tbd,
taken by trees,East Of Eden,"Sep 8, 2009",82,8.1,
sensations' fix,,,,,artist not found!
young smoke,Space Zone,"Oct 2, 2012",75,tbd,
seapony,Go With Me,"May 31, 2011",62,tbd,
sun airway,Soft Fall,"Oct 2, 2012",74,tbd,
sun airway,Nocturne of Exploded Crystal Chandelier,"Oct 25, 2010",71,tbd,
sarin smoke,,,,,artist not found!
terror danjah,The Dark Crawler,"Oct 16, 2012",71,tbd,
the hood internet,Feat,"Oct 2, 2012",54,tbd,
patrick wolf,Sundark and Riverlight,"Sep 25, 2012",66,tbd,
patrick wolf,Lupercalia,"May 30, 2011",72,7.6,
patrick wolf,The Bachelor,"Aug 11, 2009",71,6.4,
patrick wolf,The Magic Position,"May 1, 2007",82,8.7,
patrick wolf,Wind In The Wires,"Mar 15, 2005",80,8.8,
mark eitzel,Hey Mr Ferryman,"Jan 27, 2017",80,7.1,
mark eitzel,Don't Be a Stranger,"Oct 2, 2012",77,tbd,
mark eitzel,Candy Ass,"Oct 4, 2005",51,tbd,
mark eitzel,Music for Courage and Confidence,"Apr 23, 2002",61,tbd,
mark eitzel,The Invisible Man,"May 22, 2001",75,tbd,
tilly and the wall,Heavy Mood,"Oct 2, 2012",62,7.0,
tilly and the wall,O,"Jun 17, 2008",70,8.3,
weird weeds,,,,,artist not found!
 thurston moore,,,,,artist not found!
levek,Look a Little Closer,"Sep 25, 2012",73,tbd,
valgeir sigursson,,,,,artist not found!
n sensae,,,,,artist not found!
sera cahoone,From Where I Started,"Mar 24, 2017",81,tbd,
sera cahoone,Deer Creek Canyon,"Sep 24, 2012",79,tbd,
"oneohtrix point never, rene hell",,,,,artist not found!
melody's echo chamber,,,,,artist not found!
tussle,Tempest,"Oct 16, 2012",69,tbd,
tussle,Cream Cuts,"Aug 26, 2008",72,7.8,
robert hood,DJ-Kicks,"Nov 30, 2018",70,tbd,
