artist,album,year,critic_score,user_score,comment
king krule,The Ooz,"Oct 13, 2017",80,8.1,
king krule,6 Feet Beneath the Moon,"Aug 27, 2013",77,8.5,
king krule,King Krule [EP],"Nov 8, 2011",73,8.8,
vieux farka tour,,,,,artist not found!
modern hut,Generic Treasure,"Aug 6, 2013",45,tbd,
venom p. stinger,,,,,artist not found!
party supplies,,,,,artist not found!
shigeto,The New Monday,"Oct 6, 2017",72,tbd,
shigeto,Intermission [EP],"Oct 30, 2015",71,tbd,
shigeto,No Better Time Than Now,"Aug 20, 2013",78,7.6,
shigeto,Lineage,"Jan 31, 2012",66,tbd,
forest swords,Compassion,"May 5, 2017",79,7.9,
forest swords,Engravings,"Sep 17, 2013",81,7.9,
flaamingos,,,,,artist not found!
franz ferdinand,Always Ascending,"Feb 9, 2018",72,7.6,
franz ferdinand,"Right Thoughts, Right Words, Right Action","Aug 27, 2013",71,8.1,
franz ferdinand,Blood,"Jun 2, 2009",61,8.1,
franz ferdinand,Tonight: Franz Ferdinand,"Jan 27, 2009",70,8.5,
franz ferdinand,You Could Have It So Much Better,"Oct 4, 2005",83,8.3,
franz ferdinand,Franz Ferdinand,"Mar 9, 2004",87,8.6,
dent may,Across the Multiverse,"Aug 18, 2017",79,8.2,
dent may,Warm Blanket,"Aug 27, 2013",70,tbd,
dent may,Do Things,"Jun 12, 2012",62,tbd,
gorguts,Pleiades Dust [EP],"May 13, 2016",80,tbd,
gorguts,Colored Sands,"Sep 3, 2013",81,8.8,
lycia,,,,,artist not found!
diana,Familiar Touch,"Nov 18, 2016",74,tbd,
diana,Perpetual Surrender,"Aug 20, 2013",73,tbd,
mean lady,,,,,artist not found!
exhumed,Necrocracy,"Aug 6, 2013",82,8.3,
laura veirs,The Lookout,"Apr 13, 2018",82,8.1,
laura veirs,case/lang/veirs,"Jun 17, 2016",83,7.9,
laura veirs,Warp & Weft,"Aug 20, 2013",80,7.9,
laura veirs,Tumble Bee: Laura Veirs Sings Folk Songs for Children,"Nov 8, 2011",74,tbd,
laura veirs,July Flame,"Jan 12, 2010",81,7.8,
laura veirs,Saltbreakers,"Mar 27, 2007",78,8.4,
laura veirs,Year Of Meteors,"Aug 23, 2005",80,8.1,
r. stevie moore,,,,,artist not found!
still life still,,,,,artist not found!
white hills,Stop Mute Defeat,"May 19, 2017",80,tbd,
white hills,Walks For Motorists,"Apr 7, 2015",71,tbd,
white hills,So You Are... So You'll Be,"Aug 20, 2013",74,tbd,
white hills,Frying on This Rock,"Mar 20, 2012",72,tbd,
white hills,H-P1,"Jun 20, 2011",75,tbd,
white hills,White Hills,"Feb 23, 2010",72,tbd,
no age,Snares Like a Haircut,"Jan 26, 2018",84,7.9,
no age,An  Object,"Aug 20, 2013",73,6.5,
no age,Everything in Between,"Sep 28, 2010",80,7.8,
no age,Losing Feeling [EP],"Oct 6, 2009",80,tbd,
no age,Nouns,"May 6, 2008",79,8.5,
illangelo,,,,,artist not found!
jeremiah jae,Raw Money Raps,"Jul 24, 2012",79,tbd,
watain,,,,,artist not found!
porcelain raft,Microclimate,"Feb 3, 2017",76,tbd,
porcelain raft,Permanent Signal,"Aug 20, 2013",70,tbd,
porcelain raft,Strange Weekend,"Jan 24, 2012",73,5.9,
ildjarn,,,,,artist not found!
danny paul grody,,,,,artist not found!
slow walkers,,,,,artist not found!
the delta mirror,,,,,artist not found!
robbie basho,,,,,artist not found!
gogol bordello,Seekers and Finders,"Aug 25, 2017",71,7.6,
gogol bordello,Pura Vida Conspiracy,"Jul 23, 2013",75,8.3,
gogol bordello,Trans-Continental Hustle,"Apr 27, 2010",72,8.5,
gogol bordello,Super Taranta!,"Jul 10, 2007",80,8.2,
surf city,Jekyll Island,"Mar 24, 2015",78,tbd,
surf city,We Knew It Was Not Going to Be Like This,"Sep 3, 2013",75,tbd,
surf city,Kudos,"Jan 11, 2011",75,tbd,
sampha,Process,"Feb 3, 2017",86,8.0,
billy woods,,,,,artist not found!
pure bathing culture,Pray for Rain,"Oct 23, 2015",69,tbd,
pure bathing culture,Moon Tides,"Aug 20, 2013",75,8.8,
"mark kozelek, desertshore",,,,,artist not found!
lustmord,The World as Power,"Jul 23, 2013",73,tbd,
bare mutants,,,,,artist not found!
the horse's ha,,,,,artist not found!
washed out,Mister Mellow,"Jun 30, 2017",70,7.5,
washed out,Paracosm,"Aug 13, 2013",73,8.2,
washed out,Within and Without,"Jul 12, 2011",70,8.3,
rudimental,Toast to Our Differences,"Jan 25, 2019",61,tbd,
rudimental,We the Generation,"Oct 9, 2015",67,7.7,
rudimental,Home,"Aug 6, 2013",71,7.5,
dbridge,Move Way [EP],"Aug 12, 2013",70,tbd,
ras g,Back on the Planet,"Aug 6, 2013",70,tbd,
ras g,Down 2 Earth,"Jun 20, 2011",66,tbd,
"dm funk, steve arrington",,,,,artist not found!
edward sharpe & the magnetic zeros,,,,,artist not found!
the belle game,,,,,artist not found!
missing monuments,,,,,artist not found!
the clean,Anthology [Box Set],"Jul 15, 2014",89,8.0,
the clean,Mister Pop,"Sep 8, 2009",67,tbd,
the clean,Getaway,"Aug 21, 2001",76,6.5,
"pete rock, camp lo",,,,,artist not found!
yellow eyes,,,,,artist not found!
"prodigy, the alchemist",,,,,artist not found!
 ziq,,,,,artist not found!
ultrasta,,,,,artist not found!
dawn of midi,,,,,artist not found!
honey ltd.,,,,,artist not found!
ken camden,,,,,artist not found!
"explosions in the sky, david wingo",,,,,artist not found!
annie,Don't Stop,"Nov 17, 2009",77,8.8,
annie,Anniemal,"Jun 7, 2005",81,8.6,
minks,Tides End,"Aug 6, 2013",59,7.8,
minks,By The Hedge,"Jan 25, 2011",75,tbd,
"sarah lee guthrie, johnny irion",,,,,artist not found!
loftus,,,,,artist not found!
soft metals,Lenses,"Jul 16, 2013",68,tbd,
soft metals,Soft Metals,"Jul 19, 2011",65,tbd,
lesbian,,,,,artist not found!
helen marnie,,,,,artist not found!
mouth of the architect,,,,,artist not found!
morne,,,,,artist not found!
raffertie,Sleep of Reason,"Aug 6, 2013",77,8.2,
crash of rhinos,,,,,artist not found!
the cairo gang,,,,,artist not found!
true widow,Circumambulation,"Jul 23, 2013",83,7.4,
true widow,A.H.A.T.H.H.A.F.T.C.T.T.C.O.T.E.,"Mar 29, 2011",84,tbd,
grant hart,The  Argument,"Jul 23, 2013",80,tbd,
the love language,Baby Grand,"Aug 3, 2018",72,tbd,
the love language,Ruby Red,"Jul 23, 2013",67,tbd,
the love language,Libraries,"Jul 13, 2010",80,tbd,
mammoth grinder,,,,,artist not found!
ikonika,Distractions,"Jun 2, 2017",78,tbd,
ikonika,Aerotropolis,"Jul 29, 2013",74,tbd,
nylo,,,,,artist not found!
chance,In Search [Reissue],"Jul 16, 2013",80,tbd,
future bible heroes,Partygoing,"Jun 4, 2013",74,tbd,
future bible heroes,Eternal Youth,"Aug 20, 2002",67,tbd,
future bible heroes,I'm Lonely (And I Love It) [EP],"Jul 18, 2000",62,tbd,
taragana pyjarama,Tipped Bowls,"Jun 18, 2012",68,tbd,
weekend,Sports,"Nov 9, 2010",76,tbd,
lightning dust,Fantasy,"Jun 25, 2013",70,tbd,
lightning dust,Infinite Light,"Aug 4, 2009",76,tbd,
nobody,And Everything Else,"May 17, 2005",73,tbd,
valient thorr,Our Own Masters,"Jun 18, 2013",78,tbd,
hunx and his punx,,,,,artist not found!
palms,Palms,"Jun 25, 2013",72,8.3,
salvia plath,The Bardo Story,"Jul 9, 2013",68,tbd,
the memories,Love Is the Law,"Jul 23, 2013",48,tbd,
hospital ships,Destruction in Yr Soul,"Jun 18, 2013",63,tbd,
hospital ships,Lonely Twin,"Jun 7, 2011",69,tbd,
dunkelziffer,,,,,artist not found!
