artist,album,year,critic_score,user_score,comment
the qemists,,,,,artist not found!
it hugs back,Recommended Record,"Jun 25, 2013",78,tbd,
it hugs back,Laughing Party,"May 7, 2012",69,tbd,
it hugs back,Inside Your Guitar,"Apr 7, 2009",68,tbd,
charles hamilton,,,,,artist not found!
the dukes of stratosphear,,,,,artist not found!
obi best,,,,,artist not found!
the whitest boy alive,Rules,"Mar 31, 2009",57,8.3,
sissy wish,,,,,artist not found!
bosque brown,,,,,artist not found!
young dro & yung l.a.,,,,,artist not found!
"pj harvey, john parish",,,,,artist not found!
harmonic 313,When Machines Exceed Human Intelligence,"Mar 3, 2009",75,tbd,
the theater fire,,,,,artist not found!
the old ceremony,,,,,artist not found!
anni rossi,Rockwell,"Mar 10, 2009",70,tbd,
anni rossi,Afton,"Oct 21, 2008",66,tbd,
project pat,Adventures in Hollyhood: Season 1,"Apr 5, 2007",tbd,tbd,
various production,,,,,artist not found!
peter doherty,Peter Doherty & the Puta Madres,"Apr 26, 2019",65,tbd,
peter doherty,Hamburg Demonstrations,"Dec 2, 2016",67,8.3,
peter doherty,Grace/Wastelands,"Mar 24, 2009",74,8.8,
fridge,The Sun,"Jun 19, 2007",66,7.4,
fridge,Happiness,"Sep 18, 2001",82,7.5,
the drones,Feelin Kinda Free,"Mar 18, 2016",71,8.3,
the drones,Havilah,"Feb 17, 2009",77,8.5,
the drones,Gala Mill,"Sep 2, 2006",87,8.3,
skeletons,Money,"Nov 4, 2008",66,tbd,
i.u.d.,,,,,artist not found!
fever ray,Live at Troxy,"Jul 15, 2019",81,tbd,
fever ray,Plunge,"Oct 27, 2017",87,7.6,
fever ray,Fever Ray,"Mar 24, 2009",81,8.8,
friendly foes,,,,,artist not found!
swan lake,Enemy Mine,"Mar 24, 2009",72,7.7,
swan lake,Beast Moans,"Nov 21, 2006",66,7.7,
the lines,,,,,artist not found!
marianne dissard,,,,,artist not found!
brethren of the free spirit,,,,,artist not found!
bob wills and his texas playboys,,,,,artist not found!
these are powers,All Aboard Future,"Feb 17, 2009",71,tbd,
bloodkin,,,,,artist not found!
bishop allen,Lights Out,"Aug 19, 2014",66,tbd,
bishop allen,Grrr...,"Mar 10, 2009",59,7.3,
bishop allen,The Broken String,"Jul 24, 2007",78,8.7,
k'naan,,,,,artist not found!
coloma,,,,,artist not found!
oj da juiceman,,,,,artist not found!
lars horntveth,,,,,artist not found!
b. fleischmann,The Humbucking Coil,"Feb 21, 2006",74,7.5,
condo fucks,Fuckbook,"Mar 24, 2009",74,tbd,
bobby creekwater,,,,,artist not found!
soundtrack of our lives,,,,,artist not found!
extra golden,Thank You Very Quickly,"Mar 10, 2009",76,tbd,
extra golden,Hera Ma Nono,"Oct 9, 2007",75,tbd,
hi red center,,,,,artist not found!
zu,Carboniferous,"Feb 17, 2009",83,8.7,
aleks and the drummer,,,,,artist not found!
lithops,,,,,artist not found!
rio en medio,,,,,artist not found!
woodpigeon,T R O U B L E,"May 13, 2016",71,tbd,
woodpigeon,Thumbtacks and Glue,"Feb 26, 2013",63,tbd,
woodpigeon,Treasury Library Canada,"Feb 3, 2009",72,tbd,
j spaceman and matthew shipp,,,,,artist not found!
gringo star,The  Sides and in Between,"Aug 26, 2016",72,tbd,
gringo star,Count Yer Lucky Stars,"Oct 24, 2011",60,tbd,
dent may & his magnificent ukulele,,,,,artist not found!
longwave,Secrets Are Sinister,"Nov 11, 2008",61,8.4,
longwave,There's A Fire,"Jun 28, 2005",63,7.4,
longwave,Strangest Things,"Mar 18, 2003",63,7.8,
manda rin,,,,,artist not found!
grandmaster flash,The Bridge: Concept of a Culture,"Mar 3, 2009",50,6.2,
boredoms,Seadrum/House Of Sun,"May 10, 2005",73,tbd,
cobra verde,Easy Listening,"May 6, 2003",76,tbd,
dressy bessy,Electrified,"Jun 14, 2005",69,6.6,
dressy bessy,Dressy Bessy,"Aug 26, 2003",82,7.9,
dressy bessy,Sound Go Round,"Feb 26, 2002",73,tbd,
nimrod workman,,,,,artist not found!
odawas,The Blue Depths,"Feb 17, 2009",75,tbd,
loren connors & jim o'rourke,,,,,artist not found!
"matmos, fennesz, jason forrest, ryoji ikeda, barbara morgenstern, snd, mika vainio",,,,,artist not found!
"john chantler, tujiko noriko, lawrence english",,,,,artist not found!
jean on jean,,,,,artist not found!
peter tosh,Saturday Night Live: Season 4,"Oct 7, 1978",tbd,tbd,
faunts,Feel.Love.Thinking.Of.,"Feb 17, 2009",65,7.8,
azita,,,,,artist not found!
realpeople,Gallipoli,"Feb 1, 2019",75,7.5,
realpeople,"No, No, No","Sep 11, 2015",64,6.7,
realpeople,The  Rip Tide,"Aug 30, 2011",78,8.9,
realpeople,March Of The Zapotec/Holland [EP],"Feb 17, 2009",71,7.8,
realpeople,The Flying Club Cup,"Oct 9, 2007",80,8.8,
realpeople,Gulag Orkestar,"May 9, 2006",80,8.8,
murry hammond,,,,,artist not found!
coconut records,,,,,artist not found!
alex moulton,,,,,artist not found!
n.a.s.a.,The Spirit Of Apollo,"Feb 17, 2009",64,5.1,
studio 1,,,,,artist not found!
sbach,,,,,artist not found!
pale young gentlemen,Black Forest,"Oct 7, 2008",81,8.4,
pale young gentlemen,Pale Young Gentlemen,"Mar 23, 2007",80,8.5,
fight bite,,,,,artist not found!
volcano suns,,,,,artist not found!
stephen emmer,,,,,artist not found!
faraquet,,,,,artist not found!
dan auerbach,Shannon in Nashville,"Jun 8, 2018",75,tbd,
dan auerbach,Waiting on a Song,"Jun 2, 2017",75,7.3,
dan auerbach,All or Nothin',"May 6, 2014",79,8.8,
dan auerbach,Supernova,"Apr 29, 2014",78,7.6,
dan auerbach,Pushin' Against a Stone,"Aug 13, 2013",81,8.3,
dan auerbach,Head in the Dirt,"Apr 30, 2013",66,tbd,
dan auerbach,Nomad,"Apr 2, 2013",84,8.3,
dan auerbach,Locked Down,"Apr 3, 2012",86,8.1,
dan auerbach,Two of Everything,"Jun 7, 2011",76,tbd,
dan auerbach,Brothers,"May 18, 2010",82,8.5,
dan auerbach,Keep It Hid,"Feb 10, 2009",80,8.7,
franz nicolay,Major General,"Jan 13, 2009",67,tbd,
windsurf,,,,,artist not found!
i heart lung,,,,,artist not found!
hector zazou & swara,,,,,artist not found!
bee gees,,,,,artist not found!
iran,Dissolver,"Feb 17, 2009",70,tbd,
free blood,The Singles,"Nov 11, 2008",67,tbd,
benjy ferree,"Come Back To The Five & Dime, Bobby Dee Bobby Dee","Feb 17, 2009",69,tbd,
d. lissvik,,,,,artist not found!
