artist,album,year,critic_score,user_score,comment
pussy riot,,,,,artist not found!
huerco s.,,,,,artist not found!
otis redding,Dock of the Bay Sessions,"May 18, 2018",81,tbd,
otis redding,Live at the Whisky a Go Go: The Complete Recordings,"Oct 28, 2016",94,tbd,
the olympians,The Olympians,"Oct 28, 2016",69,tbd,
meek mill,Championships,"Nov 30, 2018",77,7.7,
meek mill,Wins and Losses,"Jul 21, 2017",72,6.3,
meek mill,Dreams Worth More Than Money,"Jun 29, 2015",74,7.1,
meek mill,Dreams and Nightmares,"Oct 30, 2012",69,6.4,
miles davis quintet,"Live in Europe 1969: The Bootleg Series, Vol. 2","Jan 29, 2013",91,7.8,
kassem mosse,,,,,artist not found!
the dillinger escape plan,Dissociation,"Oct 14, 2016",86,8.1,
the dillinger escape plan,One of Us Is the Killer,"May 14, 2013",79,8.2,
the dillinger escape plan,Option Paralysis,"Mar 23, 2010",82,7.3,
the dillinger escape plan,Ire Works,"Nov 13, 2007",84,8.2,
the dillinger escape plan,Miss Machine,"Jul 20, 2004",80,8.6,
public image ltd,The Public Image Is Rotten: Songs from the Heart [Box Set],"Jul 20, 2018",77,tbd,
public image ltd,Metal Box [Super Deluxe Edition],"Oct 28, 2016",99,4.4,
public image ltd,What the World Needs Now,"Sep 4, 2015",72,tbd,
public image ltd,This is PiL,"May 29, 2012",66,8.2,
american wrestlers,Goodbye Terrible Youth,"Nov 4, 2016",78,tbd,
american wrestlers,American Wrestlers,"Apr 7, 2015",74,tbd,
tove lo,Sunshine Kitty,"Sep 20, 2019",75,9.0,
tove lo,Blue Lips,"Nov 17, 2017",74,8.4,
tove lo,Lady Wood,"Oct 28, 2016",74,8.7,
tove lo,Queen of the Clouds,"Sep 30, 2014",73,8.8,
steve hauschildt,Dissolvi,"Aug 3, 2018",81,tbd,
steve hauschildt,Strands,"Oct 28, 2016",81,tbd,
steve hauschildt,Where All Is Fled,"Sep 25, 2015",74,tbd,
steve hauschildt,Sequitur,"Nov 13, 2012",70,tbd,
steve hauschildt,Tragedy and Geometry,"Nov 15, 2011",80,tbd,
lambchop,This (Is What I Wanted to Tell You),"Mar 22, 2019",82,7.0,
lambchop,FLOTUS,"Nov 4, 2016",83,8.1,
lambchop,Mr. M,"Feb 21, 2012",80,7.5,
lambchop,OH (Ohio),"Oct 7, 2008",76,8.6,
lambchop,Damaged,"Aug 22, 2006",81,8.5,
lambchop,Aw C'Mon,"Feb 17, 2004",80,8.2,
lambchop,"No, You C'Mon","Feb 17, 2004",79,tbd,
lambchop,Is A Woman,"Feb 19, 2002",79,8.4,
lambchop,Nixon,"Feb 8, 2000",84,6.8,
roman flgel,,,,,artist not found!
dj rude one,,,,,artist not found!
syrinx,,,,,artist not found!
khemmis,Desolation,"Jun 22, 2018",77,tbd,
joe budden,No Love Lost,"Feb 5, 2013",57,5.6,
joe budden,Padded Room,"Feb 24, 2009",70,8.3,
gord downie,Trailer Park Boys: The Movie,"Jan 25, 2008",38,8.4,
roy montgomery,,,,,artist not found!
"patrick cowley, candida royalle",,,,,artist not found!
d.r.a.m.,,,,,artist not found!
the radio dept.,Running out of Love,"Oct 21, 2016",82,7.6,
the radio dept.,Passive Aggressive: Singles 2002-2010,"Jan 25, 2011",84,8.0,
the radio dept.,Clinging To A Scheme,"Apr 20, 2010",78,8.7,
the radio dept.,Lesser Matters,"Aug 30, 2004",84,8.9,
luis,Il Futuro,"Sep 6, 2013",80,5.5,
donny mccaslin,Blow.,"Oct 5, 2018",75,tbd,
donny mccaslin,Beyond Now,"Oct 21, 2016",80,tbd,
david crosby,David Crosby: Remember My Name,"Jul 19, 2019",80,tbd,
david crosby,Woodstock: Three Days that Defined a Generation,"May 24, 2019",67,tbd,
david crosby,Echo In the Canyon,"May 24, 2019",70,9.4,
david crosby,The Pulitzer at 100,"Jul 21, 2017",43,tbd,
david crosby,Troubadours,"Feb 2, 2011",58,tbd,
david crosby,CSNY/Déjà Vu,"Jul 25, 2008",54,tbd,
jojo,TRL: Season 10,"Sep 6, 2005",tbd,tbd,
jojo,TRL: Season 1,"Aug 1, 2003",tbd,tbd,
jojo,TRL: Season 6,"Jan 2, 2003",tbd,tbd,
jojo,TRL: Season 5,"Mar 6, 2002",tbd,tbd,
jojo,TRL: Season 2,"Aug 2, 2000",tbd,tbd,
jojo,The Jamie Foxx Show: Season 2,"Sep 7, 1997",tbd,tbd,
n.m.o.,,,,,artist not found!
american football,American Football (LP3),"Mar 22, 2019",80,8.0,
american football,American Football (LP2),"Oct 21, 2016",78,7.5,
sleaford mods,Eton Alive,"Feb 22, 2019",84,7.1,
sleaford mods,English Tapas,"Mar 3, 2017",81,7.7,
sleaford mods,Key Markets,"Jul 24, 2015",81,7.9,
sleaford mods,Chubbed Up +,"Nov 24, 2014",80,tbd,
sleaford mods,Divide and Exit,"May 27, 2014",81,7.9,
jubilee,,,,,artist not found!
crying,Beyond the Fleeting Gales,"Oct 14, 2016",76,7.5,
lady gaga,A Star Is Born,"Oct 5, 2018",88,8.4,
lady gaga,Quincy,"Sep 21, 2018",60,8.4,
lady gaga,Gaga: Five Foot Two,"Sep 22, 2017",63,7.9,
lady gaga,Risk,"May 5, 2017",72,8.1,
lady gaga,Jeremy Scott: The People's Designer,"Sep 18, 2015",tbd,tbd,
lady gaga,Smosh: The Movie,"Jul 24, 2015",tbd,3.9,
lady gaga,Kingsman: The Secret Service,"Feb 13, 2015",60,8.1,
lady gaga,Sin City: A Dame To Kill For,"Aug 22, 2014",46,8.0,
lady gaga,Muppets Most Wanted,"Mar 21, 2014",61,6.3,
lady gaga,Machete Kills,"Oct 11, 2013",41,5.9,
lady gaga,The Zen of Bennett,"Oct 26, 2012",71,8.3,
lady gaga,Katy Perry: Part of Me,"Jul 5, 2012",57,6.4,
tanya tagaq,Toothsayer [EP],"Mar 1, 2019",86,tbd,
tanya tagaq,Retribution,"Oct 21, 2016",80,7.4,
oval,O,"Sep 7, 2010",71,tbd,
oval,Ovalcommers,"May 22, 2001",74,tbd,
oval,Ovalprocess,"Jun 20, 2000",63,tbd,
jonathan finlayson & sicilian defense,,,,,artist not found!
male bonding,Endless Now,"Aug 30, 2011",70,tbd,
male bonding,Nothing Hurts,"May 11, 2010",77,8.0,
savoy motel,Savoy Motel,"Oct 21, 2016",71,tbd,
oozing wound,High Anxiety,"Mar 15, 2019",78,tbd,
oozing wound,Whatever Forever,"Oct 14, 2016",75,tbd,
oozing wound,Earth Suck,"Oct 21, 2014",78,tbd,
oozing wound,Retrash,"Oct 15, 2013",80,tbd,
from indian lakes,Absent Sounds,"Oct 7, 2014",88,8.0,
ramones,Ramones [40th Anniversary Deluxe Edition],"Sep 9, 2016",100,8.2,
jimmy eat world,Integrity Blues,"Oct 21, 2016",76,7.6,
jimmy eat world,Damage,"Jun 11, 2013",71,6.2,
jimmy eat world,Invented,"Sep 28, 2010",68,7.1,
jimmy eat world,Chase This Light,"Oct 16, 2007",66,7.8,
jimmy eat world,Futures,"Oct 19, 2004",73,8.5,
meshuggah,The Violent Sleep of Reason,"Oct 7, 2016",83,8.4,
meshuggah,Koloss,"Mar 27, 2012",78,8.1,
meshuggah,obZen,"Mar 11, 2008",83,8.9,
axis: sova,,,,,artist not found!
moby & the void pacific choir,,,,,artist not found!
kag,,,,,artist not found!
gods wisdom,,,,,artist not found!
kings of leon,Walls,"Oct 14, 2016",62,6.6,
kings of leon,Mechanical Bull,"Sep 24, 2013",70,7.7,
