artist,album,year,critic_score,user_score,comment
those peabodys,,,,,artist not found!
elliott,Song In The Air,"Apr 29, 2003",75,8.6,
anna oxygen,Police Beat,"Apr 28, 2006",58,tbd,
tsurubami,,,,,artist not found!
unwed sailor,,,,,artist not found!
country teasers,,,,,artist not found!
brendan benson and the wellfed boys,,,,,artist not found!
essential logic,,,,,artist not found!
jedi mind tricks,Violence Begets Violence,"Oct 31, 2011",59,7.7,
so,,,,,artist not found!
manitoba,,,,,artist not found!
ambulance ltd,Ambulance Ltd,"Mar 23, 2004",78,8.9,
"holger czukay, u she",,,,,artist not found!
wildchild,,,,,artist not found!
guster,Look Alive,"Jan 18, 2019",69,tbd,
guster,Evermotion,"Jan 13, 2015",73,6.6,
guster,Easy Wonderful,"Oct 5, 2010",81,8.5,
guster,Ganging Up On The Sun,"Jun 20, 2006",76,8.3,
guster,Keep It Together,"Jun 24, 2003",74,8.9,
lonesome organist,,,,,artist not found!
arne nordheim,,,,,artist not found!
the neptunes,Nothing,"Nov 2, 2010",62,6.8,
the neptunes,The Neptunes Present... Clones,"Aug 19, 2003",73,7.9,
chris clark,Johnny English Strikes Again,"Oct 26, 2018",39,6.1,
chris clark,All the Money in the World,"Dec 25, 2017",72,6.3,
chris clark,War on Everyone,"Feb 3, 2017",50,5.9,
chris clark,Legend,"Nov 20, 2015",55,8.5,
chris clark,Robot Overlords,"Jul 3, 2015",47,8.0,
chris clark,Calvary,"Aug 1, 2014",77,7.5,
chris clark,Closed Circuit,"Aug 28, 2013",50,tbd,
chris clark,Johnny English Reborn,"Oct 21, 2011",46,6.4,
chris clark,Tanner Hall,"Sep 9, 2011",40,4.7,
chris clark,The Guard,"Jul 29, 2011",78,7.3,
chris clark,And Soon the Darkness,"Dec 17, 2010",tbd,7.8,
chris clark,Morning Light,"Oct 17, 2008",51,tbd,
chris clark,Thunderbirds,"Jul 30, 2004",36,7.7,
chris clark,Johnny English,"Jul 18, 2003",51,7.0,
chris lee,Resident Evil: Operation Raccoon City (PS3),"Mar 20, 2012",52,4.8,
chris lee,Magna Carta 2 (X360),"Oct 13, 2009",69,7.2,
chris lee,LittleBigPlanet (PS3),"Oct 27, 2008",95,6.8,
chris lee,Halo 2 (XBOX),"Nov 9, 2004",95,8.3,
chris lee,Halo: Combat Evolved (XBOX),"Nov 14, 2001",97,8.5,
chris lee,Oni (PC),"Jan 28, 2001",73,8.6,
"peter brtzmann, william parker, hamid drake",,,,,artist not found!
thick pigeon,,,,,artist not found!
you am i,,,,,artist not found!
steve burns,Christmas on Mars,"Sep 12, 2008",tbd,4.8,
steve burns,The Fearless Freaks,"May 27, 2005",78,7.0,
s.a. smash,,,,,artist not found!
darediablo,,,,,artist not found!
ami yoshida,,,,,artist not found!
ahmad szabo,,,,,artist not found!
simply saucer,,,,,artist not found!
donna summer,Love to Love You Donna,"Oct 22, 2013",59,tbd,
donna summer,Crayons,"May 20, 2008",66,8.8,
small brown bike,,,,,artist not found!
minibar,,,,,artist not found!
japanther,Instant Money Magic,"Apr 15, 2014",66,tbd,
cobra high,,,,,artist not found!
03,,,,,artist not found!
bride of no no,,,,,artist not found!
curse of the golden vampire,,,,,artist not found!
kaospilot,,,,,artist not found!
the natural history,,,,,artist not found!
central falls,,,,,artist not found!
the jealous sound,Kill Them With Kindness,"Jun 3, 2003",77,tbd,
byard lancaster,,,,,artist not found!
ghost cauldron,,,,,artist not found!
charlene,Death of a Dynasty,"Apr 29, 2005",41,6.7,
"the jim yoshii pile up, xiu xiu",,,,,artist not found!
saloon,If We Meet In The Future,"Jun 17, 2003",74,tbd,
dave derby,,,,,artist not found!
cold sides,,,,,artist not found!
ova looven,,,,,artist not found!
maquiladora,,,,,artist not found!
martin l. gore,Counterfeit 2,"Apr 29, 2003",59,8.8,
verbena,,,,,artist not found!
friends forever,,,,,artist not found!
"fennesz, polwechsel",,,,,artist not found!
guther,,,,,artist not found!
the magic band,,,,,artist not found!
sixteen horsepower,,,,,artist not found!
keith rowe,,,,,artist not found!
freescha,,,,,artist not found!
the vanishing,,,,,artist not found!
rooney,Calling the World,"Jul 17, 2007",60,7.1,
rooney,Rooney,"May 20, 2003",67,8.9,
fonica,,,,,artist not found!
the red thread,,,,,artist not found!
pharaoh overlord,,,,,artist not found!
metamatics,,,,,artist not found!
frankie sparo,,,,,artist not found!
pale horse and rider,,,,,artist not found!
noyes,,,,,artist not found!
soundmurderer,,,,,artist not found!
clue to kalo,Lily Perdida,"Jan 20, 2009",72,tbd,
clue to kalo,"One Way, It's Every Way","Sep 20, 2005",75,tbd,
clue to kalo,Come Here When You Sleepwalk,"Mar 4, 2003",72,tbd,
bobby birdman,,,,,artist not found!
v twin,,,,,artist not found!
goldcard,,,,,artist not found!
electric turn to me,,,,,artist not found!
sick lipstick,,,,,artist not found!
"david grubbs, mats gustafsson",,,,,artist not found!
cardia,,,,,artist not found!
"jim black, ellery eskelin, andrea parkins",,,,,artist not found!
sack und blumm,,,,,artist not found!
terminal 4,,,,,artist not found!
king geedorah,,,,,artist not found!
holly golightly,All Her Fault,"Mar 3, 2014",81,tbd,
holly golightly,Long Distance,"Mar 13, 2012",68,tbd,
holly golightly,No Help Coming,"Apr 26, 2011",67,tbd,
holly golightly,Dirt Don't Hurt,"Oct 14, 2008",78,tbd,
holly golightly,Truly She Is None Other,"Jul 29, 2003",83,tbd,
pink and brown,,,,,artist not found!
a grape dope,,,,,artist not found!
karera musication,,,,,artist not found!
gold chains,Young Miss America,"Jun 3, 2003",72,7.5,
paradise island,,,,,artist not found!
