artist,album,year,critic_score,user_score,comment
michael gordon,G.I. Joe: The Rise of Cobra,"Aug 7, 2009",32,5.3,
michael gordon,300,"Mar 9, 2007",52,7.3,
murcof,The Versailles Sessions,"Dec 9, 2008",75,tbd,
murcof,Cosmos,"Sep 25, 2007",73,7.7,
the waxwings,Shadows Of The Waxwings,"Jul 16, 2002",69,tbd,
dolorean,,,,,artist not found!
korekyojin,,,,,artist not found!
los amigos invisibles,,,,,artist not found!
dr. mix and the remix,,,,,artist not found!
peggy honeywell,,,,,artist not found!
for stars,...it falls apart,"Jun 29, 2004",59,tbd,
wagon christ,Sorry I Make You Lush,"Jul 13, 2004",75,tbd,
fuck,,,,,artist not found!
pink grease,This Is For Real,"Jun 15, 2004",70,tbd,
tram,,,,,artist not found!
glenn branca,Kill Your Idols,"Jul 7, 2006",52,6.7,
tanya donelly,Whiskey Tango Ghosts,"Jul 27, 2004",72,8.5,
tanya donelly,Beautysleep,"Feb 19, 2002",67,tbd,
don zientara,,,,,artist not found!
skalpel,,,,,artist not found!
nice device,,,,,artist not found!
eszter balint,The Dead Don't Die,"Jun 14, 2019",54,5.3,
eszter balint,Carmine Street Guitars,"Apr 24, 2019",82,tbd,
eszter balint,Poor Boy,"Jul 13, 2018",tbd,tbd,
eszter balint,"A Woman, a Part","Mar 22, 2017",66,tbd,
eszter balint,New York Beat Movie,"Jul 13, 2001",52,3.9,
eszter balint,Trees Lounge,"Oct 11, 1996",76,tbd,
eszter balint,Stranger Than Paradise,"Jul 25, 1984",86,7.5,
the girls,,,,,artist not found!
bebel gilberto,All In One,"Sep 29, 2009",74,7.8,
hepcat,,,,,artist not found!
"radioinactive, antimc",,,,,artist not found!
ataxia,,,,,artist not found!
thee shams,,,,,artist not found!
tom carter,The Lord of the Rings: War of the Ring (PC),"Nov 4, 2003",67,6.9,
tom carter,Battle Realms: Winter of the Wolf (PC),"Nov 11, 2002",71,7.6,
tom carter,Battle Realms (PC),"Nov 7, 2001",82,8.5,
the chinese stars,,,,,artist not found!
eberhard weber,,,,,artist not found!
the silent league,"The Orchestra, Sadly, Has Refused","Mar 30, 2004",73,tbd,
ron sexsmith,The Last Rider,"Apr 21, 2017",79,tbd,
ron sexsmith,Carousel One,"Mar 31, 2015",77,tbd,
ron sexsmith,Forever Endeavour,"Feb 5, 2013",74,tbd,
ron sexsmith,Long Player Late Bloomer,"Mar 1, 2011",70,tbd,
ron sexsmith,Exit Strategy Of The Soul,"Jul 8, 2008",70,8.1,
ron sexsmith,Time Being,"May 15, 2006",79,8.8,
ron sexsmith,Retriever,"Apr 6, 2004",79,8.4,
ron sexsmith,Cobblestone Runway,"Oct 8, 2002",84,8.8,
ron sexsmith,Blue Boy,"Jun 5, 2001",80,8.0,
bumblebeez 81,Printz,"May 25, 2004",63,tbd,
thee silver mountain reveries,,,,,artist not found!
verdure,,,,,artist not found!
doseone,G is For Deep,"Jun 11, 2012",66,tbd,
headset,Space Settings,"Jun 29, 2004",60,tbd,
hymie's basement,,,,,artist not found!
catheters,,,,,artist not found!
doctor rockit,,,,,artist not found!
mighty casey,,,,,artist not found!
arthur brown,Tommy,"Mar 19, 1975",66,8.3,
trouble with sweeney,,,,,artist not found!
non phixion,,,,,artist not found!
"lisa gerrard, patrick cassidy",,,,,artist not found!
secret chiefs 3,,,,,artist not found!
automato,Automato,"Apr 20, 2004",74,8.0,
detachment kit,,,,,artist not found!
wonderful,,,,,artist not found!
pipi skid,,,,,artist not found!
two lone swordsmen,From The Double Gone Chapel,"Jun 1, 2004",69,8.4,
ultramagnetic mc's,,,,,artist not found!
sharkey,,,,,artist not found!
natural dreamers,,,,,artist not found!
chicago underground trio,,,,,artist not found!
philippe besombes,,,,,artist not found!
br. danielson,Brother Is To Son,"Jun 8, 2004",71,8.8,
voodoo child,Baby Monkey,"Jan 27, 2004",58,8.0,
"au, reynols, erdem helvacioglu, chris delaurenti, matmos",,,,,artist not found!
eltro,,,,,artist not found!
andre ethier,,,,,artist not found!
"joel rl phelps, the downer trio",,,,,artist not found!
romanowski,,,,,artist not found!
martinis,,,,,artist not found!
terror at the opera,,,,,artist not found!
apsci,,,,,artist not found!
girlsareshort,,,,,artist not found!
pedro the lion,Phoenix,"Jan 18, 2019",79,6.8,
pedro the lion,Achilles Heel,"May 25, 2004",71,8.1,
pedro the lion,Control,"Apr 16, 2002",75,8.6,
pedro the lion,Winners Never Quit,"Mar 14, 2000",72,8.5,
jay farrar,Union,"Mar 29, 2019",68,tbd,
jay farrar,Notes of Blue,"Feb 17, 2017",77,7.1,
jay farrar,New Multitudes,"Feb 28, 2012",81,tbd,
jay farrar,"Stone, Steel & Bright Lights","Jun 8, 2004",74,7.8,
jay farrar,Terroir Blues,"Jun 24, 2003",72,8.2,
paco,,,,,artist not found!
diamanda gals,,,,,artist not found!
antibalas afrobeat orchestra,,,,,artist not found!
syd barrett,,,,,artist not found!
danger mouse,Lux Prima,"Mar 15, 2019",79,8.0,
danger mouse,Resistance Radio: The Man in the High Castle Album,"Apr 7, 2017",62,tbd,
danger mouse,Evil Friends,"Jun 4, 2013",76,8.5,
danger mouse,Little Broken Hearts,"May 1, 2012",69,8.0,
danger mouse,Rome,"May 17, 2011",75,7.7,
danger mouse,The Grey Album,"Feb 3, 2004",79,8.1,
division of laura lee,Das Not Compute,"May 11, 2004",78,tbd,
"sachiko m, otomo yoshihide, toshimaru nakamura",,,,,artist not found!
rocket from the tombs,Black Record,"Nov 13, 2015",73,tbd,
rocket from the tombs,Barfly,"Sep 12, 2011",69,tbd,
claro intelecto,Reform Club,"Apr 24, 2012",87,5.3,
ill bill,,,,,artist not found!
macha,Forget Tomorrow,"Aug 3, 2004",63,tbd,
"faust, dlek",,,,,artist not found!
petracovich,,,,,artist not found!
s prcss,,,,,artist not found!
erlend ye,Unrest,"Feb 11, 2003",76,8.0,
surferosa,,,,,artist not found!
decahedron,,,,,artist not found!
bobbie gentry,The Ed Sullivan Show: Season 23,"Sep 20, 1970",tbd,tbd,
bobbie gentry,The Ed Sullivan Show: Season 22,"Sep 28, 1969",tbd,tbd,
bobbie gentry,The Ed Sullivan Show: Season 20,"Sep 10, 1967",tbd,tbd,
ghostface,,,,,artist not found!
frost,,,,,artist not found!
