artist,album,year,critic_score,user_score,comment
7 year rabbit cycle,,,,,artist not found!
rose melberg,,,,,artist not found!
lair of the minotaur,,,,,artist not found!
boyracer,,,,,artist not found!
ronnie spector,English Heart,"Apr 8, 2016",64,tbd,
augie march,,,,,artist not found!
purple city,,,,,artist not found!
radio 4,Enemies Like This,"May 16, 2006",55,7.2,
radio 4,Stealing Of A Nation,"Sep 7, 2004",48,6.2,
radio 4,Gotham!,"Feb 5, 2002",74,tbd,
pinetop seven,,,,,artist not found!
feu thrse,,,,,artist not found!
nofx,First Ditch Effort,"Oct 7, 2016",78,7.3,
nofx,Stoke Extinguisher [EP],"Nov 25, 2013",71,tbd,
nofx,Self Entitled,"Sep 11, 2012",68,7.2,
nofx,Coaster,"Apr 28, 2009",67,7.6,
diane cluck,,,,,artist not found!
human television,,,,,artist not found!
jarvis cocker & steve mackey,,,,,artist not found!
home,,,,,artist not found!
bird show,,,,,artist not found!
charlatans uk,,,,,artist not found!
keene brothers,,,,,artist not found!
whitehouse,,,,,artist not found!
dat politics,,,,,artist not found!
jon auer,Songs From The Year Of Our Demise,"May 2, 2006",80,8.3,
shogun kunitoki,,,,,artist not found!
ekkehard ehlers,,,,,artist not found!
paik,,,,,artist not found!
the rogers sisters,The Invisible Deck,"Mar 7, 2006",74,7.7,
blight,,,,,artist not found!
the big eyes family players,,,,,artist not found!
shooting at unarmed men,,,,,artist not found!
dirty pretty things,Romance At Short Notice,"Jun 30, 2008",58,8.0,
dirty pretty things,Waterloo To Anywhere,"Aug 8, 2006",72,7.8,
king biscuit time,Black Gold,"May 15, 2006",77,7.4,
the durutti column,,,,,artist not found!
candi staton,His Hands,"Apr 4, 2006",79,8.3,
candi staton,Candi Staton,"Feb 24, 2004",90,8.5,
danielson famile,,,,,artist not found!
centro matic,Candidate Waltz,"Jun 21, 2011",72,tbd,
ovo,,,,,artist not found!
jel,Soft Money,"Feb 28, 2006",67,8.1,
cities,,,,,artist not found!
creeper lagoon,Take Back The Universe (And Give Me Yesterday),"Apr 17, 2001",71,tbd,
zach hill and mick barr,,,,,artist not found!
chicago underground duo,Boca Negra,"Jan 26, 2010",81,tbd,
function,Incubation,"Mar 5, 2013",84,tbd,
tool,"10,000 Days","May 2, 2006",68,8.3,
tool,Lateralus,"May 15, 2001",75,8.9,
tool,Salival,"Dec 12, 2000",61,8.7,
bob drake,,,,,artist not found!
ex boyfriends,,,,,artist not found!
white rose movement,Kick,"Apr 17, 2006",67,tbd,
birchville cat motel,,,,,artist not found!
demolition doll rods,,,,,artist not found!
mott the hoople,,,,,artist not found!
rainer maria,S/T,"Aug 18, 2017",80,tbd,
rainer maria,Catastrophe Keeps Us Together,"Apr 4, 2006",74,tbd,
rainer maria,Long Knives Drawn,"Jan 21, 2003",67,tbd,
rainer maria,A Better Version Of Me,"Jan 23, 2001",61,tbd,
the lovely feathers,,,,,artist not found!
wolfmother,Victorious,"Feb 19, 2016",61,6.4,
wolfmother,Cosmic Egg,"Oct 26, 2009",65,7.8,
wolfmother,Wolfmother,"May 2, 2006",76,8.5,
aki tsuyuko,,,,,artist not found!
the impossible shapes,,,,,artist not found!
fat worm of error,,,,,artist not found!
christopher o'riley,,,,,artist not found!
shonen knife,Adventure,"Apr 1, 2016",75,tbd,
shonen knife,Overdrive,"Apr 15, 2014",67,tbd,
shonen knife,Pop Tune,"Jun 12, 2012",84,tbd,
shonen knife,Osaka Ramones,"Aug 15, 2011",66,tbd,
shonen knife,Free Time,"Nov 9, 2010",67,tbd,
shoplifting,,,,,artist not found!
afx,Orphaned Deejay Selek 2006-08 [EP],"Aug 21, 2015",79,8.2,
no neck blues band and embryo,,,,,artist not found!
facedowninshit,,,,,artist not found!
tom z,Estudando o Pagode,"Apr 11, 2006",86,8.8,
rye coalition,Curses,"Apr 18, 2006",61,tbd,
rye coalition,On Top,"Mar 19, 2002",78,tbd,
larsen,,,,,artist not found!
metal hearts,,,,,artist not found!
james f!@.$%^ friedman,,,,,artist not found!
josh rouse,Love in the Modern Age,"Apr 13, 2018",68,tbd,
josh rouse,The Embers of Time,"Apr 7, 2015",76,tbd,
josh rouse,The  Happiness Waltz,"Mar 19, 2013",70,tbd,
josh rouse,El Turista,"Mar 9, 2010",75,5.4,
josh rouse,Subtitulo,"Mar 21, 2006",68,7.4,
josh rouse,Nashville,"Feb 22, 2005",80,8.7,
josh rouse,1972,"Aug 26, 2003",81,8.7,
josh rouse,Under Cold Blue Stars,"Feb 19, 2002",80,7.8,
avail,,,,,artist not found!
the seconds,Kratitude,"Mar 21, 2006",62,tbd,
tom verlaine,Songs And Other Things,"Apr 25, 2006",68,tbd,
tom verlaine,Around,"Apr 25, 2006",64,tbd,
josephine foster,Faithful Fairy Harmony,"Nov 16, 2018",80,tbd,
josephine foster,No More Lamps in the Morning,"Feb 5, 2016",77,tbd,
josephine foster,I'm a Dreamer,"Nov 12, 2013",82,8.3,
josephine foster,Blood Rushing,"Sep 18, 2012",76,tbd,
josephine foster,Perlas,"May 15, 2012",78,tbd,
josephine foster,Graphic As A Star,"Jan 19, 2010",68,tbd,
pretty girls make graves,Elan Vital,"Apr 11, 2006",71,6.5,
pretty girls make graves,The New Romance,"Sep 9, 2003",74,8.4,
bubba sparxxx,The Charm,"Apr 4, 2006",66,6.8,
bubba sparxxx,Deliverance,"Sep 16, 2003",82,8.6,
cinemechanica,,,,,artist not found!
casey dienel,,,,,artist not found!
wax tailor,,,,,artist not found!
the robocop kraus,,,,,artist not found!
envelopes,Demon,"Apr 4, 2006",77,8.6,
"cluster, brian eno",,,,,artist not found!
the czars,Best of,"Dec 9, 2014",79,tbd,
nicolai dunger,Here's My Song You Can Have It... I Don't Want It Anymore/Yours 4-Ever,"Mar 14, 2006",80,tbd,
yura yura teikoku,,,,,artist not found!
soul position,Things Go Better With RJ And Al,"Apr 4, 2006",64,tbd,
soul position,8 Million Stories,"Oct 7, 2003",82,8.8,
massacre,,,,,artist not found!
sound dimension,,,,,artist not found!
flin flon,,,,,artist not found!
feathers,If All Now Here,"May 28, 2013",67,tbd,
feathers,Feathers,"Apr 11, 2006",80,tbd,
the vines,Wicked Nature,"Sep 2, 2014",63,7.6,
the vines,Melodia,"Jul 12, 2008",44,5.7,
the vines,Vision Valley,"Apr 4, 2006",64,8.2,
the vines,Winning Days,"Mar 23, 2004",50,7.4,
the vines,Highly Evolved,"Jul 16, 2002",68,8.7,
