artist,album,year,critic_score,user_score,comment
tom recchion,,,,,artist not found!
dj zeph,,,,,artist not found!
finishing school,,,,,artist not found!
josh roseman,,,,,artist not found!
on the speakers,,,,,artist not found!
rockfour,,,,,artist not found!
deathprod,,,,,artist not found!
born heller,,,,,artist not found!
foreign legion,,,,,artist not found!
john chantler,,,,,artist not found!
gaji,,,,,artist not found!
"world standard, wechsel garland",,,,,artist not found!
fembots,,,,,artist not found!
seachange,Lay Of The Land,"Apr 6, 2004",70,tbd,
craig taborn,,,,,artist not found!
bigger lovers,,,,,artist not found!
onelinedrawing,The Volunteers,"Mar 23, 2004",77,8.2,
angel molina,,,,,artist not found!
vera cruise,,,,,artist not found!
dj signify,,,,,artist not found!
mochipet,,,,,artist not found!
broken family band,,,,,artist not found!
abstrackt keal agram,,,,,artist not found!
simple minds,Walk Between Worlds,"Feb 2, 2018",70,7.9,
simple minds,Simple Minds Acoustic,"Nov 11, 2016",59,tbd,
simple minds,Big Music,"Nov 24, 2014",75,8.8,
simple minds,Graffiti Soul,"Oct 6, 2009",58,8.5,
bing ji ling,,,,,artist not found!
bambi molesters,,,,,artist not found!
mary lou lord,Baby Blue,"Mar 9, 2004",65,tbd,
yesterdays new quintet,,,,,artist not found!
kat cosm,,,,,artist not found!
roy ayers,,,,,artist not found!
hu vibrational,,,,,artist not found!
"mirah, black cat orchestra",,,,,artist not found!
aluminium group,,,,,artist not found!
sound providers,,,,,artist not found!
"organum, z'ev",,,,,artist not found!
heldon,,,,,artist not found!
tom zacharias,,,,,artist not found!
skywave,,,,,artist not found!
black sea,,,,,artist not found!
vcr,,,,,artist not found!
blanche,Little Amber Bottles,"Oct 23, 2007",77,tbd,
"azeem, variable unit",,,,,artist not found!
trapist,The Golden Years,"Jun 19, 2012",80,tbd,
the wind up bird,,,,,artist not found!
grant lee buffalo,,,,,artist not found!
"john cale, nico, lou reed",,,,,artist not found!
kinky,Barracuda,"Feb 24, 2009",72,tbd,
kinky,Atlas,"Dec 2, 2003",76,7.7,
kinky,Kinky,"Mar 26, 2002",72,7.9,
sluta leta,,,,,artist not found!
ill lit,,,,,artist not found!
desert sessions,,,,,artist not found!
baby blak,,,,,artist not found!
skyphone,,,,,artist not found!
wesley willis,,,,,artist not found!
laika,Wherever I Am I Am What Is Missing,"Oct 21, 2003",71,tbd,
laika,Good Looking Blues,"Apr 18, 2000",82,tbd,
westside connection,,,,,artist not found!
no. 9,,,,,artist not found!
"the black heart procession, solbakken",,,,,artist not found!
ativin,,,,,artist not found!
art bears,,,,,artist not found!
brad mehldau,Chris Thile & Brad Mehldau,"Jan 27, 2017",78,tbd,
brad mehldau,Nearness,"Sep 9, 2016",82,tbd,
brad mehldau,Blues and Ballads,"Jun 3, 2016",84,tbd,
brad mehldau,10 Years Solo Live [Box Set],"Nov 13, 2015",84,tbd,
brad mehldau,Walking Shadows,"May 7, 2013",75,tbd,
brad mehldau,Where Do You Start,"Sep 18, 2012",80,tbd,
brad mehldau,Ode,"Mar 20, 2012",85,tbd,
brad mehldau,Live in Marciac,"Feb 22, 2011",81,tbd,
on!air!library!,,,,,artist not found!
eyedea & abilities,,,,,artist not found!
"tatsuya yoshida, satoko fujii",,,,,artist not found!
ian matthews,Stockholm,"Apr 12, 2019",54,8.6,
ian matthews,State Like Sleep,"Jan 4, 2019",48,tbd,
ian matthews,Kin,"Aug 31, 2018",35,5.1,
ian matthews,Death Wish,"Mar 2, 2018",31,7.0,
ian matthews,Below Her Mouth,"Apr 28, 2017",42,6.2,
ian matthews,Guidance,"Aug 21, 2015",66,tbd,
ian matthews,The Captive,"Dec 12, 2014",36,5.1,
los halos,,,,,artist not found!
"vijay iyer, mike ladd",,,,,artist not found!
elizabeth anka vajagic,,,,,artist not found!
knifehandchop,,,,,artist not found!
madrugada,,,,,artist not found!
ornette coleman,Ornette: Made in America (1985),"Aug 31, 2012",82,tbd,
ornette coleman,Tom Dowd & the Language of Music,"Jan 16, 2004",80,tbd,
dios,,,,,artist not found!
antena,,,,,artist not found!
loop orchestra,,,,,artist not found!
willard grant conspiracy,Regard The End,"Feb 17, 2004",80,tbd,
michael johnson,The Identical,"Sep 5, 2014",25,3.4,
