artist,album,year,critic_score,user_score,comment
husbands,,,,,artist not found!
schlammpeitziger,,,,,artist not found!
ez t,,,,,artist not found!
chicken lips,,,,,artist not found!
pedal steel transmission,,,,,artist not found!
mileece,,,,,artist not found!
anton fier,,,,,artist not found!
"autechre, hafler trio",,,,,artist not found!
jim guthrie,Sound Shapes (PS4),"Nov 15, 2013",84,7.0,
jim guthrie,Sound Shapes (VITA),"Aug 7, 2012",84,7.8,
jim guthrie,Sound Shapes (PS3),"Aug 7, 2012",84,7.4,
brassy,,,,,artist not found!
lot six,,,,,artist not found!
the distillers,Coral Fang,"Oct 14, 2003",71,8.1,
egg,,,,,artist not found!
television,,,,,artist not found!
chris brokaw,Taken by Storm: The Art of Storm Thorgerson and Hipgnosis,"Oct 2, 2015",tbd,tbd,
"joe strummer, the mescaleros",,,,,artist not found!
cedric im brooks,,,,,artist not found!
richard chartier,,,,,artist not found!
national eye,,,,,artist not found!
frenemies,,,,,artist not found!
diverse,,,,,artist not found!
tetuzi akiyama,,,,,artist not found!
req,,,,,artist not found!
"tyondai braxton, parts & labor",,,,,artist not found!
shat,,,,,artist not found!
"dead prez, sticky fingaz",,,,,artist not found!
flim,,,,,artist not found!
hip tanaka,,,,,artist not found!
firewater,The Golden Hour,"May 6, 2008",72,8.7,
listener,,,,,artist not found!
dj andy smith,,,,,artist not found!
omid,,,,,artist not found!
"deadbeat, stephen beaupr",,,,,artist not found!
soul junk,,,,,artist not found!
three 4 tens,,,,,artist not found!
parsley sound,,,,,artist not found!
babbletron,,,,,artist not found!
23 skidoo,Beyond Time: William Turnbull,"Mar 10, 2015",70,tbd,
