artist,album,year,critic_score,user_score,comment
broken spindles,kiss/kick,"Feb 17, 2009",63,tbd,
broken spindles,Inside/Absent,"Aug 23, 2005",66,tbd,
broken spindles,Fulfilled/Complete,"May 4, 2004",66,tbd,
mommy and daddy,,,,,artist not found!
vibracathedral orchestra,,,,,artist not found!
bellini,,,,,artist not found!
marjorie fair,Self Help Serenade,"Jul 19, 2005",68,8.0,
moistboyz,,,,,artist not found!
run d.m.c.,,,,,artist not found!
lords,,,,,artist not found!
john wilkes booze,,,,,artist not found!
mazarin,,,,,artist not found!
american analog set,Set Free,"Sep 20, 2005",72,8.4,
american analog set,Promise Of Love,"Jun 17, 2003",72,7.8,
the jim yoshii pile up,,,,,artist not found!
eazy e,,,,,artist not found!
david axelrod,Real Time With Bill Maher: Season 16,"Jan 19, 2018",tbd,tbd,
david axelrod,Real Time With Bill Maher: Season 14,"Jan 15, 2016",tbd,tbd,
david axelrod,Real Time With Bill Maher: Season 13,"Jan 9, 2015",tbd,tbd,
david axelrod,Meet the Press: Season 69,"Jan 4, 2015",tbd,tbd,
david axelrod,Meet the Press: Season 68,"Jan 5, 2014",tbd,tbd,
david axelrod,Fareed Zakaria GPS: Season 6,"Jun 2, 2013",tbd,tbd,
david axelrod,Meet the Press: Season 67,"Jan 6, 2013",tbd,tbd,
david axelrod,Meet the Press: Season 66,"Jan 1, 2012",tbd,tbd,
david axelrod,Meet the Press: Season 65,"Jan 2, 2011",tbd,tbd,
david axelrod,The Daily Show: Season 15,"Jan 4, 2010",tbd,tbd,
david axelrod,Meet the Press: Season 64,"Jan 3, 2010",tbd,tbd,
david axelrod,Meet the Press: Season 63,"Jan 4, 2009",tbd,tbd,
david axelrod,Frontline: Season 27,"Oct 14, 2008",tbd,tbd,
david axelrod,Meet the Press: Season 62,"Jan 6, 2008",tbd,tbd,
david axelrod,NOVA: Season 33,"Jan 3, 2006",tbd,tbd,
david axelrod,The American Experience: Season 17,"Oct 4, 2004",tbd,tbd,
david axelrod,NOVA: Season 30,"Jan 7, 2003",tbd,tbd,
david axelrod,The American Experience: Season 15,"Nov 11, 2002",tbd,tbd,
david axelrod,NOVA: Season 25,"Jan 6, 1998",tbd,tbd,
damian marley,Stony Hill,"Jul 21, 2017",72,7.2,
r.l. burnside,Burnside On Burnside,"Oct 23, 2001",78,tbd,
r.l. burnside,Wish I Was In Heaven Sitting Down,"Oct 24, 2000",75,tbd,
meat beat manifesto,Impossible Star,"Jan 19, 2018",72,tbd,
meat beat manifesto,RUOK?,"Oct 15, 2002",68,tbd,
"calexico, iron & wine",,,,,artist not found!
the double,Loose In The Air,"Sep 13, 2005",78,tbd,
ok go,Hungry Ghosts,"Oct 14, 2014",74,7.9,
ok go,Of The Blue Colour Of The Sky,"Jan 12, 2010",67,8.5,
ok go,Oh No,"Aug 30, 2005",64,8.5,
august born,,,,,artist not found!
rob swift,,,,,artist not found!
asmus tietchens,,,,,artist not found!
emmylou harris,Linda Ronstadt: The Sound of My Voice,"Sep 6, 2019",77,7.3,
emmylou harris,The King,"Jun 22, 2018",70,5.2,
emmylou harris,Sing Me the Songs That Say I Love You: A Concert for Kate McGarrigle,"Jun 26, 2013",61,tbd,
emmylou harris,Neil Young: Heart of Gold,"Feb 10, 2006",85,8.5,
emmylou harris,Down from the Mountain,"Jun 15, 2001",75,tbd,
emmylou harris,The Last Waltz,"Apr 26, 1978",88,tbd,
"devendra banhart, jana hunter",,,,,artist not found!
10 in the swear jar,,,,,artist not found!
the greenhornes,Four Stars,"Nov 9, 2010",75,tbd,
the greenhornes,Sewed Soles,"Nov 29, 2005",71,tbd,
flamin' groovies,,,,,artist not found!
june carter cash,My Father and The Man In Black,"Sep 6, 2013",57,5.4,
june carter cash,The Apostle,"Dec 17, 1997",83,8.2,
koufax,,,,,artist not found!
hair police,,,,,artist not found!
ivan smagghe,,,,,artist not found!
keiji haino,"American Dollar Bill - Keep Facing Sideways, You're Too Hideous To Look at Face On","Feb 23, 2018",81,tbd,
keiji haino,Imikuzushi,"Feb 28, 2012",82,8.0,
minotaur shock,Maritime,"Aug 9, 2005",76,8.2,
white mice,,,,,artist not found!
daikaiju,,,,,artist not found!
mayday,Mayday Life,"May 31, 2019",tbd,tbd,
the bevis frond,"We're Your Friends, Man","Dec 7, 2018",82,tbd,
the bevis frond,White Numbers,"May 7, 2013",77,tbd,
gospel,,,,,artist not found!
iron maiden,The Book of Souls,"Sep 4, 2015",80,8.6,
iron maiden,The Final Frontier,"Aug 17, 2010",71,8.3,
thuja,,,,,artist not found!
nations by the river,,,,,artist not found!
felipe + forte,,,,,artist not found!
flotation toy warning,,,,,artist not found!
tenement halls,Knitting Needles And Bicycle Bells,"Aug 23, 2005",71,tbd,
leaves,Breathe,"Sep 23, 2003",67,tbd,
the kallikak family,,,,,artist not found!
i am kloot,Let It All In,"Jan 21, 2013",79,7.1,
i am kloot,Sky at Night,"Jul 13, 2010",82,8.0,
i am kloot,Gods And Monsters,"Aug 23, 2005",68,6.8,
the visible men,,,,,artist not found!
gene defcon,,,,,artist not found!
electronicat,,,,,artist not found!
criteria,,,,,artist not found!
geiger,,,,,artist not found!
the 101'ers,,,,,artist not found!
