artist,album,year,critic_score,user_score,comment
fuck buttons,Slow Focus,"Jul 23, 2013",80,8.4,
fuck buttons,Tarot Sport,"Oct 20, 2009",84,8.1,
fuck buttons,Street Horrrsing,"Mar 18, 2008",80,6.6,
roedelius schneider,Tiden,"Jul 9, 2013",74,tbd,
man's gin,,,,,artist not found!
okkyung lee,Ghil,"Jun 24, 2013",77,tbd,
mark mulcahy,The Gus,"Jul 5, 2019",76,tbd,
mark mulcahy,The Possum in the Driveway,"Apr 28, 2017",75,tbd,
mark mulcahy,"Dear Mark J. Mulcahy, I Love You","Jun 17, 2013",77,tbd,
david yow,Tonight You Look Like a Spider,"Jun 25, 2013",70,tbd,
iasos,,,,,artist not found!
amon amarth,Jomsviking,"Mar 25, 2016",79,8.5,
amon amarth,Deceiver of the Gods,"Jun 25, 2013",67,8.2,
amon amarth,Surtur Rising,"Mar 29, 2011",82,8.6,
amon amarth,Twilight Of The Thunder God,"Sep 30, 2008",80,8.6,
mayer hawthorne,Man About Town,"Apr 8, 2016",74,7.2,
mayer hawthorne,Where Does This Door Go,"Jul 16, 2013",73,8.5,
mayer hawthorne,How Do You Do,"Oct 11, 2011",78,8.8,
mayer hawthorne,A Strange Arrangement,"Sep 8, 2009",71,8.7,
alela diane,Cusp,"Feb 9, 2018",87,8.0,
alela diane,Cold Moon,"Oct 16, 2015",76,7.8,
alela diane,About Farewell,"Jul 30, 2013",81,8.3,
alela diane,Alela Diane & Wild Divine,"Apr 5, 2011",72,8.5,
alela diane,To Be Still,"Feb 17, 2009",75,8.8,
alela diane,The Pirate's Gospel,"Oct 24, 2006",74,8.5,
hatred surge,,,,,artist not found!
andy kaufman,Andy and His Grandmother,"Jul 16, 2013",61,tbd,
gauntlet hair,Stills,"Jul 16, 2013",61,tbd,
gauntlet hair,Gauntlet Hair,"Oct 18, 2011",65,tbd,
hebronix,Unreal,"Jul 9, 2013",73,tbd,
andrew cedermark,Home Life,"Jul 16, 2013",79,tbd,
ghost outfit,I Want You To Destroy Me,"Jun 24, 2013",66,tbd,
devo,,,,,artist not found!
young moe,,,,,artist not found!
alex burkat,,,,,artist not found!
bass drum of death,Rip This,"Oct 7, 2014",64,tbd,
bass drum of death,Bass Drum of Death,"Jun 25, 2013",71,tbd,
bass drum of death,GB City,"Apr 12, 2011",69,8.2,
summoning,,,,,artist not found!
kirin j callinan,Return to Center,"Jun 21, 2019",66,tbd,
kirin j callinan,Embracism,"Jul 1, 2013",69,tbd,
"keith fullerton whitman, floris vanhoof",,,,,artist not found!
melt yourself down,Last Evenings on Earth,"Apr 29, 2016",73,tbd,
melt yourself down,Melt Yourself Down,"Jun 25, 2013",80,8.0,
ooooo,Without Your Love,"Jun 25, 2013",69,7.5,
ooooo,Our Loving is Hurting Us [EP],"Apr 30, 2012",65,tbd,
ruby pins,,,,,artist not found!
jay z,In the Heights,"Jun 26, 2020",tbd,tbd,
jay z,Annie,"Dec 19, 2014",33,5.2,
jay z,Top Five,"Dec 12, 2014",81,6.8,
jay z,Made in America,"Jul 11, 2014",48,3.9,
jay z,The Great Gatsby,"May 10, 2013",55,7.3,
jay z,Free Angela & All Political Prisoners,"Apr 5, 2013",73,tbd,
jay z,The Love We Make,"Nov 11, 2011",65,6.1,
jay z,Through the Fire,"Feb 10, 2006",65,7.8,
jay z,Fade to Black,"Nov 5, 2004",59,6.0,
jay z,Paid in Full,"Oct 25, 2002",49,6.2,
jay z,State Property,"Jan 18, 2002",9,3.2,
jay z,Backstage,"Sep 8, 2000",29,1.3,
carl craig,The Salon,"May 11, 2007",26,tbd,
carl craig,I'm Gonna Git You Sucka,"Dec 14, 1988",48,7.1,
carl craig,Hollywood Shuffle,"Mar 20, 1987",74,tbd,
james holden,The Animal Spirits,"Nov 3, 2017",81,8.0,
james holden,The Inheritors,"Jun 17, 2013",81,7.7,
townes van zandt,Sky Blue,"Mar 7, 2019",79,tbd,
the drum,,,,,artist not found!
katie got bandz,,,,,artist not found!
airhead,For Years,"Jun 11, 2013",58,tbd,
css,Planta,"Jun 11, 2013",54,7.3,
css,La Liberacion,"Aug 23, 2011",59,7.0,
css,Donkey,"Jul 22, 2008",63,8.7,
css,Cansei De Ser Sexy,"Jul 11, 2006",73,8.0,
knx,,,,,artist not found!
tnt subhead,,,,,artist not found!
daftside,,,,,artist not found!
beady eye,BE,"Nov 19, 2013",59,6.0,
beady eye,"Different Gear, Still Speeding","Mar 1, 2011",65,6.0,
power trip,Nightmare Logic,"Feb 24, 2017",86,7.7,
