artist,album,year,critic_score,user_score,comment
joe henry,Invisible Hour,"Jun 3, 2014",80,tbd,
joe henry,Meet Me at the Edge of the World,"Sep 3, 2013",76,7.7,
joe henry,Kin: Songs by Mary Karr & Rodney Crowell,"Jun 5, 2012",73,tbd,
joe henry,Weather,"Nov 8, 2011",82,7.5,
joe henry,Reverie,"Oct 11, 2011",81,tbd,
joe henry,Passenger,"Sep 20, 2011",78,8.6,
joe henry,Blood From Stars,"Aug 18, 2009",77,8.0,
joe henry,Civilians,"Sep 11, 2007",77,8.7,
new buffalo,,,,,artist not found!
pseudosix,,,,,artist not found!
crippled black phoenix,200 Tons Of Bad Luck,"Apr 14, 2009",76,8.4,
qui,Love's Miracle,"Sep 11, 2007",72,tbd,
arks,,,,,artist not found!
picastro,You,"Feb 17, 2014",76,tbd,
picastro,Become Secret,"Feb 23, 2010",81,7.3,
brother reade,,,,,artist not found!
"broken social scene, kevin drew",,,,,artist not found!
fovea hex,,,,,artist not found!
ice water,,,,,artist not found!
the modern lovers,,,,,artist not found!
tujiko noriko,,,,,artist not found!
sixtoo,,,,,artist not found!
zap mama,,,,,artist not found!
map of africa,,,,,artist not found!
amiina,Kurr,"Jun 19, 2007",75,8.0,
circus devils,,,,,artist not found!
bang lime,,,,,artist not found!
turzi,,,,,artist not found!
kano,Home Sweet Home,"Jun 27, 2005",82,8.5,
vhs or beta,Bring on the Comets,"Aug 28, 2007",53,5.8,
vhs or beta,Night On Fire,"Sep 21, 2004",60,8.5,
bobby bare,,,,,artist not found!
sarah shannon,,,,,artist not found!
airiel,,,,,artist not found!
louis philippe,,,,,artist not found!
siouxsie sioux,,,,,artist not found!
swizz beatz,Nas: Time Is Illmatic,"Oct 1, 2014",72,7.9,
the mooney suzuki,,,,,artist not found!
linda thompson,Fashionably Late,"Jul 30, 2002",73,tbd,
the mendoza line,30 Year Low,"Aug 21, 2007",78,tbd,
the mendoza line,Full Of Light And Full Of Fire,"Nov 22, 2005",79,8.8,
the mendoza line,Fortune,"Aug 10, 2004",78,tbd,
the mendoza line,Lost in Revelry,"Feb 19, 2002",78,tbd,
loren mazzacane connors,,,,,artist not found!
euros childs,Situation Comedy,"Oct 21, 2013",75,tbd,
euros childs,Chops,"Oct 24, 2006",60,7.5,
prefab sprout,Crimson/Red,"Oct 7, 2013",81,8.1,
artanker convoy,,,,,artist not found!
amerie,In Love & War,"Nov 3, 2009",78,8.5,
amerie,Touch,"Apr 26, 2005",70,8.2,
percee p,,,,,artist not found!
robbers on high street,Grand Animals,"Jul 24, 2007",72,7.6,
robbers on high street,Tree City,"Feb 22, 2005",64,8.0,
mavado,,,,,artist not found!
travis morrison hellfighters,,,,,artist not found!
ash,Islands,"May 18, 2018",71,6.6,
ash,Kablammo!,"Jun 9, 2015",76,7.6,
ash,Twilight Of The Innocents,"Jul 2, 2007",70,8.6,
ash,Meltdown,"Mar 8, 2005",78,8.3,
ash,Free All Angels,"Jun 25, 2002",76,8.0,
the go,,,,,artist not found!
the shining path,,,,,artist not found!
raising the fawn,The Maginot Line,"Mar 7, 2006",77,tbd,
trembling blue stars,The Seven Autumn Flowers,"Jan 11, 2005",61,tbd,
trembling blue stars,Alive To Every Smile,"Oct 23, 2001",73,tbd,
trembling blue stars,Broken By Whispers,"Mar 7, 2000",78,tbd,
hacavitz,,,,,artist not found!
the high strung,,,,,artist not found!
danzig,Black Laden Crown,"May 26, 2017",61,3.2,
danzig,Skeletons,"Nov 27, 2015",71,tbd,
danzig,Deth Red Sabaoth,"Jun 22, 2010",73,tbd,
wingtip sloat,,,,,artist not found!
the future kings of england,,,,,artist not found!
hopewell,,,,,artist not found!
