artist,album,year,critic_score,user_score,comment
hard fi,Killer Sounds,"Aug 22, 2011",62,7.8,
hard fi,Once Upon A Time In The West,"Sep 18, 2007",70,7.3,
hard fi,Stars Of CCTV,"Mar 14, 2006",74,8.3,
people,,,,,artist not found!
dave gahan,Hourglass,"Oct 23, 2007",64,8.4,
dave gahan,Paper Monsters,"Jun 3, 2003",67,7.2,
matt valentine and erika elder,,,,,artist not found!
culture,,,,,artist not found!
ween,La Cucaracha,"Oct 23, 2007",73,8.3,
ween,The Friends [EP],"Jun 19, 2007",61,7.2,
ween,Quebec,"Aug 5, 2003",71,8.6,
ween,White Pepper,"May 2, 2000",66,8.6,
old time relijun,,,,,artist not found!
aceyalone,Magnificent City,"Feb 7, 2006",81,7.2,
aceyalone,Love & Hate,"Jun 3, 2003",66,8.0,
weedeater,,,,,artist not found!
twista,The Day After,"Oct 4, 2005",69,7.1,
twista,Kamikaze,"Jan 27, 2004",66,7.4,
stereo total,Do The Bambi,"Jan 25, 2005",63,tbd,
stereo total,Musique Automatique,"Oct 8, 2002",75,tbd,
jana hunter,The Past We Leave Behind,"Apr 14, 2015",68,tbd,
jana hunter,Escape From Evil,"Mar 31, 2015",78,8.2,
jana hunter,There's No Home,"Apr 10, 2007",76,tbd,
havoc,13,"May 7, 2013",72,tbd,
dragons of zynth,,,,,artist not found!
talibam!,,,,,artist not found!
adrian orange & her band,,,,,artist not found!
baby elephant,,,,,artist not found!
numbers,We're Animals,"Sep 13, 2005",73,tbd,
billie holiday,Strange Fruit,"Nov 6, 2002",73,tbd,
johnathan rice,Good Graces,"Sep 17, 2013",66,tbd,
african virtuoses,,,,,artist not found!
erik friedlander,,,,,artist not found!
pieces of peace,,,,,artist not found!
dagger,,,,,artist not found!
the donnas,Bitchin',"Sep 18, 2007",54,7.7,
the donnas,Gold Medal,"Oct 26, 2004",70,8.5,
the donnas,Spend The Night,"Oct 22, 2002",74,8.4,
the donnas,The Donnas Turn 21,"Jan 23, 2001",71,7.3,
supermayer,,,,,artist not found!
christopher denny,,,,,artist not found!
roberto fonseca,,,,,artist not found!
the mabuses,,,,,artist not found!
"tim gane, sean o'hagan",,,,,artist not found!
office,,,,,artist not found!
the austerity program,,,,,artist not found!
adam franklin,,,,,artist not found!
oh no! oh my!,People Problems,"Jan 18, 2011",58,tbd,
oakley hall,I'll Follow You,"Sep 11, 2007",77,6.2,
ryan ferguson,dream/killer,"Dec 4, 2015",tbd,tbd,
joe henry,Grace,"Sep 15, 2017",76,tbd,
joe henry,Shine a Light: Field Recordings from the Great American Railroad,"Sep 23, 2016",75,tbd,
joe henry,Lovers and Leavers,"Apr 8, 2016",72,tbd,
