artist,album,year,critic_score,user_score,comment
dan melchior und das menace,,,,,artist not found!
matteah baim,,,,,artist not found!
the knife,Shaken Up Versions,"Jun 17, 2014",74,6.7,
the knife,Shaking the Habitual,"Apr 9, 2013",85,8.5,
the knife,Silent Shout,"Jul 25, 2006",74,8.8,
open mike eagle,Brick Body Kids Still Daydream,"Sep 15, 2017",82,8.1,
open mike eagle,Hella Personal Film Festival,"Mar 25, 2016",79,7.7,
open mike eagle,Dark Comedy,"Jun 10, 2014",73,8.6,
willie nelson,Ride Me Back Home,"Jun 21, 2019",77,tbd,
willie nelson,My Way,"Sep 14, 2018",76,tbd,
willie nelson,Last Man Standing,"Apr 27, 2018",84,7.7,
willie nelson,God's Problem Child,"Apr 28, 2017",79,8.8,
willie nelson,Summertime: Willie Nelson Sings Gershwin,"Feb 26, 2016",71,tbd,
willie nelson,The  Loneliest Man I Ever Met,"Oct 2, 2015",74,tbd,
willie nelson,Django and Jimmie,"Jun 2, 2015",73,tbd,
willie nelson,December Day,"Dec 2, 2014",68,tbd,
willie nelson,Band of Brothers,"Jun 17, 2014",79,7.2,
willie nelson,To All the Girls...,"Oct 15, 2013",71,tbd,
willie nelson,Let's Face the Music and Dance,"Apr 16, 2013",68,tbd,
willie nelson,Heroes,"May 15, 2012",70,tbd,
willie nelson,"Remember Me, Vol. 1","Nov 22, 2011",65,tbd,
willie nelson,Here We Go Again: Celebrating the Genius of Ray Charles,"Mar 29, 2011",63,tbd,
willie nelson,Country Music,"Apr 20, 2010",78,tbd,
willie nelson,American Classic,"Aug 25, 2009",67,tbd,
willie nelson,Songbird,"Oct 31, 2006",67,5.7,
willie nelson,Milk Cow Blues,"Sep 19, 2000",59,7.4,
dead congregation,,,,,artist not found!
sam smith,The Invisible Man,"Mar 13, 2020",tbd,tbd,
sam smith,The Nightingale,"Aug 2, 2019",76,6.4,
sam smith,Jirga,"Jul 26, 2019",59,tbd,
sam smith,Wondrous Oblivion,"Nov 3, 2006",61,8.2,
richard reed parry,"Quiet River of Dust, Vol. 2","Jun 21, 2019",79,tbd,
richard reed parry,"Quiet River of Dust, Vol. 1","Sep 21, 2018",76,tbd,
richard reed parry,Cult Following,"May 6, 2016",77,tbd,
richard reed parry,Richard Reed Parry: Music for Heart and Breath,"Jul 15, 2014",83,tbd,
richard reed parry,The Golden Record,"Apr 12, 2011",77,tbd,
brian reitzell,Watch Dogs (WIIU),"Nov 18, 2014",62,6.5,
brian reitzell,Watch Dogs (PS4),"May 27, 2014",80,6.4,
brian reitzell,Watch Dogs (XONE),"May 27, 2014",78,5.9,
brian reitzell,Watch Dogs (PC),"May 26, 2014",77,4.8,
nightfell,,,,,artist not found!
the antlers,Familiars,"Jun 17, 2014",82,8.2,
the antlers,(Together) [EP],"Nov 22, 2011",46,5.1,
the antlers,Burst Apart,"May 10, 2011",81,8.4,
the antlers,Hospice,"Aug 18, 2009",83,8.8,
devont hynes,,,,,artist not found!
big freedia,Just Be Free,"Jun 17, 2014",79,tbd,
boris,Noise,"Jun 17, 2014",72,7.3,
boris,New Album,"Dec 6, 2011",78,tbd,
boris,Attention Please,"May 24, 2011",72,tbd,
